N	3gram	Trubetskoy_1	Istorich
1	с другой стороны	4	8
2	во всех этих	2	6
3	о том что	4	5
4	так же как	3	4
5	с одной стороны	2	4
6	на первый взгляд	1	4
7	что у него	1	4
8	в тех случаях	1	4
9	тем не менее	4	4
10	в том что	15	4
11	этой точки зрения	1	3
12	мы уже знаем	1	3
13	с этой точки	1	3
14	мы видим что	1	3
15	не может быть	3	3
16	в данном случае	3	3
17	тех случаях когда	1	3
18	уже знаем что	1	2
19	то время как	1	2
20	точно так же	1	2
21	до сих пор	8	2
22	одна из этих	1	2
23	в этом и	1	2
24	образом мы видим	1	2
25	а в том	1	2
26	таким образом мы	1	2
27	в то время	2	2
28	но все же	2	2
29	как и в	2	2
30	и в конце	1	1
31	мы знаем что	7	1
32	не в состоянии	2	1
33	хотя и не	1	1
34	с точки зрения	8	1
35	выше мы видели	1	1
36	состоит в том	1	1
37	и это обстоятельство	1	1
38	направление в котором	1	1
39	что они не	1	1
40	а не в	1	1
41	но так как	2	1
42	по отношению к	9	1
43	и может быть	2	1
44	что в данном	1	1
45	в самом деле	5	1
46	еще не вполне	1	1
47	никак не может	1	1
48	с тех пор	1	1
49	в этом случае	4	1
50	очень много но	1	1
51	то же самое	1	1
52	он не может	2	1
53	только в том	1	1
54	они должны быть	2	1
55	что он может	1	1
56	в чистом виде	1	1
57	в зависимости от	1	1
58	во всем этом	1	1
59	о том чтобы	2	1
60	ответить на вопрос	2	1
61	бы то ни	2	1
62	же как при	1	1
63	а так как	1	1
64	независимо от того	1	1
65	совершенно так же	4	1
66	не знает что	1	1
67	можно было бы	1	1
68	не отличается от	1	1
69	много но все	1	1
70	эти примеры показывают	1	1
71	вместе с тем	2	1
72	первый взгляд кажется	1	1
73	нельзя не отметить	1	1
74	что во всех	1	1
75	то ни было	2	1
76	мы все же	2	1
77	это представление о	1	1
78	в нем черты	1	1
79	друг на друга	1	1
80	это не так	1	1
81	все же не	3	1
82	в связи с	3	1
83	как бы то	2	1
84	примеры показывают что	1	1
85	никто не может	1	1
86	более или менее	7	1
87	надо сказать что	1	1
88	но с другой	1	1
89	одним из самых	1	1
90	становится понятным что	1	1
91	и что если	1	1
92	взгляд кажется что	1	1
93	и все они	1	1
94	мысль о том	1	1
95	таким образом и	1	1
96	к тому что	1	1
97	по этому вопросу	1	1
98	в противоречие с	1	1
99	по его мнению	1	1
100	на земле в	1	1
101	как мы видели	1	1
102	мы видели что	1	1
