N	3gram	Potebnia_M_4	RusskieA
1	в том что	7	15
2	и т д	3	9
3	вместе с тем	3	6
4	в этом случае	5	5
5	в связи с	1	4
6	о том что	5	4
7	к тому что	1	4
8	в настоящее время	1	3
9	с точки зрения	3	3
10	мы не можем	3	3
11	тем не менее	4	3
12	что иное как	2	2
13	можно сделать из	1	2
14	может быть и	1	2
15	в это время	1	2
16	и многие другие	1	2
17	выводы можно сделать	1	2
18	это показывает что	1	2
19	это не значит	2	2
20	друг к другу	1	2
21	но тем не	2	2
22	в свою очередь	1	2
23	с тем и	2	2
24	в большинстве случаев	2	2
25	после того как	2	2
26	не что иное	2	2
27	а следовательно и	1	1
28	хотя и не	1	1
29	только потому что	2	1
30	сказать что в	1	1
31	можем судить по	1	1
32	все что я	1	1
33	иметь в виду	1	1
34	и того же	1	1
35	в виду что	1	1
36	что от них	1	1
37	по отношению к	8	1
38	по меньшей мере	1	1
39	точно так же	1	1
40	на самом деле	3	1
41	подобно тому как	2	1
42	вероятно что в	1	1
43	там же с	2	1
44	может быть назван	3	1
45	не может считаться	1	1
46	и не только	1	1
47	в таком случае	2	1
48	а нечто совсем	1	1
49	можно говорить о	1	1
50	мы должны признать	1	1
51	и та же	1	1
52	в них в	1	1
53	в этом отношении	1	1
54	и т п	4	1
55	это не что	1	1
56	на этот вопрос	2	1
57	нечто совсем другое	1	1
58	этот вопрос можно	1	1
59	можно думать что	2	1
60	тогда как в	1	1
61	что в первый	1	1
62	к другому и	1	1
63	же значение как	1	1
64	на том основании	1	1
65	мы можем предположить	1	1
66	примыкает к нему	1	1
67	и в этом	4	1
68	и как бы	2	1
69	до недавнего времени	1	1
70	кроме того в	1	1
71	такое же значение	1	1
72	во всяком случае	3	1
73	этого слова с	1	1
74	в одно целое	1	1
75	одна и та	1	1
76	этом мы можем	1	1
77	только о том	1	1
78	и в том	2	1
79	здесь мы имеем	1	1
80	того же явления	1	1
81	мы можем судить	2	1
82	существует независимо от	1	1
83	можем предположить что	1	1
84	такой взгляд на	1	1
85	том основании что	1	1
86	в то время	1	1
87	можно сослаться на	1	1
88	ничего общего с	1	1
89	в одном из	1	1
90	с тем что	4	1
91	легко заметить что	1	1
92	вопрос о том	2	1
93	можно сказать что	4	1
94	не более как	1	1
95	в древнерусском языке	1	1
96	на то что	4	1
97	одного и того	1	1
98	во второй половине	1	1
99	в этих случаях	2	1
100	у нас в	1	1
101	быть не может	1	1
102	так и из	1	1
103	встречаются и в	1	1
104	как и в	1	1
105	что и в	2	1
106	что их не	1	1
107	только тогда когда	4	1
108	потому что всякое	1	1
109	в данном случае	2	1
