N	3gram	Bakhtin_Fr_2	Tvorches
1	там же с	2	9
2	то же время	6	7
3	в то же	6	7
4	по отношению к	1	3
5	до сих пор	4	3
6	не может быть	4	3
7	но прежде всего	3	2
8	в одной из	1	2
9	и не может	1	2
10	и в то	2	2
11	в наше время	1	2
12	именно в этом	1	2
13	в известной мере	3	2
14	это прежде всего	1	2
15	в том же	1	2
16	том же году	1	2
17	в xix веке	3	2
18	во всяком случае	2	2
19	с другой стороны	3	2
20	т ii с	1	2
21	так и в	1	2
22	о том что	3	2
23	в том что	1	2
24	на ранних стадиях	1	2
25	в другом месте	2	1
26	мы уже говорили	5	1
27	в г в	1	1
28	потому что в	1	1
29	как и для	1	1
30	дело в том	1	1
31	не только с	1	1
32	над тем что	1	1
33	сих пор еще	2	1
34	рядом с ним	1	1
35	и рядом с	1	1
36	на точку зрения	1	1
37	в большой литературе	1	1
38	в первую очередь	1	1
39	нужно сказать что	3	1
40	что в нем	1	1
41	в романе в	1	1
42	только потому что	1	1
43	роль в создании	1	1
44	уже говорили о	1	1
45	только то что	2	1
46	но в то	3	1
47	в первый раз	1	1
48	в году в	2	1
49	в чем же	1	1
50	в году и	1	1
51	не могут быть	1	1
52	это одна из	1	1
53	являются как бы	1	1
54	в целом ряде	1	1
55	того или иного	1	1
56	выпустил в году	1	1
57	как и всякая	1	1
58	и особенно в	1	1
59	он направлен на	1	1
60	о человеке которая	1	1
61	при этом что	1	1
62	была для него	1	1
63	в ту эпоху	2	1
64	мы знаем что	1	1
65	или во всяком	1	1
66	содержит в себе	2	1
67	и в литературе	1	1
68	xviii века и	1	1
69	как и у	1	1
70	и прежде всего	1	1
71	в предисловии к	1	1
72	что в них	1	1
73	по словам энгельса	1	1
74	и вообще все	1	1
75	совершенно не учитывает	1	1
76	как и в	1	1
