N	3gram	Propp_Isto_1	Psycholo
1	для того чтобы	1	19
2	в том что	4	12
3	о том что	3	10
4	то же самое	3	6
5	на то что	4	6
6	к тому что	1	5
7	с самого начала	2	5
8	можно было бы	3	4
9	друг с другом	3	4
10	мы никогда не	1	3
11	сами по себе	1	3
12	то что в	2	3
13	к тому чтобы	1	3
14	точно так же	3	3
15	здесь мы видим	1	3
16	так же как	2	3
17	в том чтобы	1	3
18	смысле этого слова	1	3
19	и в этом	1	3
20	надо сказать что	3	3
21	и т п	1	3
22	до сих пор	5	3
23	за то что	1	3
24	с одной стороны	4	3
25	и в конце	1	2
26	сводится к тому	1	2
27	да и не	1	2
28	что для того	1	2
29	никак не может	1	2
30	внимание на то	1	2
31	о том как	1	2
32	как это делает	1	2
33	вместе с тем	2	2
34	в это время	1	2
35	то время как	3	2
36	если бы мы	2	2
37	и что он	1	2
38	в какой бы	1	2
39	же самое что	2	2
40	с другой стороны	5	2
41	но столь же	1	2
42	таким образом в	1	2
43	в то время	3	2
44	он нисколько не	1	2
45	до тех пор	1	2
46	мы видим что	8	2
47	если мы будем	1	2
48	к тому же	1	2
49	и т д	22	2
50	том что она	1	1
51	мы будем иметь	1	1
52	весь этот материал	1	1
53	мы знаем что	1	1
54	что иное как	1	1
55	жила она в	1	1
56	что он умер	1	1
57	если бы нам	1	1
58	что в этом	1	1
59	ли он непосредственно	1	1
60	все дело в	1	1
61	ходу действия это	1	1
62	мы должны найти	1	1
63	какой бы то	1	1
64	та же самая	1	1
65	по отношению к	3	1
66	равно как и	1	1
67	подобно тому как	1	1
68	вдруг совершенно неожиданно	1	1
69	же как и	1	1
70	мы не можем	2	1
71	что речь идет	1	1
72	он не должен	1	1
73	для этого нужно	1	1
74	бы то ни	2	1
75	мы могли бы	1	1
76	только то что	1	1
77	но он не	1	1
78	на этот вопрос	2	1
79	так например в	4	1
80	то мы увидим	1	1
81	из которых мы	1	1
82	образом и здесь	1	1
83	д все это	1	1
84	при каких условиях	1	1
85	и что это	1	1
86	в своем развитии	1	1
87	затем переходит к	1	1
88	уже о том	1	1
89	значение это не	1	1
90	то ни было	2	1
91	то что она	1	1
92	на первый взгляд	2	1
93	в которой мы	1	1
94	который лежит в	1	1
95	в том как	1	1
96	от нее он	1	1
97	происходит так что	1	1
98	это не так	1	1
99	которое присуще этим	1	1
100	и для этого	1	1
101	именно это и	1	1
102	который начинается с	1	1
103	мы сейчас увидим	1	1
104	дело в том	3	1
105	мы имеем много	1	1
106	того что царь	1	1
107	т д все	3	1
108	том что они	2	1
109	и в каком	1	1
110	в сторону от	1	1
111	а не только	1	1
112	а может быть	1	1
113	оно может быть	2	1
114	когда он хочет	1	1
115	не может быть	7	1
116	не что иное	1	1
117	и в русской	1	1
118	как раз наоборот	1	1
119	по ходу действия	2	1
120	говорят о нем	1	1
121	не только в	1	1
122	не упоминается и	1	1
123	в его крови	1	1
124	мы обратимся к	1	1
125	в этом смысле	1	1
126	в каком отношении	1	1
127	будем иметь случай	1	1
128	у меня есть	2	1
129	быть не может	1	1
130	о том чтобы	1	1
131	в средние века	1	1
132	мы узнаем в	1	1
133	что и в	1	1
134	мы увидим что	5	1
135	и могла бы	1	1
136	он умер и	1	1
