N	4gram	Losev_Prob_4	KulturaY
1	можно было бы сказать	1	3
2	и тем не менее	3	3
3	в той или иной	7	2
4	ни в какой мере	4	2
5	в какой мере не	4	2
6	не говоря уже о	1	2
7	т д и т	1	1
8	не выходит за пределы	1	1
9	и вместе с тем	1	1
10	с этой точки зрения	1	1
11	с точки зрения их	1	1
12	в том смысле что	1	1
13	по себе еще не	1	1
14	один к другому и	1	1
15	в нашем смысле слова	10	1
16	д и т д	1	1
17	и т д и	1	1
18	и в то же	1	1
19	в войне и мире	1	1
20	не только в том	2	1
21	мы должны сказать что	1	1
22	в коем случае нельзя	1	1
23	заключается не только в	1	1
24	ни в коем случае	3	1
25	нашем смысле слова и	1	1
26	заключается в том что	1	1
