N	2gram	Propp_Russ_2	StatiiOP
1	и в	29	25
2	в этом	11	24
3	в том	22	20
4	что он	1	19
5	может быть	13	19
6	тем что	3	19
7	что в	22	19
8	что это	3	16
9	том что	22	15
10	в этой	3	14
11	и пр	2	13
12	не только	10	12
13	в г	2	12
14	в его	1	12
15	то что	5	12
16	в этих	3	11
17	так что	4	11
18	таким образом	6	10
19	прежде всего	2	10
20	и не	1	10
21	но и	8	9
22	и т	5	8
23	все это	10	8
24	о том	9	8
25	как например	3	8
26	т е	24	8
27	в своих	2	8
28	с этим	2	7
29	это не	5	7
30	было бы	3	7
31	в то	2	7
32	не может	5	7
33	что касается	1	7
34	г в	1	6
35	место в	1	6
36	и на	6	6
37	как в	7	6
38	из этих	2	6
39	не в	4	6
40	а а	8	6
41	в русской	1	6
42	между тем	3	6
43	только в	1	6
44	в конце	1	6
45	как бы	18	6
46	а в	9	6
47	как на	1	6
48	в году	3	5
49	то же	4	5
50	ответ на	1	5
51	независимо от	1	5
52	но в	5	5
53	на то	1	5
54	об этом	2	5
55	мы имеем	6	5
56	в котором	3	5
57	потому что	5	5
58	и это	1	5
59	так и	1	5
60	в них	4	5
61	с другой	2	5
62	связано с	2	5
63	а не	4	5
64	того что	3	5
65	другой стороны	1	5
66	например в	1	4
67	что эти	1	4
68	в которой	2	4
69	время как	1	4
70	из которых	2	4
71	относится к	1	4
72	все же	2	4
73	не было	2	4
74	история для	1	4
75	состоит в	15	4
76	с тем	6	4
77	как и	11	4
78	в эту	3	4
79	а как	1	4
80	у нас	4	4
81	ничего не	1	4
82	к ней	2	4
83	этом отношении	1	4
84	в ней	1	4
85	и с	10	4
86	если бы	1	4
87	можно сказать	1	4
88	а также	4	4
89	к нему	4	4
90	в качестве	3	4
91	и др	1	4
92	всяком случае	1	4
93	отношение к	1	4
94	то время	2	4
95	в особенности	1	4
96	должна была	5	4
97	связь с	3	4
98	в течение	2	4
99	что здесь	3	4
100	и для	2	4
101	но это	1	4
102	а б	8	4
103	сказать что	1	4
104	в своей	2	4
105	из этого	2	4
106	это в	2	4
107	во всяком	1	4
108	говорить о	1	3
109	он был	1	3
110	или из	1	3
111	своего рода	1	3
112	в в	1	3
113	кроме того	2	3
114	что по	4	3
115	и наконец	1	3
116	все эти	3	3
117	и если	1	3
118	всех этих	1	3
119	на этом	3	3
120	от нее	1	3
121	что этот	1	3
122	в другом	1	3
123	нет в	1	3
124	показывает что	8	3
125	несмотря на	1	3
126	в их	2	3
127	и народ	1	3
128	но он	3	3
129	и более	1	3
130	во время	12	3
131	связи с	2	3
132	и здесь	1	3
133	что все	1	3
134	и что	5	3
135	по этому	2	3
136	раньше чем	1	3
137	и его	1	3
138	уже не	4	3
139	уже в	1	3
140	не так	1	3
141	для него	1	3
142	так как	13	3
143	в некоторых	9	3
144	как раз	1	3
145	не является	1	3
146	что для	3	3
147	одной стороны	2	3
148	до конца	3	3
149	с этой	2	3
150	тем более	1	3
151	к этому	5	3
152	в виде	4	3
153	в какой	1	3
154	он может	1	2
155	и за	1	2
156	г к	1	2
157	не был	2	2
158	которое он	1	2
159	во всех	3	2
160	тем как	1	2
161	только тогда	3	2
162	если в	1	2
163	к слову	1	2
164	не просто	1	2
165	нет и	1	2
166	большое значение	1	2
167	что они	1	2
168	что именно	1	2
169	вот тебе	1	2
170	его к	1	2
171	в самом	1	2
172	во многих	9	2
173	так сказать	1	2
174	в статье	1	2
175	т д	5	2
176	о которой	1	2
177	том чтобы	2	2
178	и по	3	2
179	но все	1	2
180	к г	1	2
181	а по	1	2
182	известно что	1	2
183	связанным с	1	2
184	ее в	8	2
185	а с	2	2
186	мы не	6	2
187	в развитии	1	2
188	такой же	1	2
189	и тогда	1	2
190	нас не	2	2
191	можно найти	1	2
192	в такой	1	2
193	не столько	2	2
194	в которых	4	2
195	которые в	1	2
196	тем не	2	2
197	для этого	5	2
198	не была	1	2
199	не менее	2	2
200	но они	1	2
201	как можно	2	2
202	что эта	1	2
203	как о	1	2
204	считает что	1	2
205	дело не	2	2
206	тогда когда	4	2
207	одна из	11	2
208	так чтобы	2	2
209	не имеет	3	2
210	никогда не	2	2
211	найти в	1	2
212	на долю	1	2
213	более что	1	2
214	начиная с	2	2
215	могут быть	2	2
216	и такие	1	2
217	для его	1	2
218	для того	6	2
219	должен быть	2	2
220	нет такого	1	2
221	как мы	3	2
222	не совсем	2	2
223	в виду	2	2
224	говорит и	1	2
225	без всякого	1	2
226	на основе	1	2
227	что у	1	2
228	на нее	6	2
229	или в	7	2
230	здесь нет	1	2
231	нас к	3	2
232	с одной	2	2
233	что его	1	2
234	и во	1	2
235	от них	1	2
236	этому поводу	2	2
237	в форме	2	2
238	и других	3	2
239	все время	1	2
240	была не	2	2
241	еще не	6	2
242	и ее	2	2
243	i и	1	2
244	есть в	2	2
245	то и	4	2
246	что если	1	2
247	при помощи	1	2
248	одно из	2	2
249	должен был	3	2
250	заметить что	2	2
251	этой комедии	1	2
252	в ряде	1	2
253	но есть	1	2
254	не на	1	2
255	вместе с	6	2
256	в одной	1	2
257	но не	5	2
258	несколько раз	1	2
259	быть не	1	2
260	в это	1	2
261	этого слова	1	2
262	на другое	1	2
263	внимания на	1	2
264	это выражение	1	2
265	один из	2	2
266	с элементами	2	2
267	в духе	1	2
268	же к	1	2
269	только что	1	2
270	в свою	1	2
271	быть назван	1	2
272	к сожалению	1	2
273	к этой	1	2
274	вряд ли	2	1
275	ту же	1	1
276	прав когда	2	1
277	одним из	2	1
278	они представляют	2	1
279	е как	1	1
280	и то	2	1
281	на самом	2	1
282	переход от	2	1
283	говорилось выше	1	1
284	выражено в	1	1
285	и так	1	1
286	смысл этого	1	1
287	и до	1	1
288	народ на	1	1
289	объясняется и	1	1
290	в и	3	1
291	своих целях	1	1
292	например то	1	1
293	собой как	1	1
294	многих случаях	2	1
295	характерная особенность	1	1
296	вопрос о	4	1
297	в деревне	6	1
298	из своих	1	1
299	этом не	1	1
300	представлением о	1	1
301	совпадает с	1	1
302	на себя	2	1
303	мы и	1	1
304	между собой	2	1
305	о русской	1	1
306	это означало	2	1
307	н ф	2	1
308	что иногда	1	1
309	и другие	14	1
310	к жизни	5	1
311	не все	4	1
312	очевидно что	2	1
313	а и	2	1
314	показать что	1	1
315	в своем	1	1
316	что ее	3	1
317	в одних	1	1
318	и где	1	1
319	этом же	1	1
320	применении к	1	1
321	когда он	1	1
322	и как	2	1
323	не являются	1	1
324	но эта	1	1
325	себе дело	1	1
326	более или	1	1
327	от этого	1	1
328	них как	2	1
329	хотя она	1	1
330	как скоро	1	1
331	еще на	1	1
332	быть первым	1	1
333	что тема	1	1
334	представляет собой	2	1
335	а потом	1	1
336	дело так	1	1
337	как он	1	1
338	но на	1	1
339	что она	3	1
340	в нем	1	1
341	связанные с	2	1
342	этим связано	1	1
343	он должен	1	1
344	не к	2	1
345	i в	1	1
346	несколько ниже	1	1
347	в нее	1	1
348	форме а	1	1
349	как оно	2	1
350	с русалкой	2	1
351	совпадают с	1	1
352	а затем	4	1
353	указывали на	1	1
354	нос и	1	1
355	г по	1	1
356	этих форм	1	1
357	на этой	1	1
358	в послании	1	1
359	обе стороны	2	1
360	что один	2	1
361	они по	1	1
362	чаще всего	1	1
363	остановиться на	1	1
364	еще одно	1	1
365	рядом с	1	1
366	на которую	1	1
367	то как	1	1
368	русской почве	1	1
369	а за	4	1
370	г где	1	1
371	мы видели	7	1
372	говорится о	1	1
373	чем в	2	1
374	здесь все	1	1
375	их на	1	1
376	или менее	1	1
377	себя внимание	1	1
378	и при	2	1
379	не во	1	1
380	могло бы	1	1
381	нельзя отрицать	1	1
382	том же	4	1
383	тогда наступает	1	1
384	свою силу	1	1
385	и очень	1	1
386	конечно более	1	1
387	что есть	1	1
388	некоторых случаях	1	1
389	особенно хорошо	1	1
390	одетый в	1	1
391	а иногда	2	1
392	у русских	4	1
393	принадлежат к	2	1
394	дело в	1	1
395	того как	2	1
396	на него	1	1
397	на русской	1	1
398	народа к	1	1
399	иметь в	1	1
400	того чтобы	6	1
401	вытекает из	1	1
402	мотивы в	1	1
403	с одним	1	1
404	того в	2	1
405	ее с	1	1
406	по своей	1	1
407	такая же	1	1
408	к вам	5	1
409	друг друга	3	1
410	е не	1	1
411	до того	1	1
412	ездил на	1	1
413	от их	1	1
414	все то	2	1
415	когда мы	2	1
416	и другой	3	1
417	в сказках	1	1
418	в поле	19	1
419	в селе	1	1
420	здесь еще	1	1
421	обычно в	1	1
422	и русалка	1	1
423	и оно	1	1
424	и о	3	1
425	свою очередь	1	1
426	на нем	1	1
427	здесь не	1	1
428	г с	1	1
429	в ее	3	1
430	народа то	1	1
431	и этим	1	1
432	в пределах	1	1
433	так в	2	1
434	приводит к	1	1
435	мнение что	2	1
436	до самого	1	1
437	и когда	1	1
438	в образе	2	1
439	по аналогии	1	1
440	можно было	2	1
441	том как	1	1
442	но у	1	1
443	них есть	1	1
444	основана на	1	1
445	из одного	1	1
446	и вообще	1	1
447	с ним	1	1
448	означает что	1	1
449	но может	1	1
450	образом в	2	1
451	находится в	1	1
452	в применении	1	1
453	то они	1	1
454	влияние на	2	1
455	может не	1	1
456	как у	1	1
457	знает что	1	1
458	должно было	3	1
459	связь между	2	1
460	с традиционным	1	1
461	это имеет	2	1
462	что и	2	1
463	в древнем	1	1
464	о единстве	1	1
465	именно в	4	1
466	также в	2	1
467	в свете	3	1
468	жизнь но	1	1
469	одно место	1	1
470	это приводит	1	1
471	же можно	1	1
472	указывает что	1	1
473	показывают что	1	1
474	но так	1	1
475	в двух	1	1
476	его в	8	1
477	о двух	1	1
478	на очень	1	1
479	ли он	1	1
480	который в	1	1
481	же он	1	1
482	собою как	1	1
483	где они	2	1
484	характерной для	1	1
485	с нею	1	1
486	можно установить	1	1
487	не можем	2	1
488	ее а	1	1
489	вернуться к	1	1
490	а это	1	1
491	от других	1	1
492	в данной	1	1
493	на пути	1	1
494	из них	4	1
495	только одно	1	1
496	это обстоятельство	1	1
497	в одном	1	1
498	иногда и	2	1
499	как его	1	1
500	того или	1	1
501	во всей	1	1
502	в других	15	1
503	указание на	1	1
504	следует признать	1	1
505	много места	1	1
506	смерти и	2	1
507	не противоречит	1	1
508	представляют собой	7	1
509	возможно что	1	1
510	ней и	1	1
511	имеет и	1	1
512	то это	1	1
513	был в	1	1
514	связаны с	3	1
515	по своим	1	1
516	а именно	3	1
517	на которые	1	1
518	говорит о	2	1
519	на русском	1	1
520	этому времени	1	1
521	целым рядом	1	1
522	ниже в	2	1
523	о чем	4	1
524	там где	2	1
525	нужно иметь	1	1
526	совершенно очевидно	2	1
527	в одно	1	1
528	для этой	3	1
529	уверенности что	1	1
530	эти слова	1	1
531	как эти	1	1
532	место где	1	1
533	в данном	6	1
534	что за	1	1
535	смысле этого	1	1
536	тому как	3	1
537	в литературе	1	1
538	западной европе	1	1
539	влиял на	1	1
540	по существу	4	1
541	в состоянии	1	1
542	должно быть	2	1
543	xix в	3	1
544	или другого	1	1
545	этом и	2	1
546	говорить что	2	1
547	тем и	2	1
548	п в	12	1
549	на новый	3	1
550	например а	1	1
551	а к	2	1
552	совершенно иной	1	1
553	для нас	6	1
554	и все	4	1
555	у них	2	1
556	в связь	1	1
557	очень хорошо	1	1
558	в период	1	1
559	от первого	1	1
560	какой степени	1	1
561	о своем	1	1
562	в праздничное	1	1
563	понимать как	1	1
564	они как	1	1
565	но можно	2	1
566	мы здесь	2	1
567	одновременно и	1	1
568	ко всему	1	1
569	и еще	2	1
570	есть и	1	1
571	также не	1	1
572	и прекрасно	1	1
573	что русалка	1	1
574	и эта	1	1
575	так же	4	1
576	все что	1	1
