N	3gram	Losev_Prob_3	Tvorches
1	и т д	13	11
2	в то же	4	7
3	до сих пор	2	3
4	по сути дела	1	3
5	не может быть	5	3
6	если не считать	1	2
7	в самом деле	1	2
8	в таком случае	4	2
9	в отличие от	2	2
10	на этот вопрос	1	2
11	по крайней мере	5	2
12	так же как	1	2
13	все же не	1	2
14	во всяком случае	6	2
15	с другой стороны	5	2
16	так и в	1	2
17	о том что	3	2
18	в целом и	1	2
19	в том что	9	2
20	в чем не	2	1
21	хотя и не	2	1
22	и без этого	1	1
23	создает условия для	1	1
24	с первого взгляда	3	1
25	дело в том	3	1
26	никогда не является	1	1
27	и нет ничего	1	1
28	такие термины как	1	1
29	и потому что	1	1
30	о том как	2	1
31	т д и	4	1
32	же как и	2	1
33	имеет в виду	1	1
34	сами по себе	6	1
35	в первую очередь	3	1
36	может быть в	1	1
37	а может быть	1	1
38	что в нем	1	1
39	можно было бы	3	1
40	точно так же	3	1
41	д все это	1	1
42	то или иное	2	1
43	только потому что	2	1
44	с присущей ему	1	1
45	в том смысле	3	1
46	только то что	2	1
47	как будто бы	3	1
48	войне и мире	1	1
49	тем что он	1	1
50	в чем же	1	1
51	но при этом	1	1
52	так что они	1	1
53	и в этом	6	1
54	нам представляется что	1	1
55	той или иной	8	1
56	в связи с	7	1
57	это не значит	1	1
58	к тому же	1	1
59	т д все	1	1
60	ответ на этот	1	1
61	у нас не	2	1
62	потому что они	2	1
63	в третий раз	1	1
64	по себе не	1	1
65	и это не	1	1
66	и такие термины	1	1
67	в то время	4	1
68	того или иного	3	1
69	в основе же	1	1
70	ни в чем	2	1
71	и не обязан	1	1
72	д и т	4	1
73	мы не можем	1	1
74	том смысле что	3	1
75	и особенно в	1	1
76	нет ничего кроме	1	1
77	это и есть	1	1
78	т д в	1	1
79	ничего общего с	2	1
80	и никогда не	1	1
81	но отнюдь не	1	1
82	даже не в	1	1
83	именно потому что	3	1
84	нам хотелось бы	1	1
85	относится и к	1	1
86	содержит в себе	3	1
87	в конце своей	1	1
88	это казалось бы	1	1
89	и в литературе	1	1
90	но это не	1	1
91	не значит что	2	1
92	новую жизнь и	1	1
93	как и в	1	1
94	мы говорим о	2	1
95	не так как	1	1
