N	2gram	Losev_Dial_1	formyVre
1	и в	18	46
2	в этом	12	22
3	и т	21	14
4	прежде всего	10	14
5	вовсе не	7	13
6	и его	1	12
7	во всех	1	11
8	не только	13	11
9	только в	3	11
10	т п	2	11
11	как бы	11	10
12	то есть	1	10
13	точки зрения	17	10
14	в том	9	10
15	но в	6	10
16	мы уже	1	9
17	не в	6	9
18	у него	1	9
19	но и	7	9
20	вместе с	1	9
21	и не	30	9
22	и для	2	9
23	мира и	1	9
24	то же	10	8
25	как и	2	8
26	с точки	12	8
27	для того	2	8
28	того чтобы	1	8
29	потому что	14	8
30	связи с	1	8
31	в его	3	8
32	из них	2	8
33	в связи	1	8
34	жизни и	3	8
35	всех этих	3	7
36	так и	9	7
37	в них	3	7
38	вещей и	2	7
39	может быть	17	7
40	то что	13	7
41	как мы	4	6
42	еще не	2	6
43	все же	5	6
44	и наконец	1	6
45	при этом	1	6
46	и с	5	6
47	его в	1	6
48	в основе	3	6
49	и явлений	2	6
50	никогда не	9	6
51	так как	11	6
52	в особенности	5	6
53	здесь в	2	6
54	все это	11	6
55	и все	3	6
56	но не	4	5
57	с этим	2	5
58	в своем	5	5
59	все эти	2	5
60	связанные с	2	5
61	он не	3	5
62	в нем	16	5
63	должно быть	3	5
64	в то	6	5
65	в дальнейшем	5	5
66	и у	2	5
67	и др	1	5
68	в частности	2	5
69	по существу	1	5
70	что в	13	5
71	отношения к	3	4
72	также и	7	4
73	в мире	2	4
74	и он	5	4
75	что они	3	4
76	как в	2	4
77	уже в	1	4
78	из этих	2	4
79	в себе	11	4
80	том что	9	4
81	в котором	4	4
82	место в	1	4
83	же время	4	4
84	смерти и	1	4
85	в образе	1	4
86	в эпоху	2	4
87	с ним	6	4
88	и смерть	1	4
89	о том	4	4
90	его жизни	1	4
91	все его	1	4
92	так что	15	4
93	конечно не	3	4
94	мир в	1	4
95	с другом	1	4
96	и их	2	4
97	а не	14	4
98	отнюдь не	9	4
99	друг с	1	4
100	с этой	2	4
101	еще более	3	4
102	жизни в	1	4
103	есть и	5	4
104	пространстве и	2	4
105	почти все	2	3
106	в виду	5	3
107	мы еще	1	3
108	другой пример	1	3
109	мы будем	1	3
110	точка зрения	2	3
111	отношение к	5	3
112	нет и	1	3
113	хотя и	4	3
114	и как	7	3
115	на нас	1	3
116	весь мир	1	3
117	уже не	2	3
118	та же	3	3
119	т д	19	3
120	и по	1	3
121	таким образом	1	3
122	здесь мы	1	3
123	на первый	1	3
124	в их	3	3
125	в которых	2	3
126	не могли	1	3
127	как можно	2	3
128	она ни	2	3
129	кроме того	1	3
130	формы для	1	3
131	же самое	1	3
132	к тому	4	3
133	имеет место	1	3
134	зрения не	1	3
135	и совершенно	2	3
136	жизнь и	3	3
137	в другом	2	3
138	а также	1	3
139	как у	2	3
140	что и	3	3
141	того что	2	3
142	что он	11	3
143	дана в	3	3
144	все они	1	3
145	в качестве	2	3
146	и они	1	3
147	для него	2	3
148	и даже	13	3
149	не было	6	3
150	о чем	2	3
151	вещами и	1	3
152	это значит	11	3
153	в реальном	1	3
154	вверх и	1	3
155	не является	3	3
156	тем более	2	3
157	в этих	5	3
158	а в	5	3
159	и идеи	1	3
160	всего в	1	3
161	и другие	1	3
162	к этому	2	3
163	и есть	16	2
164	тем же	1	2
165	и так	2	2
166	из самых	1	2
167	явления и	1	2
168	и до	1	2
169	почти всегда	4	2
170	мы имеем	2	2
171	говорить о	5	2
172	они были	2	2
173	столько же	1	2
174	не был	2	2
175	бы она	1	2
176	совсем не	1	2
177	явлений и	1	2
178	если в	3	2
179	к ним	2	2
180	друг от	1	2
181	то в	7	2
182	пространства и	2	2
183	и к	1	2
