N	2gram	Tiupa_Hudo_2	Formalny
1	т е	2	34
2	и в	28	24
3	в его	11	23
4	прежде всего	3	22
5	и не	18	20
6	так и	8	18
7	точки зрения	2	16
8	не может	4	16
9	в этом	13	15
10	в нем	3	14
11	может быть	8	14
12	с точки	2	13
13	и т	4	12
14	в своем	5	11
15	как и	11	11
16	в своей	6	11
17	не менее	5	11
18	в ней	3	10
19	то же	6	10
20	вовсе не	2	10
21	настоящее время	1	10
22	и ее	3	10
23	и его	5	10
24	а не	14	10
25	в настоящее	1	10
26	в то	6	9
27	и потому	1	9
28	все это	3	9
29	и на	3	8
30	как в	5	8
31	т д	2	8
32	и с	6	8
33	лишь в	2	8
34	не в	13	8
35	же время	4	8
36	в ее	18	8
37	произведения и	1	8
38	именно в	2	8
39	то что	6	8
40	с ее	5	7
41	не только	11	7
42	место в	2	7
43	не должна	1	7
44	жизни и	6	7
45	до конца	1	7
46	и от	2	7
47	но и	9	7
48	отношения к	1	6
49	еще не	3	6
50	самом деле	3	6
51	отнюдь не	2	6
52	все эти	1	6
53	в этой	5	6
54	как бы	5	6
55	она не	5	6
56	в пределах	1	6
57	и здесь	1	6
58	до сих	2	6
59	в том	15	6
60	было бы	3	6
61	как это	7	6
62	художественное произведение	1	6
63	сих пор	2	6
64	и все	7	6
65	а в	6	6
66	хотя бы	2	5
67	во всех	1	5
68	но в	2	5
69	в самом	5	5
70	при этом	11	5
71	по себе	1	5
72	не могло	1	5
73	как мы	2	5
74	что бы	1	5
75	того что	1	5
76	только на	5	5
77	со стороны	3	5
78	с другой	3	5
79	в искусстве	1	5
80	с его	5	4
81	по отношению	7	4
82	независимо от	1	4
83	и к	2	4
84	в которой	1	4
85	не как	2	4
86	в мире	7	4
87	с другими	3	4
88	искусства в	1	4
89	как о	3	4
90	как на	2	4
91	к социальной	1	4
92	оно не	2	4
93	никогда не	5	4
94	если бы	6	4
95	с одной	3	4
96	т п	2	4
97	одной стороны	3	4
98	в частности	7	4
99	отношению к	7	4
100	с этой	1	4
101	быть и	1	4
102	что в	5	4
103	к этой	1	4
104	так же	3	4
105	это и	1	3
106	мы не	1	3
107	бы то	1	3
108	но не	4	3
109	со всеми	1	3
110	в общем	1	3
111	отношение к	2	3
112	и читатель	3	3
113	как к	1	3
114	все же	2	3
115	когда он	1	3
116	в себе	9	3
117	человек не	1	3
118	так сказать	1	3
119	он не	4	3
120	роли в	2	3
121	в каждом	1	3
122	то ни	1	3
123	его в	2	3
124	в жизни	8	3
125	в них	3	3
126	со всей	2	3
127	тем самым	2	3
128	но для	1	3
129	не о	1	3
130	в основе	2	3
131	на язык	1	3
132	сводится к	6	3
133	не по	2	3
134	отличается от	1	3
135	всего в	1	3
136	к тому	7	3
137	здесь не	2	3
138	особенно в	1	3
139	жизнь и	1	3
140	его художественной	1	3
141	бы в	1	3
142	наконец в	1	3
143	как она	1	3
144	один из	2	3
145	и других	1	3
146	для него	5	3
147	не для	1	3
148	и даже	1	3
149	в области	1	3
150	и чем	1	3
151	бытия в	1	3
152	не было	6	3
153	на фоне	3	3
154	ни на	1	3
155	или иного	2	3
156	в художественном	4	3
157	но это	1	3
158	более того	1	3
159	же в	1	3
160	между ними	2	3
161	что он	8	3
162	же как	2	2
163	чтобы не	3	2
164	и это	3	2
165	тех же	1	2
166	а как	2	2
167	на кого	2	2
168	во внешнем	1	2
169	для других	3	2
170	друг от	1	2
171	нет и	1	2
172	за пределы	1	2
173	во что	1	2
174	чем же	1	2
175	более и	1	2
176	в действительности	1	2
177	от этого	1	2
178	он в	1	2
179	в нашем	2	2
180	остановиться на	1	2
181	не могла	5	2
182	а несколько	1	2
183	к миру	1	2
184	том чтобы	1	2
185	из виду	1	2
186	и более	1	2
187	но ведь	1	2
188	но все	1	2
189	могла бы	2	2
190	того или	2	2
191	это не	6	2
192	всю свою	1	2
193	в самую	1	2
194	обретает свое	1	2
195	жизни но	1	2
196	таким же	1	2
197	страх и	1	2
198	этой плоскости	1	2
199	что было	3	2
200	раз и	1	2
201	виду что	1	2
202	мысли в	1	2
203	на него	3	2
204	здесь лишь	1	2
205	только не	2	2
206	ничего не	5	2
207	жизни не	2	2
208	одна из	2	2
209	в самой	1	2
210	учения о	1	2
211	к ней	2	2
212	на языке	1	2
213	а лишь	1	2
214	от того	1	2
215	настоящего времени	1	2
216	и заключается	1	2
217	еще одна	2	2
218	его с	1	2
219	от нее	1	2
220	на наших	1	2
221	от друга	1	2
222	происходит и	1	2
223	ни стало	1	2
224	приводит к	2	2
225	на нее	1	2
226	произведение искусства	1	2
227	не с	2	2
228	каждого из	1	2
229	глубоко и	1	2
230	еще в	1	2
231	с ним	7	2
232	и что	1	2
233	как ее	1	2
234	в различных	1	2
235	все в	1	2
236	и лишь	1	2
237	между тем	8	2
238	и всякая	1	2
239	что и	4	2
240	соединении с	1	2
241	в другой	1	2
242	только в	4	2
243	и исключительно	1	2
244	уже не	10	2
245	ни одного	2	2
246	в душе	8	2
247	его и	2	2
248	не связанных	1	2
249	могло бы	1	2
250	точка зрения	1	2
251	в одном	3	2
252	как раз	4	2
253	полагаем что	1	2
254	лишь для	1	2
255	или иначе	1	2
256	все время	3	2
257	была бы	3	2
258	историческая поэтика	1	2
259	художественного целого	5	2
260	все более	1	2
261	бы оно	1	2
262	вступает в	1	2
263	вместе с	2	2
264	в строгом	2	2
265	из этой	1	2
266	по существу	1	2
267	в ряду	2	2
268	к которому	1	2
269	прежде чем	2	2
270	в своих	1	2
271	отношении к	1	2
272	тот или	1	2
273	жизни в	7	2
274	одной из	3	2
275	только как	1	2
276	они были	2	2
277	природы или	1	2
278	а между	4	1
279	также и	1	1
280	например в	1	1
281	и через	1	1
282	было как	1	1
283	чего не	2	1
284	в первом	2	1
285	но чего	1	1
286	установка на	1	1
287	по преимуществу	3	1
288	высшей степени	1	1
289	едва ли	3	1
290	они имели	1	1
291	мы уже	3	1
292	той же	2	1
293	бы уже	1	1
294	на материале	1	1
295	не во	2	1
296	смысле можно	1	1
297	содержания в	1	1
298	во внутреннем	1	1
299	вопросы не	1	1
300	серьезной и	1	1
301	мы попытались	1	1
302	а для	2	1
303	тело а	1	1
304	ему в	2	1
305	кто же	1	1
306	из ее	1	1
307	в каждой	1	1
308	это время	1	1
309	не чуждо	1	1
310	в сюжете	1	1
311	тем как	2	1
312	ее существование	1	1
313	в данном	2	1
314	самой природы	1	1
315	к которой	1	1
316	мешает ему	1	1
317	его сознания	1	1
318	эта особенность	1	1
319	тогда как	7	1
320	иногда и	1	1
321	произведение не	1	1
322	или иное	1	1
323	без другого	2	1
324	за этим	1	1
325	на минуту	1	1
326	ней в	1	1
327	как нам	1	1
328	перед нами	11	1
329	хотя и	1	1
330	в точке	1	1
331	о самом	1	1
332	то в	4	1
333	в условиях	1	1
334	та же	2	1
335	бы и	4	1
336	ни один	1	1
337	так или	1	1
338	из этих	2	1
