N	2gram	Berdyaev_N_1	Myshleni
1	в том	8	24
2	и в	16	23
3	том что	2	21
4	в этом	7	17
5	того чтобы	2	17
6	то что	4	17
7	не только	5	16
8	так же	2	16
9	для того	1	15
10	как и	7	14
11	может быть	7	14
12	но и	3	14
13	в его	1	14
14	что в	9	14
15	не может	16	12
16	сказать что	3	11
17	с другой	3	10
18	прежде всего	4	10
19	и с	2	9
20	одной стороны	2	9
21	другой стороны	2	9
22	вместе с	2	9
23	и не	11	9
24	нас к	1	8
25	в основе	3	8
26	и на	2	8
27	с одной	2	8
28	мы не	2	7
29	вопрос о	3	7
30	в самом	1	7
31	в этой	1	7
32	с тем	3	7
33	в то	2	7
34	так как	1	7
35	что он	1	7
36	же как	2	6
37	в сущности	1	6
38	все это	5	6
39	с этим	2	6
40	в себе	2	6
41	в силу	1	6
42	лишь в	6	6
43	мысли и	2	6
44	и его	1	6
45	о том	4	6
46	все время	2	6
47	только в	1	6
48	вопрос об	1	6
49	тем что	1	6
50	от того	1	6
51	потому что	4	6
52	но в	2	5
53	то время	1	5
54	он не	8	5
55	и более	1	5
56	для этого	2	5
57	по себе	1	5
58	мысли в	2	5
59	по своей	1	5
60	и что	2	5
61	можно сказать	1	5
62	так и	2	5
63	что мы	1	5
64	и все	4	5
65	мы должны	1	5
66	в котором	1	4
67	высшей степени	6	4
68	время как	2	4
69	в чем	1	4
70	с его	6	4
71	но не	2	4
72	как в	3	4
73	говорит что	1	4
74	и к	5	4
75	все эти	2	4
76	к единству	1	4
77	что она	2	4
78	их в	1	4
79	что все	2	4
80	было бы	1	4
81	ни в	6	4
82	в высшей	6	4
83	в своей	3	4
84	не столько	1	4
85	не в	6	4
86	о природе	1	4
87	к тому	3	4
88	должен быть	5	4
89	для себя	1	4
90	приводит к	1	4
91	для всех	1	4
92	ее на	1	4
93	до сих	1	4
94	одну из	1	4
95	по существу	2	4
96	сих пор	1	4
97	она должна	1	4
98	хотя бы	2	4
99	в свою	1	4
100	как на	1	4
101	смысле слова	3	3
102	человека и	3	3
103	в такой	1	3
104	я не	2	3
105	же мере	1	3
106	в новом	2	3
107	в своем	1	3
108	в которой	1	3
109	он в	1	3
110	из этих	1	3
111	том чтобы	2	3
112	мысли как	1	3
113	и мы	4	3
114	такой же	2	3
115	она не	3	3
116	во всем	1	3
117	в области	1	3
118	в каком	1	3
119	могут быть	2	3
120	и это	2	3
121	не могу	1	3
122	можно было	2	3
123	который в	2	3
124	уже в	1	3
125	обратиться к	1	3
126	всяком случае	1	3
127	в природе	2	3
128	во всех	3	3
129	превращается в	1	3
130	а не	17	3
131	все более	1	3
132	только для	1	3
133	и от	2	3
134	от всех	1	3
135	значение в	1	3
136	во всяком	1	3
137	связана с	2	2
138	к вопросу	1	2
139	он может	1	2
140	и до	1	2
141	в зависимости	1	2
142	оно есть	1	2
143	зависимости от	1	2
144	что его	1	2
145	в ее	3	2
146	себе и	1	2
147	за пределы	3	2
148	хотя и	2	2
149	от этого	1	2
150	бы сказать	1	2
151	движение от	2	2
152	все другие	1	2
153	не к	2	2
154	но все	1	2
155	значительной степени	1	2
156	из всех	1	2
157	с другими	1	2
158	ближе к	1	2
159	в них	4	2
160	должно быть	4	2
161	в этих	1	2
162	но до	1	2
163	переходе от	2	2
164	не могли	2	2
165	что этот	1	2
166	есть прежде	1	2
167	не имеет	4	2
168	говорить о	1	2
169	нам предстоит	1	2
170	никогда не	6	2
171	потребностей и	2	2
172	своей природе	1	2
173	и мысли	1	2
174	оставить в	1	2
175	про себя	1	2
176	бы он	1	2
177	в наши	3	2
178	в конце	1	2
179	с собой	1	2
180	на нее	1	2
181	не с	1	2
182	на их	1	2
183	вот почему	2	2
184	в значительной	1	2
185	известном смысле	1	2
186	нуждается в	1	2
187	также еще	1	2
188	уже не	2	2
189	вопроса о	1	2
190	эти черты	1	2
191	в известном	1	2
192	всю мысль	1	2
193	не хотим	2	2
194	и даже	2	2
195	на ее	1	2
196	в основу	1	2
197	связано с	1	2
198	и пр	3	2
199	перейти от	3	2
200	и потому	4	2
201	как это	2	2
202	в состоянии	1	2
203	в смысле	2	2
204	мысли но	1	2
205	которая в	1	2
206	а в	2	2
207	природе и	2	2
208	привел к	1	2
209	жизни и	8	2
210	можно назвать	2	2
211	знать он	1	1
212	переход от	1	1
213	или к	1	1
214	в нашу	2	1
215	не имеют	2	1
216	мы уже	1	1
217	большую роль	4	1
218	к новой	1	1
219	системы которая	1	1
220	и другая	1	1
221	жизни как	2	1
222	то это	1	1
223	себе нового	1	1
224	в виду	1	1
225	не способен	1	1
226	с большим	1	1
227	в ней	5	1
228	под знак	1	1
229	в отличие	1	1
230	еще не	3	1
231	освобождения от	1	1
232	на них	1	1
233	быть в	2	1
234	путь которым	1	1
235	то он	1	1
236	отличие от	1	1
237	значение для	1	1
238	в истории	3	1
239	и целостности	1	1
240	что нет	1	1
241	который составляет	1	1
242	иные они	1	1
243	тоже не	1	1
244	с их	2	1
245	мы отлично	1	1
246	истину или	1	1
247	не могла	2	1
248	вообще не	1	1
249	в нем	5	1
250	она становится	1	1
251	перестает быть	4	1
252	и еще	1	1
253	к одному	1	1
254	оно должно	1	1
255	всех своих	1	1
256	показал что	1	1
257	заключает в	1	1
258	не интересуется	1	1
259	и заключается	2	1
260	форм к	1	1
261	этом смысле	2	1
262	свою противоположность	1	1
263	в жизни	5	1
264	к образованию	2	1
265	жизни от	1	1
266	ее судьбы	1	1
267	мир в	1	1
268	имеет никакой	1	1
269	в эту	1	1
270	во время	1	1
271	но если	1	1
