N	3gram	Losev_Dial_1	KulturaY
1	и т п	2	18
2	для того чтобы	1	15
3	в том что	7	15
4	и т д	19	14
5	с точки зрения	12	9
6	в том чтобы	1	8
7	в самом деле	1	7
8	только потому что	3	6
9	с другой стороны	4	6
10	о том что	2	5
11	в этом отношении	2	5
12	по крайней мере	4	5
13	во всяком случае	2	5
14	что же касается	1	4
15	до сих пор	2	4
16	не в том	1	4
17	хотя бы в	1	4
18	тем не менее	1	4
19	более или менее	3	3
20	в этом смысле	3	3
21	только в том	1	3
22	можно было бы	4	3
23	не потому что	1	3
24	в связи с	1	3
25	не может быть	3	3
26	как раз на	1	2
27	на самом деле	2	2
28	на то что	4	2
29	так или иначе	1	2
30	т е о	2	2
31	т д и	2	2
32	в первую очередь	1	2
33	и вовсе не	1	2
34	в каждом из	2	2
35	может быть заменено	1	2
36	по большей части	1	2
37	а в том	1	2
38	то же время	4	2
39	д и т	2	2
40	но все же	1	2
41	в то же	4	2
42	к тому что	2	2
43	в данном языке	1	1
44	но уже и	2	1
45	я мог бы	2	1
46	и может быть	1	1
47	крайней мере в	1	1
48	что иное как	1	1
49	потому что он	3	1
50	как например в	1	1
51	имеет своим предметом	1	1
52	не всегда так	1	1
53	этом смысле есть	1	1
54	в данный момент	1	1
55	в какой мере	1	1
56	заключается не в	1	1
57	то это значит	2	1
58	иметь в виду	3	1
59	это было бы	1	1
60	что в данном	1	1
61	и в особенности	1	1
62	это уже не	1	1
63	того или другого	1	1
64	имеется в виду	1	1
65	что нужно для	1	1
66	с одной стороны	2	1
67	как раз и	1	1
68	и учение о	1	1
69	и в то	2	1
70	сами по себе	1	1
71	можно говорить о	1	1
72	но для этого	1	1
73	мы увидим как	1	1
74	ни в какой	1	1
75	не имеет что	1	1
76	и даже в	1	1
77	отчет в том	1	1
78	что все это	1	1
79	и ничего не	1	1
80	д все это	1	1
81	и не в	1	1
82	но что такое	2	1
83	отнюдь не является	1	1
84	так что в	1	1
85	одно и то	4	1
86	которые могли бы	1	1
87	не самый факт	1	1
88	бы и не	1	1
89	ничего общего с	3	1
90	т д все	1	1
91	все равно не	1	1
92	тут мы находим	1	1
93	тех или иных	1	1
94	несет на себе	2	1
95	и то же	4	1
96	что в этих	1	1
97	во всех этих	1	1
98	дело не в	1	1
99	что такое этот	1	1
100	это не мешает	1	1
101	это не значит	1	1
102	это-то как раз	1	1
103	если они не	1	1
104	та или иная	3	1
105	я имею в	1	1
106	те или иные	1	1
107	когда мы говорим	1	1
108	само по себе	5	1
109	что она уже	1	1
110	содержат в себе	2	1
111	что он есть	1	1
112	ни в каком	8	1
113	не есть нечто	1	1
114	вместе с ним	1	1
115	имею в виду	1	1
116	вовсе не есть	1	1
117	чтобы можно было	1	1
118	в развитии научного	1	1
119	далеко не всегда	1	1
120	что это есть	1	1
121	той или иной	3	1
122	организм т е	1	1
123	идти речь о	1	1
124	друг от друга	1	1
125	в этих случаях	1	1
126	не что иное	1	1
127	было бы установить	1	1
128	т е не	1	1
129	в них не	1	1
130	может быть очень	1	1
131	точно так же	2	1
132	именно так и	1	1
133	это как не	1	1
134	это значит только	1	1
135	ее интересует не	1	1
