N	2gram	Tiupa_Disk_2	StatiiOP
1	и в	16	25
2	в этом	16	24
3	у пушкина	2	22
4	в том	8	20
5	что он	2	19
6	может быть	16	19
7	тем что	1	19
8	что в	5	19
9	том что	10	15
10	в этой	4	14
11	не только	10	12
12	в его	3	12
13	то что	5	12
14	в этих	3	11
15	так что	1	11
16	таким образом	1	10
17	прежде всего	7	10
18	и не	15	10
19	но и	11	9
20	все это	2	8
21	о том	4	8
22	в языке	2	8
23	в своих	6	8
24	это не	3	7
25	в то	5	7
26	не может	9	7
27	что касается	1	7
28	точки зрения	4	7
29	место в	2	6
30	и на	5	6
31	как в	8	6
32	из этих	3	6
33	пушкина и	1	6
34	не в	3	6
35	в русской	3	6
36	между тем	2	6
37	пушкиным в	1	6
38	только в	3	6
39	в области	2	6
40	как бы	4	6
41	а в	2	6
42	как на	3	6
43	отношения между	2	5
44	в году	1	5
45	то же	6	5
46	ответ на	1	5
47	но в	11	5
48	он не	3	5
49	об этом	1	5
50	на почве	2	5
51	ни в	7	5
52	мы имеем	2	5
53	в котором	3	5
54	потому что	4	5
55	и это	2	5
56	так и	9	5
57	в них	3	5
58	с другой	5	5
59	а не	14	5
60	такого рода	9	5
61	того что	1	5
62	другой стороны	2	5
63	например в	3	4
64	в которой	1	4
65	из которых	1	4
66	в чем	1	4
67	точка зрения	1	4
68	все же	6	4
69	не было	3	4
70	то в	1	4
71	в целом	2	4
72	состоит в	16	4
73	лишь в	1	4
74	в жизни	1	4
75	как и	16	4
76	по крайней	1	4
77	с точки	2	4
78	ничего не	1	4
79	к ней	1	4
80	этом отношении	4	4
81	отличается от	1	4
82	в ней	2	4
83	и с	2	4
84	можно сказать	3	4
85	а также	8	4
86	всего в	1	4
87	в качестве	16	4
88	и др	1	4
89	всяком случае	1	4
90	отношение к	2	4
91	крайней мере	1	4
92	в особенности	1	4
93	действующих лиц	1	4
94	должна была	1	4
95	xix века	1	4
96	и для	2	4
97	но это	3	4
98	сказать что	1	4
99	в своей	6	4
100	из этого	1	4
101	это в	2	4
102	можно назвать	4	4
103	во всяком	1	4
104	я и	4	3
105	говорить о	2	3
106	он был	1	3
107	или из	2	3
108	с его	6	3
109	своего рода	10	3
110	в в	1	3
111	в творчестве	3	3
112	и наконец	3	3
113	гораздо раньше	1	3
114	все эти	3	3
115	на этом	1	3
116	что этот	1	3
117	в другом	3	3
118	несмотря на	1	3
119	и более	1	3
120	на язык	1	3
121	же время	5	3
122	и здесь	1	3
123	сцены из	1	3
124	со стороны	10	3
125	и что	1	3
126	и его	3	3
127	уже не	3	3
128	для него	5	3
129	в некоторых	1	3
130	не является	4	3
131	одной стороны	4	3
132	до конца	1	3
133	в рассказе	4	3
134	его как	1	3
135	мой друг	1	3
136	с этой	1	3
137	в стихотворении	1	3
138	обращается к	1	3
139	к этому	4	3
140	в какой	1	3
141	ср с	1	3
142	речь идет	1	2
143	самом деле	1	2
144	той же	2	2
145	в сущности	1	2
146	того же	2	2
147	разумеется не	4	2
148	не был	1	2
149	во всех	1	2
150	тем как	1	2
151	если в	1	2
152	с которыми	1	2
153	не просто	1	2
154	им в	1	2
155	в самом	1	2
156	так сказать	1	2
157	о которой	1	2
158	не как	1	2
159	но все	1	2
160	и может	3	2
161	то есть	12	2
162	русской поэзии	1	2
163	ее в	1	2
164	а с	5	2
165	жизни но	3	2
166	мы не	1	2
167	такой же	2	2
168	которую он	1	2
169	нас не	1	2
170	в такой	1	2
171	не столько	3	2
172	в которых	1	2
173	тем не	1	2
174	о русском	1	2
175	для этого	1	2
176	не была	1	2
177	на историческую	1	2
178	не менее	7	2
179	но они	1	2
180	самого начала	1	2
181	как о	1	2
182	дело не	1	2
183	одна из	1	2
184	к этим	1	2
185	было у	1	2
186	никогда не	2	2
187	и всегда	1	2
188	что русский	1	2
189	начиная с	1	2
190	она во	1	2
191	под пером	1	2
192	могут быть	3	2
193	к тому	1	2
194	но также	1	2
195	утверждать что	1	2
196	должен быть	1	2
197	с ее	2	2
198	с самого	1	2
199	времени и	2	2
200	до нас	1	2
201	произведения как	2	2
202	внимание на	1	2
203	одного из	4	2
204	с одной	4	2
205	и во	1	2
206	он его	1	2
207	от них	1	2
208	в форме	1	2
209	и только	1	2
210	еще не	6	2
211	отказ от	1	2
212	и ее	3	2
213	есть в	2	2
214	в поэзии	1	2
215	во втором	1	2
216	одно из	4	2
217	в новом	1	2
218	вовсе не	1	2
219	при всей	7	2
220	или иной	3	2
221	слово в	1	2
222	себя и	1	2
223	но есть	1	2
224	не на	2	2
225	этот человек	2	2
226	что из	1	2
227	вместе с	2	2
228	в одной	1	2
229	в рамках	7	2
230	но не	7	2
231	в европейской	1	2
232	в это	1	2
233	один из	1	2
234	в результате	2	2
235	этого термина	1	2
236	его не	1	2
237	стихотворений в	1	2
238	и ни	1	2
239	же к	1	2
240	именно поэтому	1	2
241	к историческому	1	2
242	была написана	1	2
243	одной из	1	2
244	в общих	1	2
245	которых является	1	2
246	близок к	1	2
247	за пределы	1	1
248	одним из	1	1
249	также и	3	1
250	в элегии	1	1
251	и то	4	1
252	переход от	1	1
253	идет о	2	1
254	перед лицом	2	1
255	и так	1	1
256	в первом	1	1
257	по преимуществу	2	1
258	и до	1	1
259	должна быть	2	1
260	однако каждый	1	1
261	для этих	1	1
262	есть не	1	1
263	на материале	1	1
264	для своего	1	1
265	собой как	1	1
266	вещами и	1	1
267	вопрос о	1	1
268	этом не	1	1
269	совпадает с	2	1
270	дай мне	1	1
271	бог сойти	1	1
272	но уже	2	1
273	ему в	1	1
274	в некотором	1	1
275	мн др	2	1
276	пребывания в	1	1
277	проявляется в	3	1
278	во мне	1	1
279	установку на	2	1
280	и мн	2	1
281	истории в	1	1
282	не требует	2	1
283	б с	1	1
284	значении этого	2	1
285	к жизни	3	1
286	дошли но	1	1
287	в сторону	1	1
288	тех же	1	1
289	в такого	2	1
290	xix столетия	1	1
291	повести о	1	1
292	у баратынского	1	1
293	в истории	1	1
294	вследствие чего	1	1
295	опирается на	1	1
296	что как	2	1
297	в своем	5	1
298	образцом для	1	1
299	в одних	1	1
300	однако не	1	1
301	применении к	1	1
302	когда он	1	1
303	и как	3	1
304	оказывается в	1	1
305	поэтому и	1	1
306	еще на	1	1
307	представляет собой	11	1
308	бы не	1	1
309	большей части	2	1
310	и стилистически	1	1
311	а потом	2	1
312	европейской поэзии	1	1
313	говорят о	1	1
314	частности на	1	1
315	но на	1	1
316	человек не	1	1
317	по словам	2	1
318	к традициям	1	1
319	в нем	7	1
320	он должен	1	1
321	же это	1	1
322	не к	2	1
323	свое время	2	1
324	одной и	1	1
325	этого жанра	2	1
326	что ни	2	1
327	подход к	3	1
328	совпадают с	1	1
329	же касается	2	1
330	самого автора	1	1
331	нового жанра	1	1
332	поэзии и	1	1
333	решал в	1	1
334	касается второго	1	1
335	еще одно	1	1
336	словами самого	1	1
337	соответствии с	3	1
338	этого не	1	1
339	поэтическое сознание	1	1
340	лирике в	1	1
341	и того	3	1
342	данного стихотворения	1	1
343	с ума	1	1
344	в лирической	1	1
345	какое место	1	1
346	как некую	1	1
347	где мы	1	1
348	не дошли	1	1
349	если можно	1	1
350	на фоне	1	1
351	могло бы	1	1
352	одном из	3	1
353	и той	1	1
354	поэтому в	1	1
355	выражение под	1	1
356	том же	1	1
357	даже в	1	1
358	на три	1	1
359	на рубеже	3	1
360	вплоть до	1	1
361	к оде	1	1
362	не о	2	1
363	может служить	1	1
364	дело в	2	1
365	того как	1	1
366	на него	1	1
367	предстает в	1	1
368	которого он	1	1
369	и именно	1	1
370	чтобы стать	1	1
371	ровная и	1	1
372	что свойственно	1	1
373	его от	1	1
374	благодаря тому	1	1
375	в разных	1	1
376	обратим внимание	1	1
377	с нами	1	1
378	как она	1	1
379	по своей	6	1
380	такая же	1	1
381	друг друга	1	1
382	присутствие в	1	1
383	на мой	2	1
384	свидетельствуют о	1	1
385	со своим	2	1
386	в смене	1	1
387	за границы	1	1
388	за которыми	2	1
389	перед ним	1	1
390	и со	1	1
391	от их	1	1
392	уже о	1	1
393	все то	1	1
394	пристального внимания	2	1
395	и другой	1	1
396	хвала и	5	1
397	не случайно	1	1
398	его с	1	1
399	что является	1	1
400	той или	3	1
401	также от	1	1
402	мой взгляд	2	1
403	в наше	2	1
404	т.е в	1	1
405	для себя	2	1
406	году в	1	1
407	детали к	1	1
408	приходит к	1	1
409	и образ	1	1
410	говоря уже	1	1
411	здесь не	2	1
412	в ее	1	1
413	формы и	1	1
414	в собственном	1	1
415	более поздним	1	1
416	упоминаемые в	1	1
417	второго лица	1	1
418	во главе	1	1
419	в пределах	4	1
420	так в	1	1
421	приводит к	3	1
422	как с	1	1
423	и сам	1	1
424	этот период	1	1
425	в образе	1	1
426	по аналогии	1	1
427	в нескольких	1	1
428	здесь как	1	1
429	чем у	1	1
430	она была	1	1
431	не стоит	1	1
432	мы в	1	1
433	в эпоху	1	1
434	с ним	1	1
435	в а	1	1
436	не дай	1	1
437	но здесь	2	1
438	все дело	1	1
439	которого можно	1	1
440	в применении	1	1
441	и должно	1	1
442	известной степени	1	1
443	и т.д	1	1
444	лирической поэзии	4	1
445	может не	1	1
446	времени в	4	1
447	в значительной	1	1
448	как у	1	1
449	должно было	1	1
450	русской литературе	2	1
451	ним и	1	1
452	что и	2	1
453	иной мере	1	1
454	сил и	1	1
455	именно в	2	1
456	которая и	1	1
457	сойти с	1	1
458	века и	1	1
459	лирики и	1	1
460	он создал	1	1
461	о рассказе	1	1
462	которое было	1	1
463	его в	3	1
464	менее в	1	1
465	именно о	1	1
466	пушкина может	1	1
467	и две	1	1
468	как нечто	1	1
469	ср у	1	1
470	наше время	2	1
471	одних и	1	1
472	менее очевидным	1	1
473	для всех	1	1
474	раз в	1	1
475	и они	1	1
476	является не	2	1
477	не дает	1	1
478	на пути	1	1
479	из них	3	1
480	и их	1	1
481	содержания и	1	1
