N	4gram	Bakhtin_Pr_4	TeoriaLi
1	в то же время	5	6
2	одно и то же	1	2
3	и не могло быть	1	2
4	мы имеем в виду	3	1
5	дело не в самом	1	1
6	они сопоставлены или противопоставлены	1	1
7	сама по себе еще	1	1
8	в самом наличии определенных	1	1
9	но в то же	2	1
10	диалогическим углом они сопоставлены	1	1
11	или противопоставлены в произведении	1	1
12	по себе еще не	2	1
13	дело в том что	1	1
14	сопоставлены или противопоставлены в	1	1
15	том под каким диалогическим	1	1
16	в той или иной	1	1
17	наличии определенных языковых стилей	1	1
18	в том числе и	3	1
19	было и не могло	1	1
20	языковых стилей социальных диалектов	1	1
21	но в отличие от	1	1
22	и в то же	1	1
23	но дело в том	1	1
24	в том под каким	1	1
25	каким диалогическим углом они	1	1
26	не в самом наличии	1	1
27	не было и не	1	1
28	определенных языковых стилей социальных	1	1
29	углом они сопоставлены или	1	1
30	под каким диалогическим углом	1	1
31	самом наличии определенных языковых	1	1
