N	2gram	Medvedev_F_2	FransuaR
1	и в	38	56
2	в его	10	18
3	таким образом	20	17
4	все эти	6	15
5	в этом	27	14
6	в том	11	13
7	так и	8	13
8	он был	2	12
9	в то	5	12
10	и его	21	12
11	то же	6	11
12	в них	1	11
13	в этих	2	11
14	до конца	2	11
15	как бы	4	11
16	и до	3	10
17	же время	5	10
18	в эпоху	2	10
19	в самом	16	9
20	и не	20	9
21	только в	6	9
22	но и	13	9
23	в сущности	4	8
24	во всех	5	8
25	не только	9	8
26	в нем	13	8
27	и с	9	8
28	и их	3	8
29	и даже	4	8
30	до сих	1	8
31	и др	3	8
32	сих пор	1	8
33	все это	3	8
34	том что	2	8
35	и на	3	7
36	в большинстве	4	7
37	как мы	7	7
38	той же	1	6
39	в ее	2	6
40	в этой	6	6
41	но в	4	6
42	точки зрения	8	6
43	языка и	12	6
44	вовсе не	11	6
45	связи с	13	6
46	большинстве случаев	3	6
47	прежде всего	15	6
48	в той	2	6
49	все они	1	6
50	и все	3	6
51	потому что	2	6
52	одним из	1	5
53	с его	11	5
54	но не	2	5
55	в пределах	12	5
56	он не	6	5
57	так сказать	3	5
58	роль в	3	5
59	мы видели	4	5
60	такой же	3	5
61	в процессе	9	5
62	никогда не	2	5
63	в области	3	5
64	один из	2	5
65	не было	6	5
66	как и	9	5
67	в условиях	1	5
68	в результате	6	5
69	что в	7	5
70	и другие	2	5
71	они не	4	5
72	например в	3	4
73	они были	2	4
74	в ней	6	4
75	за пределы	1	4
76	и к	4	4
77	в которой	2	4
78	что это	3	4
79	в себе	1	4
80	при этом	9	4
81	их в	2	4
82	литературного языка	3	4
83	и ее	6	4
84	и более	2	4
85	даже в	2	4
86	того чтобы	3	4
87	во всем	1	4
88	и несколько	1	4
89	форм и	1	4
90	времени и	2	4
91	и которые	1	4
92	к языку	1	4
93	и других	2	4
94	о том	1	4
95	же характер	1	4
96	язык в	2	4
97	с одной	1	4
98	в качестве	2	4
99	конечно не	1	4
100	так как	4	4
101	в особенности	4	4
102	в основе	5	4
103	в своих	1	4
104	в их	6	3
105	конечно и	1	3
106	меньшей степени	1	3
107	на них	1	3
108	время в	1	3
109	не просто	2	3
110	в своем	1	3
111	перед нами	2	3
112	кроме того	2	3
113	и наконец	4	3
114	его к	1	3
115	главным образом	3	3
116	всех этих	3	3
117	и самый	1	3
118	слова и	7	3
119	ведь в	1	3
120	не в	15	3
121	но он	1	3
122	в форме	1	3
123	настоящего времени	1	3
124	во все	1	3
125	рядом с	1	3
126	и о	2	3
127	характер и	1	3
128	в другом	1	3
129	и здесь	3	3
130	настоящее время	1	3
131	же книге	1	3
132	между тем	2	3
133	слов и	1	3
134	в литературе	1	3
135	большей или	1	3
136	как например	2	3
137	одной из	1	3
138	здесь с	2	3
139	так что	1	3
140	уже не	7	3
141	был бы	1	3
142	что и	8	3
143	может быть	23	3
144	здесь в	1	3
145	к которому	1	3
146	или меньшей	1	3
147	что для	2	3
148	в некоторых	4	3
149	более того	5	3
150	не на	1	3
151	сказать что	2	3
152	там где	4	3
153	с помощью	10	3
154	связь с	1	3
155	к его	2	3
156	до настоящего	1	3
157	на эту	1	3
158	в первой	1	3
159	в систему	2	3
160	со всею	2	3
161	в связи	10	3
162	в настоящее	1	3
163	бы в	5	3
164	в большей	1	3
165	то что	6	3
166	речи и	3	3
167	и то	2	2
168	самом деле	8	2
169	на самом	3	2
170	по преимуществу	5	2
171	был и	2	2
172	их и	1	2
173	мы не	3	2
174	систему языка	1	2
175	первый план	2	2
176	бы то	1	2
177	с другой	3	2
178	совсем не	2	2
179	значение и	3	2
180	что они	4	2
181	вот как	4	2
182	как к	3	2
183	все остальные	2	2
184	хотя и	3	2
185	целый ряд	1	2
186	и как	3	2
187	в действительности	1	2
188	и хотя	1	2
189	в нашем	1	2
190	языка а	5	2
191	отчасти и	1	2
192	с их	1	2
193	языка к	3	2
194	все те	1	2
195	и еще	1	2
196	в узком	1	2
197	в виде	1	2
198	не как	4	2
199	для понимания	6	2
200	и такие	1	2
201	к диалектам	1	2
202	его в	3	2
203	и была	1	2
204	ни в	2	2
205	с тем	11	2
206	в слове	5	2
207	он и	3	2
208	несмотря на	1	2
209	в развитии	2	2
210	и некоторые	1	2
211	или менее	1	2
212	для него	7	2
213	и при	1	2
214	в своей	7	2
215	в котором	2	2
216	с точки	7	2
217	друг другу	1	2
218	если бы	5	2
219	не могли	2	2
220	между людьми	1	2
221	на котором	2	2
222	дело в	1	2
223	о них	1	2
224	и вещи	1	2
225	что на	2	2
226	в каком	1	2
227	фактов и	1	2
228	ни о	5	2
229	языке и	1	2
230	похож на	1	2
231	той или	1	2
232	существенное значение	1	2
233	и образ	1	2
234	след в	1	2
235	данном случае	1	2
236	исторической жизни	1	2
237	и совершенно	2	2
238	и сам	1	2
239	с собой	1	2
240	во многом	1	2
241	когда в	1	2
242	могла быть	1	2
243	с ним	2	2
244	образом в	1	2
245	язык и	7	2
246	можно сказать	1	2
247	в значительной	3	2
248	и во	1	2
249	и были	1	2
250	к нему	3	2
251	вся эта	1	2
252	отметить что	2	2
253	во всей	2	2
254	некоторых отношениях	1	2
255	было бы	6	2
256	что он	5	2
257	это не	2	2
258	события и	1	2
259	судить о	1	2
260	уже в	2	2
261	только на	3	2
262	первые три	1	2
263	этому вопросу	1	2
264	из них	4	2
265	характерно что	2	2
266	точка зрения	1	2
267	к ним	1	2
268	как раз	6	2
269	в других	7	2
270	для того	3	2
271	момент в	1	2
272	односторонними и	1	2
273	и глубже	1	2
274	далеко не	1	2
275	говорит о	1	2
276	одной стороны	1	2
277	а на	1	2
278	был в	1	2
279	то ни	2	2
280	языка в	9	2
281	его как	2	2
282	точек зрения	1	2
283	у всех	1	2
284	он становится	3	2
285	и исторической	1	2
286	не может	14	2
287	вместе с	6	2
288	так же	1	2
289	в данном	1	2
290	а не	6	2
291	в речи	1	2
292	особенности на	1	2
293	но это	2	2
294	все же	8	2
295	многие из	1	2
296	и для	5	2
297	которых он	1	2
298	узком смысле	1	2
299	и практики	1	2
300	в эту	1	2
301	а в	6	2
302	между ними	2	2
303	другой стороны	4	2
304	от всех	2	2
305	является и	1	2
306	они вступают	1	2
307	более или	1	2
308	и эта	1	2
309	к этому	4	2
310	как известно	1	1
311	общения там	1	1
312	то на	1	1
313	говоря о	1	1
314	слова которые	1	1
315	смысл как	1	1
316	в этот	1	1
317	начинается с	1	1
318	того же	1	1
319	языку и	1	1
320	в жизненном	1	1
321	становится в	2	1
322	почти впервые	1	1
323	идет о	2	1
324	тем же	3	1
325	явления и	2	1
326	материальность и	1	1
327	мировоззрения и	1	1
328	и трудный	1	1
329	от всяких	1	1
330	книге о	1	1
331	всегда на	1	1
332	и литературы	1	1
333	а как	3	1
334	том насколько	1	1
335	при анализе	2	1
336	из живых	1	1
337	вопрос о	1	1
338	из своих	1	1
