1	в том что	6	11
2	о том что	6	7
3	по отношению к	4	7
4	к тому что	1	4
5	так и не	4	4
6	в то же	2	4
7	на наш взгляд	1	4
8	подобно тому как	3	4
9	то же время	2	4
10	тем не менее	3	3
11	ни о чем	1	3
12	мы уже отмечали	1	3
13	а между тем	1	3
14	не может быть	1	3
15	в соответствии с	2	3
16	с одной стороны	4	3
17	в самом деле	1	3
18	в конечном счете	2	3
19	как и в	3	3
20	не только в	2	2
21	хотя бы и	1	2
22	что она не	1	2
23	того или иного	3	2
24	тогда как в	2	2
25	в этой связи	1	2
26	с точки зрения	2	2
27	то же самое	1	2
28	и в этом	4	2
29	не только не	2	2
30	можно было бы	2	2
31	к тому же	4	2
32	составляет своего рода	1	2
33	же самое что	1	2
34	а всего лишь	1	2
35	в данном случае	5	2
36	состоит в том	4	2
37	между автором и	1	2
38	не только для	1	1
39	но и его	1	1
40	в этой плоскости	1	1
41	с темной родинкой	1	1
42	внутреннего я во	1	1
43	присутствия в мире	2	1
44	с действительной жизнью	1	1
45	в самом начале	3	1
46	нет я не	1	1
47	о свободе воли	2	1
48	таков что душевная	1	1
49	имеем дело с	1	1
50	казалось бы место	1	1
51	щеки на мягкую	1	1
52	тут не в	1	1
53	бы постепенно снята	1	1
54	тихая добродушная жалостливая	1	1
55	общей художественной концепции	1	1
56	со стороны других	1	1
57	и то что	2	1
58	о том же	1	1
59	темной родинкой и	1	1
60	на мягкую белую	1	1
61	в противоречие с	1	1
62	как раз и	1	1
63	шею с темной	1	1
64	не случайно при	1	1
65	но и для	1	1
66	это была тихая	1	1
67	которому казалось бы	1	1
68	ее полные розовые	1	1
69	в первом эпизоде	1	1
70	для общей художественной	1	1
71	самом деле не	1	1
72	нельзя сказать что	1	1
73	заключается в том	1	1
74	едва ли не	2	1
75	в этом контексте	2	1
76	байрон я другой	1	1
77	из виду что	1	1
78	в значительной степени	2	1
79	упускать из виду	1	1
80	говоря словами гегеля	1	1
81	с самим собою	1	1
82	кротким мягким взглядом	1	1
83	смерти не случайно	1	1
84	это своего рода	1	1
85	была тихая добродушная	1	1
86	а так она	1	1
87	жалостливая барышня с	1	1
88	содержит в себе	3	1
89	сразу же после	1	1
90	как будто он	1	1
91	что душевная характеристика	1	1
92	в этом случае	4	1
93	одних и тех	1	1
94	внешней и внутренней	1	1
95	приводит к тому	1	1
96	в этом отношении	3	1
97	духовность предшествующих характеристик	1	1
98	барышня с кротким	1	1
99	в речи повествователя	1	1
100	не байрон я	1	1
101	мягкую белую шею	1	1
102	его недуховность была	1	1
103	полные розовые щеки	1	1
104	с самим собой	1	1
105	добродушная жалостливая барышня	1	1
106	была бы постепенно	1	1
107	героя и читателя	1	1
108	в состоянии заменить	1	1
109	я не байрон	1	1
110	в следующем эпизоде	1	1
111	и все его	1	1
112	так она подхваченная	1	1
113	в ответ на	2	1
114	о себе как	1	1
115	себе как о	1	1
116	то что она	1	1
117	не в состоянии	1	1
118	на жизнь и	1	1
119	то все они	1	1
120	так или иначе	1	1
121	той или иной	3	1
122	белую шею с	1	1
123	можно сказать что	1	1
124	а в том	1	1
125	обратим внимание на	1	1
126	определений таков что	1	1
127	отсылает нас к	1	1
128	мы вынуждены будем	1	1
129	розовые щеки на	1	1
130	в таком случае	2	1
131	и в самом	2	1
132	который всегда говорит	1	1
133	мы имеем дело	3	1
134	точно так же	1	1
135	между я и	1	1
136	с другой стороны	2	1
137	иной эстетической природы	1	1
138	в немалой степени	1	1
139	не оставляет места	1	1
140	постепенно снята а	1	1
141	мотивом смерти не	1	1
142	между тем как	1	1
143	с кротким мягким	1	1
144	в художественном тексте	1	1
145	взглядом очень здоровая	1	1
146	в своего рода	1	1
147	то и другое	1	1
148	на ее полные	1	1
149	недуховность была бы	1	1
150	и тех же	1	1
151	мягким взглядом очень	1	1
152	глядя на ее	1	1
153	снята а так	1	1
154	тому же в	1	1
155	обнаруживает себя в	2	1
156	никоим образом не	1	1
