N	2gram	Losev_Vlad_1	Hudozhes
1	том что	14	16
2	и в	31	14
3	так и	6	13
4	не только	24	12
5	при этом	2	12
6	о том	11	12
7	в том	11	12
8	а не	1	12
9	и т	2	11
10	в себе	4	11
11	в этом	14	11
12	прежде всего	1	11
13	в своей	4	10
14	для него	7	10
15	то же	6	9
16	как и	4	9
17	что он	12	9
18	в качестве	6	9
19	у него	15	9
20	по отношению	1	8
21	в этой	4	8
22	как в	3	8
23	то что	18	8
24	же время	4	8
25	ничего не	3	8
26	в его	12	8
27	в то	8	8
28	еще не	2	7
29	тогда как	1	7
30	это не	1	7
31	не в	5	7
32	личности в	1	7
33	к тому	3	7
34	уже не	3	7
35	именно в	1	7
36	не может	6	7
37	а в	9	7
38	человека в	1	6
39	было бы	2	6
40	никогда не	9	6
41	жизни в	1	6
42	что в	14	6
43	самом деле	1	5
44	с его	11	5
45	но в	12	5
46	об этом	7	5
47	ни в	2	5
48	точки зрения	2	5
49	не менее	2	5
50	и его	7	5
51	потому что	11	5
52	к себе	2	5
53	и он	3	5
54	во второй	1	5
55	только в	9	5
56	по мнению	1	5
57	друг друга	1	5
58	может быть	6	5
59	но и	19	5
60	в частности	2	5
61	и а	2	5
62	к жизни	2	5
63	интерес к	1	5
64	в этих	1	5
65	одновременно и	1	5
66	жизни и	5	5
67	с с	1	4
68	мы уже	7	4
69	он уже	4	4
70	и о	2	4
71	в ней	1	4
72	столь же	1	4
73	в своем	4	4
74	и к	6	4
75	то в	1	4
76	в самом	2	4
77	на то	5	4
78	что она	2	4
79	он не	10	4
80	и с	14	4
81	несмотря на	4	4
82	тем не	2	4
83	тому что	1	4
84	с ним	5	4
85	она не	1	4
86	по своей	4	4
87	связи с	1	4
88	и это	2	4
89	можно сказать	6	4
90	и н	3	4
91	того что	2	4
92	один из	4	4
93	себя в	4	4
94	из них	2	4
95	в я	4	4
96	в конце	9	4
97	как раз	7	4
98	не было	5	4
99	и все	4	4
100	человеческой жизни	1	4
101	бытия и	1	4
102	только что	2	4
103	и от	5	4
104	не имеют	1	3
105	едва ли	3	3
106	и на	3	3
107	отнюдь не	3	3
108	как к	2	3
109	все же	3	3
110	друга не	1	3
111	но он	5	3
112	в нем	4	3
113	т д	2	3
114	и по	8	3
115	на этом	2	3
116	лишь в	2	3
117	даже в	2	3
118	в своих	5	3
119	она в	1	3
120	все эти	3	3
121	м м	15	3
122	тем что	2	3
123	этом отношении	1	3
124	для себя	2	3
125	как мы	9	3
126	того чтобы	2	3
127	и когда	1	3
128	что у	4	3
129	еще в	4	3
130	если бы	1	3
131	о нем	7	3
132	а также	5	3
133	же в	1	3
134	в литературе	1	3
135	но не	3	3
136	как его	1	3
137	и даже	15	3
138	со стороны	2	3
139	то и	2	3
140	однако и	1	3
141	в связи	3	3
142	по своему	3	3
143	такого рода	4	3
144	своего времени	2	3
145	и для	2	3
146	от него	2	3
147	или не	1	3
148	в таком	1	3
149	к этой	2	3
150	по адресу	1	2
151	на самом	1	2
152	только потому	1	2
153	что когда	1	2
154	в их	1	2
155	той же	2	2
156	для своего	2	2
157	мы не	1	2
158	вопрос о	1	2
159	к своему	3	2
160	не нужно	1	2
161	мы читаем	2	2
162	и личность	2	2
163	но как	5	2
164	для других	1	2
165	себе и	1	2
166	в одной	1	2
167	хотя и	4	2
168	в целом	3	2
169	так или	1	2
170	жизни так	1	2
171	в ответ	2	2
172	так в	1	2
173	только на	3	2
174	раз в	1	2
175	как он	4	2
176	так сказать	1	2
177	жизнью и	1	2
178	на его	3	2
179	не следует	1	2
180	л м	19	2
181	с такими	1	2
182	же касается	4	2
183	ясно что	2	2
184	его личности	1	2
185	особенно в	1	2
186	уже знаем	1	2
187	одной из	2	2
188	не столько	2	2
189	в первый	1	2
190	что я	2	2
191	все это	5	2
192	с мужем	1	2
193	для нее	2	2
194	бы на	1	2
195	не раз	4	2
196	а а	4	2
197	он говорил	1	2
198	одна из	1	2
199	на себе	1	2
200	с и	2	2
201	заметить что	1	2
202	тех кто	1	2
203	со своим	5	2
204	на него	3	2
205	что на	2	2
206	этой книги	1	2
207	с ее	1	2
208	здесь не	3	2
209	на вопрос	1	2
210	и поэтому	1	2
211	внимание на	1	2
212	никак не	4	2
213	и что	6	2
214	его жизни	6	2
215	с того	2	2
216	там же	13	2
217	в значительной	1	2
218	второй половине	1	2
219	но с	1	2
220	согласиться с	1	2
221	с ними	2	2
222	и потому	6	2
223	и так	3	2
224	так что	10	2
225	в начале	3	2
226	не стал	2	2
227	а и	1	2
228	мы знаем	2	2
229	а то	1	2
230	у нее	1	2
231	него уже	1	2
232	влияние на	1	2
233	или иначе	1	2
234	ему не	1	2
235	с той	1	2
236	а с	5	2
237	себя и	1	2
238	что не	1	2
239	до конца	1	2
240	у его	1	2
241	за нею	1	2
242	и м	2	2
243	в изображении	1	2
244	что же	5	2
245	о человеке	1	2
246	в тот	2	2
247	да и	4	2
248	в это	2	2
249	под ред	2	2
250	и не	17	2
251	с этой	1	2
252	своей жизни	2	2
253	видно что	5	2
254	пока еще	2	2
255	в результате	2	2
256	о котором	2	2
257	то о	1	2
258	ни к	1	2
259	его жизнь	1	2
260	личности и	1	2
261	этот момент	2	2
