N	2gram	Ircho_Kome_1	Narrotol
1	не только	10	26
2	представляет собой	1	16
3	но и	11	15
4	при этом	5	14
5	в том	11	14
6	в качестве	4	14
7	и не	8	14
8	в этом	3	13
9	и в	22	13
10	том что	12	13
11	состоит в	1	12
12	такого рода	6	12
13	только в	3	11
14	в частности	3	11
15	может быть	9	10
16	в данном	1	10
17	так и	5	9
18	то есть	1	9
19	к тому	6	9
20	а в	6	9
21	в себе	2	8
22	то что	2	8
23	не в	6	8
24	в тексте	1	8
25	не может	2	8
26	к себе	1	7
27	у него	3	6
28	в рамках	2	6
29	в своем	1	6
30	все же	3	6
31	и к	1	6
32	но в	4	6
33	всего лишь	1	6
34	в жизни	1	6
35	ничего не	3	6
36	данном случае	1	6
37	а также	4	6
38	в его	5	6
39	вслед за	2	6
40	того что	1	6
41	со стороны	2	6
42	прежде всего	5	6
43	как бы	1	6
44	ответ на	1	5
45	отличие от	2	5
46	что он	6	5
47	как в	5	5
48	хотя и	3	5
49	в нем	4	5
50	тем не	2	5
51	он не	3	5
52	таким образом	8	5
53	на протяжении	4	5
54	и тем	2	5
55	далеко не	1	5
56	точки зрения	4	5
57	в котором	4	5
58	место в	3	5
59	в то	10	5
60	на него	4	5
61	о том	8	5
62	в форме	2	5
63	с одной	3	5
64	по отношению	3	5
65	с другой	5	5
66	одной стороны	3	5
67	в той	1	5
68	в отличие	1	5
69	отношению к	3	5
70	то же	6	4
71	в этой	7	4
72	отнюдь не	1	4
73	перед нами	1	4
74	что это	1	4
75	тому же	6	4
76	в силу	2	4
77	в мире	1	4
78	об этом	1	4
79	войны и	5	4
80	все его	1	4
81	и уже	1	4
82	не к	2	4
83	в конце	6	4
84	не менее	3	4
85	но при	1	4
86	в себя	2	4
87	времени и	2	4
88	как у	1	4
89	в другом	4	4
90	как и	9	4
91	мира в	1	4
92	как это	3	4
93	в литературе	1	4
94	и все	3	4
95	с ним	1	4
96	же в	4	4
97	и у	3	4
98	жизни и	1	4
99	что в	6	4
100	все что	2	4
101	для себя	2	3
102	едва ли	7	3
103	а как	1	3
104	как правило	3	3
105	но не	2	3
106	что они	4	3
107	в целом	3	3
108	в ответ	1	3
109	в известном	2	3
110	и его	8	3
111	особое место	1	3
112	не следует	2	3
113	от которого	1	3
114	и по	6	3
115	соответствии с	1	3
116	которой он	1	3
117	о которой	1	3
118	тому что	1	3
119	одна из	2	3
120	того чтобы	1	3
121	же время	4	3
122	по своей	2	3
123	этом отношении	3	3
124	как по	2	3
125	на том	1	3
126	и когда	1	3
127	и сам	3	3
128	мира и	1	3
129	действующих лиц	4	3
130	о ней	1	3
131	о нем	1	3
132	к ней	2	3
133	один из	5	3
134	и представляет	1	3
135	между тем	5	3
136	то и	2	3
137	представить себе	1	3
138	как раз	3	3
139	и даже	5	3
140	в соответствии	1	3
141	да и	3	3
142	с этой	1	3
143	и для	1	3
144	а к	2	3
145	сказать что	1	3
146	к его	1	3
147	в таком	1	3
148	и т	9	2
149	он может	1	2
150	по его	1	2
151	мы не	3	2
152	же как	3	2
153	ему в	1	2
154	в каждой	1	2
155	в ней	1	2
156	еще не	2	2
157	столь же	2	2
158	в чем	3	2
159	на самом	1	2
160	же она	1	2
161	однако не	1	2
162	не являются	1	2
163	со своей	2	2
164	в самом	2	2
165	бы с	1	2
166	из этих	1	2
167	раз в	2	2
168	роль в	1	2
169	как он	1	2
170	на то	3	2
171	что она	1	2
172	к миру	1	2
173	герои с	1	2
174	в принципе	2	2
175	чтобы в	1	2
176	той же	1	2
177	зрения на	1	2
178	было бы	2	2
179	должен был	1	2
180	в самую	1	2
181	несмотря на	4	2
182	бы на	1	2
