N	2gram	Tiupa_Anal_1	Psycholo
1	то что	6	37
2	и в	18	30
3	в том	27	27
4	что в	5	24
5	и что	1	23
6	потому что	2	23
7	том что	12	21
8	того чтобы	3	20
9	таким образом	3	20
10	все время	1	20
11	для того	4	20
12	как бы	5	19
13	что он	3	17
14	не только	15	16
15	в этом	13	14
16	в самом	6	14
17	то есть	11	13
18	как раз	1	13
19	в сущности	6	12
20	с одной	3	12
21	одной стороны	3	12
22	вместе с	4	12
23	может быть	29	11
24	если бы	3	11
25	что мы	3	11
26	о том	5	10
27	и то	2	9
28	никогда не	2	9
29	так как	2	9
30	с другой	4	9
31	для этого	2	9
32	не может	22	9
33	мы увидим	1	9
34	самом деле	2	8
35	мы имеем	6	8
36	что это	1	8
37	при этом	12	8
38	заключается в	1	8
39	с тем	1	8
40	не в	14	8
41	сущности говоря	1	8
42	к тому	7	8
43	тому что	1	8
44	того что	4	8
45	а не	17	8
46	могут быть	4	8
47	и т	3	7
48	то же	9	7
49	зависимости от	1	7
50	но не	10	7
51	все же	4	7
52	и как	5	7
53	в нем	3	7
54	точки зрения	6	7
55	по себе	4	7
56	в основе	6	7
57	этих двух	1	7
58	действующих лиц	1	7
59	как это	1	7
60	в зависимости	1	6
61	мы уже	1	6
62	на этом	2	6
63	что все	1	6
64	как и	13	6
65	и его	5	6
66	как будто	3	6
67	произведение искусства	9	6
68	или в	1	6
69	о котором	1	6
70	и тем	1	6
71	но и	17	6
72	именно в	4	6
73	же точно	1	6
74	и не	21	6
75	и для	1	6
76	что оно	1	6
77	совершенно не	1	6
78	жизни и	1	6
79	в искусстве	2	6
80	и есть	3	5
81	еще не	3	5
82	по этому	1	5
83	что именно	2	5
84	в себе	11	5
85	в целом	5	5
86	в этой	5	5
87	материала и	1	5
88	было бы	2	5
89	несмотря на	2	5
90	сих пор	1	5
91	только не	2	5
92	же самое	2	5
93	как мы	2	5
94	но в	8	5
95	сводится к	5	5
96	один из	2	5
97	в двух	2	5
98	дело с	4	5
99	только в	6	5
100	до сих	1	5
101	а с	3	5
102	и потому	2	5
103	художественное произведение	5	5
104	обратиться к	3	5
105	другой стороны	2	5
106	в своих	1	5
107	в виду	1	4
108	в ней	1	4
109	как говорит	2	4
110	могли бы	2	4
111	и к	3	4
112	и заключается	2	4
113	в основу	1	4
114	есть не	8	4
115	в них	1	4
116	в своей	6	4
117	из которых	4	4
118	мысль о	2	4
119	на примере	2	4
120	внимание на	1	4
121	в его	13	4
122	в него	1	4
123	не можем	1	4
124	только на	1	4
125	говорит о	1	4
126	прежде всего	6	4
127	что искусство	1	4
128	в частности	19	4
129	о чем	1	4
130	искусства как	1	4
131	имеет дело	1	4
132	в результате	1	4
133	от него	1	4
134	и все	3	4
135	а в	9	4
136	не есть	8	4
137	художественного произведения	5	3
138	сам по	1	3
139	смысл этого	1	3
140	в их	5	3
141	по его	1	3
142	той же	2	3
143	мы не	1	3
144	и о	2	3
145	что герой	1	3
146	из того	4	3
147	и на	5	3
148	события в	2	3
149	в ее	1	3
150	как в	1	3
151	и наконец	1	3
152	в которой	2	3
153	из этих	2	3
154	на его	2	3
155	он не	3	3
156	состоит в	11	3
157	не как	1	3
158	в силу	3	3
159	что ни	1	3
160	одно и	1	3
161	в другом	4	3
162	это не	6	3
163	эти два	1	3
164	ни в	4	3
165	и уже	1	3
166	в этих	1	3
167	бы мы	1	3
168	вопрос о	2	3
169	нам только	1	3
170	но он	1	3
171	вовсе не	2	3
172	есть нечто	1	3
173	одна из	1	3
174	онегина и	1	3
175	этом отношении	2	3
176	в каком	1	3
177	эстетический объект	6	3
178	с другом	1	3
179	не могут	3	3
180	данном случае	2	3
181	так и	4	3
182	времени и	6	3
