N	3gram	Voloshinov_1	FransuaR
1	в то же	1	6
2	то же время	1	6
3	с точки зрения	2	5
4	но и в	1	4
5	до сих пор	3	4
6	не может быть	7	4
7	но прежде всего	1	3
8	в этом отношении	1	3
9	но в то	1	3
10	с одной стороны	2	3
11	о том что	1	3
12	с другой стороны	2	3
13	как мы уже	1	3
14	можно сказать что	5	2
15	имеем в виду	2	2
16	только то что	1	2
17	в значительной степени	1	2
18	то что для	1	2
19	смысл и значение	2	2
20	во всяком случае	1	2
21	но несмотря на	1	2
22	включает в себя	1	2
23	но все же	1	2
24	подобно тому как	1	2
25	все разобранные нами	1	1
26	еще раз подчеркнуть	1	1
27	ровно ничего не	1	1
28	и др все	1	1
29	дело в том	4	1
30	по отношению к	11	1
31	мы уже сказали	1	1
32	здесь же мы	1	1
33	в настоящее время	2	1
34	свое выражение в	1	1
35	в том же	1	1
36	одной стороны и	2	1
37	как если бы	4	1
38	и стиль и	1	1
39	и не может	3	1
40	до известной степени	2	1
41	коем случае нельзя	1	1
42	ни в коем	1	1
43	и та же	1	1
44	так как если	4	1
45	на самом же	1	1
46	но все это	1	1
47	в коем случае	1	1
48	все эти три	1	1
49	еще раз что	1	1
50	далеко не всегда	1	1
51	в художественном произведении	3	1
52	это прежде всего	1	1
53	и тот же	1	1
54	в какой степени	2	1
55	в них и	1	1
56	одна и та	1	1
57	да и вообще	2	1
58	самом деле в	1	1
59	один и тот	1	1
60	определяется прежде всего	1	1
61	подчеркнем еще раз	1	1
62	на самом деле	2	1
63	здесь мы должны	1	1
64	мы можем сказать	2	1
65	в них всегда	1	1
66	более и более	1	1
67	и прежде всего	1	1
68	самом же деле	1	1
69	находит свое выражение	2	1
70	мы имеем в	1	1
71	адекватное выражение в	1	1
72	речь и в	1	1
73	это как бы	3	1
74	как не может	1	1
75	в том что	4	1
76	как и в	1	1
77	все более и	1	1
