N	3gram	Losev_Vlad_3	Narrotol
1	в том что	10	8
2	с одной стороны	3	7
3	о том что	8	6
4	в том числе	1	6
5	в отличие от	3	5
6	не может быть	6	5
7	в основе своей	1	4
8	и не в	1	4
9	в данном случае	2	4
10	все же не	1	4
11	к тому же	5	4
12	с другой стороны	2	4
13	той или иной	1	4
14	на себя внимание	2	3
15	бы то ни	3	3
16	в этом отношении	2	3
17	обращает на себя	2	3
18	то ни было	1	3
19	тем не менее	9	3
20	то же время	2	3
21	в то же	3	3
22	что иное как	1	2
23	не может не	1	2
24	более или менее	5	2
25	и в юности	1	2
26	все та же	1	2
27	с точки зрения	6	2
28	в таком случае	2	2
29	можно было бы	1	2
30	перед нами не	1	2
31	точно так же	4	2
32	так же как	2	2
33	не что иное	1	2
34	не только в	1	2
35	в себя и	1	2
36	в известном смысле	1	2
37	значении этого слова	1	2
38	в связи с	2	2
39	при всей своей	1	2
40	этой точки зрения	1	2
41	так или иначе	2	2
42	том что в	3	1
43	как то что	1	1
44	что в этом	2	1
45	так и его	1	1
46	это то что	1	1
47	какой бы то	1	1
48	как и для	1	1
49	дело в том	5	1
50	в этом последнем	1	1
51	в самом деле	1	1
52	в этом смысле	3	1
53	лишь постольку поскольку	1	1
54	том что он	1	1
55	что несмотря на	2	1
56	то же самое	1	1
57	в том же	1	1
58	же как и	1	1
59	то что каждый	1	1
60	до сих пор	1	1
61	и в то	2	1
62	сам по себе	2	1
63	при этом что	1	1
64	в первую очередь	1	1
65	только то что	1	1
66	независимо от того	2	1
67	и то что	4	1
68	как это было	1	1
69	в другом и	1	1
70	несмотря на свою	1	1
71	он не мог	1	1
72	с этой точки	1	1
73	может быть и	1	1
74	может и не	1	1
75	еще не есть	1	1
76	не могло быть	1	1
77	при всем своем	1	1
78	а не только	2	1
79	содержит в себе	4	1
80	далеко не всегда	1	1
81	уже не мог	1	1
82	и для любого	1	1
83	в году в	3	1
84	существует сам по	1	1
85	а также и	6	1
86	а с другой	2	1
87	всю свою жизнь	1	1
88	иметь в виду	2	1
89	он уже не	1	1
90	то что он	1	1
91	даже вовсе не	1	1
92	все то что	1	1
93	не мог бы	1	1
94	но уже в	1	1
95	как это бывает	1	1
96	само по себе	3	1
97	включает в себя	1	1
98	и не могло	1	1
99	есть то чему	1	1
100	он еще не	1	1
101	не с точки	1	1
102	и такого рода	2	1
103	жизни а также	1	1
104	бы он ни	1	1
105	собственно говоря и	1	1
106	есть прежде всего	2	1
107	без опоры на	1	1
108	в силу которого	1	1
109	возможна только в	1	1
110	у нас нет	1	1
111	тех кто не	1	1
112	не все то	2	1
113	не довлеет себе	1	1
114	в себе не	1	1
115	на наш взгляд	1	1
116	как мы видели	3	1
