N	2gram	Voloshinov_1	Literetu
1	не только	5	24
2	при этом	7	19
3	в качестве	2	17
4	но и	4	17
5	в том	4	16
6	а не	2	16
7	том что	5	14
8	может быть	13	13
9	и не	16	12
10	в этом	13	12
11	в своем	2	11
12	прежде всего	11	11
13	хх века	2	10
14	в русской	1	10
15	то что	10	10
16	в целом	2	8
17	не в	4	8
18	и в	15	8
19	произведение искусства	1	8
20	только в	6	8
21	как это	1	8
22	я и	6	7
23	я не	3	7
24	отказ от	1	7
25	как бы	11	7
26	в себе	4	7
27	не менее	3	7
28	в его	9	7
29	уже не	5	7
30	то есть	1	6
31	как и	6	6
32	точки зрения	13	6
33	того что	2	6
34	связи с	1	6
35	в жизни	5	6
36	себя в	2	6
37	в хх	1	6
38	одним из	3	5
39	то же	7	5
40	хх веке	1	5
41	отличие от	1	5
42	как в	3	5
43	в отличие	1	5
44	в то	6	5
45	а также	1	5
46	же время	5	5
47	в конечном	1	5
48	что он	8	5
49	уже в	1	5
50	не может	13	5
51	в данном	3	5
52	я в	1	5
53	с его	8	5
54	в своей	9	4
55	еще не	7	4
56	но не	5	4
57	конечном счете	1	4
58	в этой	5	4
59	все же	5	4
60	не как	1	4
61	с собой	1	4
62	для этого	4	4
63	и его	15	4
64	данном случае	3	4
65	никогда не	7	4
66	так и	10	4
67	еще в	1	4
68	и тем	1	4
69	из них	1	4
70	мир в	2	4
71	как раз	2	4
72	и т.п	2	4
73	о себе	2	4
74	со стороны	2	4
75	это не	2	4
76	в своих	4	4
77	например в	1	3
78	тех же	1	3
79	как совокупность	1	3
80	и есть	2	3
81	тем же	1	3
82	века в	2	3
83	также и	1	3
84	самого себя	2	3
85	что его	1	3
86	по отношению	11	3
87	в самом	6	3
88	бы не	1	3
89	с их	3	3
90	таким образом	21	3
91	исходя из	1	3
92	той же	2	3
93	его в	8	3
94	в душе	13	3
95	далеко не	4	3
96	он и	2	3
97	художественного творчества	1	3
98	но в	9	3
99	дело в	2	3
100	одна из	3	3
101	в основе	3	3
102	в области	3	3
103	к себе	3	3
104	в виду	1	3
105	приводит к	2	3
106	одного из	1	3
107	сводится к	3	3
108	нуждается в	2	3
109	один из	4	3
110	и прежде	5	3
111	потому что	4	3
112	одно из	3	3
113	при всей	1	3
114	у него	3	3
115	и даже	2	3
116	с другой	1	3
117	этом как	1	3
118	в сознание	9	3
119	и др	8	3
120	не было	4	3
121	мира в	1	3
122	быть это	1	3
123	жизни и	5	3
124	что в	6	3
125	а в	6	3
126	во всяком	4	3
127	чтобы не	2	2
128	человека и	6	2
129	должно стать	1	2
130	того же	1	2
131	не остается	3	2
132	и то	2	2
