N	3gram	Losev_Dial_4	Istorich
1	и т д	15	18
2	с другой стороны	1	8
3	в этом случае	1	7
4	о том что	1	4
5	в связи с	1	4
6	но все же	1	4
7	мы видим что	2	4
8	тем не менее	2	4
9	т е в	2	3
10	не может быть	6	3
11	после того как	1	3
12	для того чтобы	5	3
13	о том как	2	2
14	же как и	1	2
15	он не может	1	2
16	в это время	1	2
17	т е на	1	2
18	в данном случае	1	2
19	если бы мы	1	2
20	не только в	1	2
21	и вместе с	1	2
22	это значит что	7	2
23	мы не знаем	1	2
24	но это не	1	2
25	в том что	9	2
26	на то что	3	2
27	я думаю что	2	1
28	же может быть	1	1
29	мы видим в	1	1
30	по себе не	1	1
31	не говорит об	1	1
32	иметь в виду	2	1
33	в виду что	1	1
34	а не в	1	1
35	что перед нами	1	1
36	это было бы	1	1
37	из того что	1	1
38	отражается и на	1	1
39	а потом и	1	1
40	т е мы	1	1
41	с точки зрения	9	1
42	и не только	1	1
43	в зависимости от	1	1
44	сам по себе	2	1
45	в отличие от	1	1
46	может быть в	1	1
47	в себе и	1	1
48	и тем не	1	1
49	с тем что	1	1
50	то же время	6	1
51	точно так же	2	1
52	с этой точки	2	1
53	только для того	1	1
54	можно найти в	1	1
55	думаю что это	1	1
56	не в том	4	1
57	еще ничего не	2	1
58	о которых шла	1	1
59	как и вообще	1	1
60	и на этом	1	1
61	т д все	2	1
62	как таковой в	1	1
63	этой точки зрения	2	1
64	д и т	2	1
65	но тем не	1	1
66	то обстоятельство что	1	1
67	в особенности повезло	1	1
68	и пр чтобы	1	1
69	в свою очередь	2	1
70	само по себе	4	1
71	уже нет ничего	1	1
72	что уже не	1	1
73	хотя бы в	1	1
74	в пределах одной	1	1
75	вопрос о том	1	1
76	подобно тому как	4	1
77	можно сказать что	1	1
78	ничего не говорит	4	1
79	совершенно очевидно что	1	1
80	в то же	6	1
81	то же что	3	1
82	до некоторой степени	1	1
83	ясно что это	3	1
84	во-первых мы видим	1	1
85	только тогда когда	4	1
86	т д и	3	1
87	мы еще не	1	1
88	другой стороны в	1	1
