N	2gram	Voloshinov_1	Literetu
1	не только	7	24
2	при этом	6	19
3	в качестве	1	17
4	но и	4	17
5	в том	3	16
6	а не	1	16
7	в частности	2	15
8	том что	3	14
9	в году	1	13
10	может быть	17	13
11	и не	4	12
12	в этом	9	12
13	прежде всего	9	11
14	то что	3	10
15	и в	16	8
16	только в	4	8
17	как это	3	8
18	я и	6	7
19	я не	1	7
20	отказ от	1	7
21	как бы	5	7
22	не менее	2	7
23	в его	4	7
24	уже не	1	7
25	в рамках	1	6
26	как и	2	6
27	точки зрения	8	6
28	и сам	1	6
29	связи с	1	6
30	в жизни	2	6
31	себя в	1	6
32	то же	2	5
33	в конечном	3	5
34	же в	1	5
35	что он	2	5
36	уже в	1	5
37	не может	8	5
38	в данном	1	5
39	с этой	2	5
40	я в	1	5
41	с его	7	5
42	в своей	2	4
43	еще не	5	4
44	столь же	1	4
45	но не	1	4
46	конечном счете	2	4
47	в этой	4	4
48	все же	1	4
49	лишь в	1	4
50	для этого	2	4
51	и его	8	4
52	данном случае	1	4
53	никогда не	2	4
54	так и	4	4
55	еще в	1	4
56	мир в	1	4
57	в конце	1	4
58	как раз	1	4
59	и т.п	2	4
60	в связи	1	4
61	со стороны	1	4
62	в своих	1	4
63	тех же	3	3
64	как совокупность	1	3
65	и есть	3	3
66	века в	1	3
67	что его	1	3
68	в самом	2	3
69	с их	3	3
70	таким образом	9	3
71	той же	1	3
72	его в	4	3
73	в душе	2	3
74	несмотря на	1	3
75	художественного творчества	4	3
76	но в	4	3
77	дело в	1	3
78	одна из	1	3
79	в основе	3	3
80	в области	3	3
81	к себе	3	3
82	в виду	1	3
83	в пределах	2	3
84	приводит к	1	3
85	по аналогии	2	3
86	сводится к	2	3
87	нуждается в	5	3
88	один из	2	3
89	и прежде	1	3
90	сознание в	1	3
91	при всей	2	3
92	у него	2	3
93	и даже	4	3
94	с другой	1	3
95	в сознание	7	3
96	и др	3	3
97	быть это	3	3
98	этой точки	1	3
99	аналогии с	2	3
100	в культуре	1	3
101	жизни и	3	3
102	что в	3	3
103	а в	3	3
104	же и	1	3
105	во всяком	3	3
106	человека и	1	2
107	того же	2	2
108	и то	1	2
109	самом деле	6	2
110	та же	1	2
