N	3gram	Propp_Isto_7	Myshleni
1	по отношению к	1	12
2	в том что	4	11
3	с точки зрения	1	9
4	так же как	4	7
5	в другом месте	1	4
6	не в состоянии	1	4
7	то же самое	1	4
8	но он не	1	4
9	на этот вопрос	2	4
10	с этой точки	3	4
11	то время как	2	4
12	этой точки зрения	3	4
13	в то время	2	4
14	о том что	5	4
15	это значит что	1	4
16	сама по себе	1	4
17	состоит в том	1	3
18	в этом случае	1	3
19	до сих пор	2	3
20	можно было бы	1	3
21	с одной стороны	4	3
22	и тот же	1	3
23	так как это	1	3
24	не может быть	3	3
25	один и тот	1	3
26	на вопрос о	1	3
27	вопрос о том	1	3
28	таким образом что	1	2
29	в самом деле	1	2
30	о том как	1	2
31	что он может	1	2
32	в зависимости от	1	2
33	что он не	1	2
34	ответить на вопрос	1	2
35	не знает что	1	2
36	то и другое	1	2
37	вместе с тем	1	2
38	к этой группе	1	2
39	лежит в основе	2	2
40	то что он	1	2
41	приводит нас к	1	2
42	ответ на этот	1	2
43	с другой стороны	8	2
44	но все же	2	2
45	и тем более	1	2
46	мы видим что	3	2
47	как мы видели	1	2
48	и может быть	1	1
49	при переходе от	1	1
50	он не сумел	1	1
51	мы хотели бы	1	1
52	мы видим таким	1	1
53	совершенно очевидно что	1	1
54	сказать что в	1	1
55	для объяснения этого	1	1
56	он мог бы	1	1
57	мы имеем в	4	1
58	что он способен	1	1
59	более или менее	1	1
60	такое объяснение не	1	1
61	мы увидим в	1	1
62	никак не может	1	1
63	новые и новые	1	1
64	потому что я	1	1
65	совершенно то же	2	1
66	же как и	1	1
67	только в том	1	1
68	но они же	1	1
69	того как они	1	1
70	пытался показать что	1	1
71	но и на	1	1
72	как мы увидим	1	1
73	и отношение к	1	1
74	независимо от того	1	1
75	в их основе	1	1
76	что мы знаем	1	1
77	они имеют в	1	1
78	совершенно так же	1	1
79	вопрос почему в	1	1
80	не имеет никаких	1	1
81	что они имеют	1	1
82	в которой он	1	1
83	и что в	1	1
84	один из них	1	1
85	в этой связи	1	1
86	таким образом и	1	1
87	означало бы что	1	1
88	это один и	1	1
89	в которой они	1	1
90	и потому что	1	1
91	и из его	1	1
92	это не так	1	1
93	на передний план	1	1
94	в связи с	1	1
95	в этом и	2	1
96	так и в	2	1
97	тем не менее	4	1
98	образом мы видим	2	1
99	в тех случаях	4	1
100	это означало бы	1	1
101	надо сказать что	1	1
102	не там где	1	1
103	мы не можем	2	1
104	таким образом мы	2	1
105	в том чтобы	2	1
106	это происходит в	2	1
107	на вопрос почему	1	1
108	в свете теории	1	1
109	что в действительности	1	1
110	видим таким образом	1	1
111	мы знаем что	1	1
112	что это не	2	1
113	становится ясным что	1	1
114	то же что	2	1
115	тех случаях когда	3	1
116	к тому что	1	1
117	хотя бы гипотетически	1	1
118	тем более не	1	1
119	но не может	1	1
120	и что эта	1	1
121	одним из самых	1	1
