N	2gram	Voloshinov_1	UchenyiS
1	и в	19	14
2	а не	7	10
3	не только	8	10
4	прежде всего	13	8
5	и не	26	8
6	не может	24	7
7	в этом	16	7
8	то что	8	7
9	может быть	26	6
10	то же	7	5
11	и только	2	5
12	все это	3	5
13	хотя бы	5	5
14	перестает быть	1	5
15	художественного творчества	1	5
16	с другой	5	4
17	но и	8	4
18	что такое	2	4
19	в россии	1	4
20	в этой	1	4
21	конечно не	5	4
22	то ни	8	3
23	и то	1	3
24	это не	1	3
25	было бы	4	3
26	как и	12	3
27	для этого	1	3
28	в частности	2	3
29	в своей	3	3
30	или точнее	1	3
31	и т.д	2	3
32	бы то	8	3
33	и формы	3	3
34	в то	3	3
35	все же	8	3
36	но в	7	3
37	формы в	2	3
38	не следует	1	3
39	же время	3	3
40	в области	3	3
41	у нас	2	3
42	другой стороны	6	3
43	для него	9	3
44	не как	2	3
45	ни было	10	3
46	не о	1	3
47	что все	2	2
48	а между	1	2
49	же не	1	2
50	одним из	2	2
51	и с	2	2
52	а его	1	2
53	до сих	8	2
54	а как	3	2
55	самом деле	10	2
56	должна быть	2	2
57	превращается в	1	2
58	мы не	6	2
59	не приходится	2	2
60	о чем	1	2
61	является в	3	2
62	если бы	2	2
63	что мы	1	2
64	ничего не	6	2
65	как таковой	1	2
66	не столько	4	2
67	том что	3	2
68	на первый	2	2
69	сводится к	3	2
70	на каждом	1	2
71	в широком	1	2
72	но конечно	1	2
73	с его	1	2
74	но не	1	2
75	не все	2	2
76	в его	6	2
77	по существу	1	2
78	что и	2	2
79	по себе	4	2
80	конце концов	3	2
81	сих пор	8	2
82	и роль	1	2
83	этом смысле	2	2
84	могли бы	1	2
85	в том	6	2
86	и для	11	2
87	что он	2	2
88	в себе	2	2
89	при таком	1	2
90	формы и	3	2
91	в самом	10	2
92	к голому	1	2
93	между тем	3	2
94	только в	9	2
95	не в	5	2
96	для всех	2	2
97	и является	2	2
98	в системе	1	2
99	не есть	3	2
100	этом отношении	3	2
101	конечно нет	1	2
102	бы и	2	2
103	всех этих	1	2
104	не могут	3	2
105	могут быть	2	2
106	в конце	5	2
107	смысле этого	3	2
108	же самое	3	2
109	как раз	2	2
110	тем что	2	2
111	таким образом	17	2
112	и это	3	1
113	области в	1	1
114	таковы в	1	1
115	же как	2	1
116	не делает	1	1
117	искусство и	1	1
118	в виду	2	1
119	и служит	1	1
120	входит в	5	1
121	или иначе	2	1
122	только при	3	1
123	и прежде	2	1
124	наука о	1	1
125	или меньшей	1	1
126	и быть	1	1
127	в пределах	6	1
128	и др	2	1
129	свое место	1	1
130	она все	1	1
131	что для	1	1
132	никогда не	2	1
133	полагаем что	1	1
134	так и	11	1
135	и индивидуального	1	1
136	одной стороны	1	1
137	той же	2	1
138	относится к	1	1
139	до конца	5	1
140	с тем	1	1
141	к вопросам	1	1
142	такое понимание	1	1
143	со своими	1	1
144	и вне	2	1
145	является наиболее	1	1
146	при более	2	1
147	и всякого	1	1
148	и даже	2	1
149	должно быть	2	1
150	метода в	1	1
151	по теории	1	1
152	остается в	1	1
153	на слово	1	1
154	можно сказать	3	1
155	смысле и	1	1
156	или менее	1	1
157	наиболее подходящим	1	1
158	о нем	1	1
159	этой же	1	1
160	группы и	1	1
161	материал и	1	1
162	приводит к	1	1
163	о том	2	1
164	является предметом	1	1
165	в ней	4	1
166	и потому	5	1
167	почти не	1	1
168	в котором	3	1
169	и что	1	1
170	первый план	2	1
171	все его	1	1
172	в различных	1	1
173	единства и	1	1
174	красок и	1	1
175	быть в	2	1
176	из которых	2	1
177	в значительной	1	1
178	для первого	3	1
179	содержания в	2	1
180	литературные произведения	1	1
181	слово как	4	1
182	строго говоря	1	1
183	слагается из	1	1
184	все в	2	1
185	является только	1	1
186	в той	1	1
187	ее к	1	1
188	он может	3	1
189	отказ от	1	1
190	в данном	4	1
191	что же	4	1
192	бы в	2	1
193	не входит	1	1
194	того что	3	1
195	для второго	4	1
196	друг другу	1	1
197	поскольку он	1	1
198	не без	1	1
199	речи в	3	1
200	их в	1	1
201	области философии	1	1
202	друг с	1	1
203	знак равенства	1	1
204	говорит он	2	1
205	это значит	1	1
206	нет и	4	1
207	язык в	4	1
208	и единого	1	1
209	к проблеме	2	1
210	за пределы	5	1
211	быть не	1	1
212	него не	1	1
213	определяется не	1	1
214	и вся	1	1
215	его как	1	1
216	отнюдь не	6	1
217	она не	2	1
218	этом случае	3	1
219	лингвистику в	1	1
220	внимательном анализе	1	1
221	независимо от	2	1
222	его на	1	1
223	большей или	1	1
224	в своем	2	1
225	но для	2	1
226	имеет свою	3	1
227	в большей	1	1
228	и все	5	1
229	того как	1	1
230	вне его	4	1
231	положительные достижения	1	1
232	тот же	4	1
233	этого материала	2	1
234	более или	1	1
235	самим же	1	1
236	и действительно	3	1
237	не существует	3	1
238	в точном	1	1
239	связаны и	1	1
240	конкретную жизнь	1	1
241	в которой	3	1
242	бы ни	1	1
243	не было	3	1
244	так или	1	1
245	находятся в	1	1
246	науки об	7	1
247	тогда когда	1	1
248	с одной	1	1
249	в качестве	2	1
250	то о	1	1
251	но именно	3	1
252	без этого	1	1
253	только этот	1	1
254	в известном	1	1
255	мировоззрения и	1	1
256	бы только	1	1
257	уже не	1	1
258	далеко не	4	1
259	наша задача	1	1
260	и необходимо	1	1
261	из природы	1	1
262	направлено на	1	1
263	и всей	1	1
264	в процессе	14	1
265	быть по	1	1
266	языковых фактов	1	1
267	широком смысле	1	1
268	такая система	1	1
269	ли для	1	1
270	что было	1	1
271	в нем	10	1
272	самое делает	1	1
273	точном смысле	1	1
274	или даже	1	1
275	психики и	7	1
276	или просто	1	1
277	с другом	1	1
278	но если	2	1
279	он не	3	1
280	сказать что	4	1
281	слово является	2	1
282	состоит из	1	1
283	вводится в	1	1
284	и стилистики	2	1
285	будет не	1	1
286	не значит	1	1
287	равно как	1	1
288	исходить из	1	1
289	и так	1	1
290	более внимательном	1	1
291	содержания и	1	1
292	этот процесс	3	1
293	мы полагаем	1	1
294	заключенные в	1	1
295	может служить	1	1
296	и лингвистической	1	1
297	содержание в	1	1
298	у пушкина	1	1
299	но что	1	1
300	является одним	2	1
301	само по	1	1
302	мы можем	2	1
303	это содержание	1	1
304	ее в	1	1
305	поставить знак	1	1
306	и эта	4	1
307	отказаться от	1	1
308	к этому	5	1
309	что в	4	1
310	в таком	2	1
311	общего и	1	1
312	бы это	1	1
