N	3gram	Losev_Prob_4	Vladivir
1	о том что	3	7
2	в том что	8	7
3	дело в том	1	4
4	в этом смысле	3	4
5	что же касается	1	4
6	и то что	1	4
7	на то что	1	4
8	в то же	2	4
9	а иной раз	1	3
10	мы хотели бы	2	3
11	более или менее	2	3
12	что он не	1	3
13	в конце концов	1	3
14	и потому что	1	3
15	с другой стороны	6	3
16	иной раз даже	1	3
17	как это мы	1	2
18	но даже и	4	2
19	и не раз	1	2
20	как раз и	1	2
21	и в то	1	2
22	также и то	1	2
23	и в частности	2	2
24	в том чтобы	2	2
25	не только в	4	2
26	в то время	2	2
27	еще и потому	1	2
28	все это было	1	2
29	во всяком случае	4	2
30	так что в	1	2
31	тем не менее	10	2
32	для того чтобы	2	2
33	том что он	1	2
34	к тому же	2	2
35	и т д	3	2
36	потому что его	1	1
37	в том виде	2	1
38	что иное как	2	1
39	необходимо заметить что	1	1
40	а следовательно и	1	1
41	в чем не	1	1
42	в них все	1	1
43	сказать что он	1	1
44	каком случае не	3	1
45	мы имеем дело	3	1
46	должны сказать что	1	1
47	не говоря уже	2	1
48	в настоящее время	1	1
49	в этой области	1	1
50	свидетельствует о том	1	1
51	нам кажется что	1	1
52	самом же деле	2	1
53	и для всех	1	1
54	и не может	1	1
55	говоря уже о	1	1
56	бы то ни	1	1
57	чем не заинтересованного	1	1
58	на самом же	2	1
59	но все это	1	1
60	только то что	1	1
61	что не только	1	1
62	то что тот	1	1
63	несмотря на свою	1	1
64	в значительной мере	2	1
65	вместе с тем	3	1
66	у нас выше	3	1
67	одно и то	1	1
68	дело не в	2	1
69	в это время	1	1
70	то время как	2	1
71	содержит в себе	8	1
72	здесь мы имеем	2	1
73	необходимо сказать что	3	1
74	если бы мы	1	1
75	то ни было	1	1
76	с одной стороны	1	1
77	в связи с	3	1
78	указать хотя бы	1	1
79	а также и	2	1
80	не содержит в	1	1
81	потому что она	2	1
82	то мы можем	1	1
83	мы приведем только	1	1
84	имеем дело с	1	1
85	нам представляется что	2	1
86	но и его	1	1
87	на первом плане	1	1
88	ни к какой	1	1
89	в каком случае	3	1
90	где же тут	1	1
91	только в таком	2	1
92	хотя бы на	1	1
93	и не очень	1	1
94	мы должны сказать	2	1
95	нет ни одного	1	1
96	а в том	1	1
97	и потому как	1	1
98	есть не что	2	1
99	и ни в	3	1
100	ни в каком	5	1
101	ни в чем	1	1
102	в этом же	1	1
103	вовсе не есть	2	1
104	заключается в том	2	1
105	так и в	1	1
106	и вместе с	1	1
107	в свою очередь	1	1
108	это и есть	1	1
109	достаточно указать хотя	1	1
110	раз даже и	1	1
111	мы не будем	2	1
112	и тем самым	1	1
113	но и для	1	1
114	не только не	4	1
115	но отнюдь не	1	1
116	то что его	1	1
117	даже больше того	1	1
118	к нам и	1	1
119	за то что	1	1
120	укажем только на	1	1
121	к тому что	1	1
122	и больше ничего	2	1
123	если не прямо	1	1
124	не что иное	2	1
125	по этому поводу	1	1
126	мы укажем только	1	1
127	даже и с	1	1
128	в сравнении с	2	1
129	и только в	2	1
130	человеческого познания и	1	1
131	в жизни и	1	1
132	нужно сказать о	1	1
