N	3gram	Propp_Isto_5	Morfolog
1	и т д	18	47
2	в этих случаях	6	13
3	в этом случае	7	9
4	мы видим что	4	9
5	в связи с	4	8
6	не может быть	3	8
7	в иное царство	4	6
8	подобно тому как	1	5
9	наряду с этим	2	5
10	таким образом мы	2	5
11	по отношению к	2	4
12	не может считаться	1	4
13	с точки зрения	1	4
14	в ходе действия	1	4
15	мы увидим ниже	3	4
16	в тех же	1	4
17	с другой стороны	8	4
18	тем не менее	4	4
19	как мы увидим	3	3
20	чаще всего это	1	3
21	можно наблюдать что	2	3
22	на самом деле	1	3
23	но все же	4	3
24	как и в	2	3
25	же может быть	1	2
26	состоит в том	1	2
27	во время боя	3	2
28	для наших целей	1	2
29	в таких случаях	2	2
30	здесь можно наблюдать	1	2
31	точно так же	1	2
32	не менее она	1	2
33	и в других	1	2
34	то время как	1	2
35	с одной стороны	7	2
36	при помощи которой	2	2
37	в сказке о	1	2
38	образом мы видим	1	2
39	и таким образом	2	2
40	и убивает его	1	2
41	в то время	1	2
42	можно сделать из	1	2
43	для того чтобы	3	2
44	в том что	2	2
45	вне связи с	1	2
46	мы имеем когда	1	2
47	к этому же	1	1
48	в тот момент	1	1
49	в подземное царство	1	1
50	имеется и в	2	1
51	это было бы	1	1
52	всякого ущерба для	1	1
53	в другую страну	2	1
54	но то что	1	1
55	а затем уже	1	1
56	мы опять имеем	1	1
57	это уже не	2	1
58	и вслед за	1	1
59	иное царство или	1	1
60	о том как	2	1
61	полет на птице	1	1
62	случаях встречается и	1	1
63	если с одной	1	1
64	мы должны будем	1	1
65	в америке у	1	1
66	т е мы	1	1
67	в мифах и	1	1
68	может быть рассмотрено	1	1
69	до сих пор	2	1
70	в одной сказке	1	1
71	его убивают он	1	1
72	на тот свет	1	1
73	но это не	2	1
74	с этим и	1	1
75	д с другой	1	1
76	сюда же можно	1	1
77	его и т	1	1
78	в море на	1	1
79	выдает себя за	1	1
80	в другой сказке	2	1
81	что там где	1	1
82	чем перейти к	1	1
83	он входит в	1	1
84	стоит в связи	1	1
85	и многие другие	1	1
86	в данном случае	2	1
87	в свое царство	1	1
88	к заключению что	3	1
89	е мы опять	1	1
90	же можно сказать	1	1
91	выводы можно сделать	1	1
92	в некоторых случаях	2	1
93	и др мы	1	1
94	он представляет собой	1	1
95	дает себя проглотить	1	1
96	ущерба для хода	1	1
97	т е на	2	1
98	т д с	1	1
99	иметь в виду	1	1
100	прежде всего и	1	1
101	то что он	1	1
102	она все же	1	1
103	же выводы можно	1	1
104	т д все	1	1
105	садится на него	1	1
106	не представляет собой	1	1
107	во всяком случае	1	1
108	мы имеем здесь	2	1
109	не в количестве	1	1
110	сюда же может	1	1
111	но так как	2	1
112	за которым он	1	1
113	т д то	1	1
114	д все эти	1	1
115	мы уже видели	1	1
116	сюда же относится	1	1
117	во всех этих	1	1
118	третий бой самый	1	1
119	на курьих ножках	1	1
120	то же время	1	1
121	в приведенных случаях	1	1
122	в одном случае	1	1
123	между героем и	1	1
124	о том что	4	1
125	и такой случай	1	1
126	если бы мы	2	1
127	может быть достигнуто	1	1
128	бой самый страшный	1	1
129	с самого начала	1	1
130	это значит что	2	1
131	пытается убить героя	1	1
132	он не может	2	1
133	можно сказать что	1	1
134	тот момент когда	1	1
135	самая постановка вопроса	1	1
136	на то что	2	1
137	видим что в	1	1
138	за тридевять земель	3	1
139	то мы имеем	1	1
140	то же в	2	1
141	в то же	1	1
142	может быть названа	1	1
143	другой сказке герой	1	1
144	без всякого ущерба	1	1
145	друг с другом	2	1
146	во многих отношениях	1	1
147	дело не в	1	1
148	его в печь	1	1
149	всех этих случаях	1	1
150	требуют особого внимания	1	1
151	здесь как и	1	1
152	что и в	2	1
153	следует за ней	1	1
154	но для наших	1	1
