N	2gram	Vinokur_Ku_3	Vladivir
1	и в	23	40
2	то что	4	28
3	не только	17	25
4	и не	10	25
5	учение о	2	24
6	том что	11	18
7	в том	22	18
8	но и	3	18
9	еще и	2	18
10	также и	5	17
11	что в	13	17
12	в этом	16	16
13	в его	11	14
14	не может	6	14
15	в виде	1	13
16	точки зрения	23	13
17	вовсе не	5	13
18	только в	6	13
19	а именно	3	12
20	сказать что	7	12
21	никогда не	1	11
22	потому что	12	11
23	таким образом	9	11
24	о том	6	11
25	не просто	2	10
26	ни в	3	10
27	тем не	9	10
28	и его	1	10
29	то это	3	10
30	не есть	3	10
31	прежде всего	9	10
32	как раз	4	10
33	и потому	1	10
34	это есть	1	10
35	и то	1	9
36	уже не	8	9
37	что это	3	9
38	в себе	1	9
39	и с	3	9
40	в своей	4	9
41	не менее	12	9
42	что же	5	9
43	как мы	5	8
44	в своем	4	8
45	он не	3	8
46	и что	7	8
47	а также	4	8
48	раз и	2	8
49	для него	1	8
50	может быть	14	8
51	а не	11	8
52	так же	2	8
53	а только	1	7
54	же с	1	7
55	хотя и	5	7
56	и как	2	7
57	и если	2	7
58	что все	2	7
59	с тем	6	7
60	как и	5	7
61	несмотря на	1	7
62	в то	3	7
63	что и	6	7
64	того что	11	7
65	так как	9	7
66	в те	1	7
67	вместе с	2	7
68	к тому	3	7
69	а в	5	7
70	смысле слова	2	6
71	и на	1	6
72	кроме того	2	6
73	то в	3	6
74	не будет	1	6
75	не мог	1	6
76	с точки	16	6
77	по себе	6	6
78	в смысле	1	6
79	во всем	1	6
80	и от	1	6
81	так и	6	6
82	и здесь	2	6
83	если не	1	6
84	xix века	3	6
85	но это	5	6
86	хотя бы	9	6
87	отношения к	1	5
88	в ней	3	5
89	тут же	1	5
90	отнюдь не	3	5
91	более или	2	5
92	все эти	7	5
93	тому же	3	5
94	можно было	11	5
95	же касается	1	5
96	можно считать	1	5
97	должно быть	7	5
98	или менее	2	5
99	но если	3	5
100	в отношении	3	5
