N	3gram	Bakhtin_Pr_1	slovoVRo
1	не может быть	3	15
2	и его слово	1	14
3	в отличие от	2	12
4	в пределах одного	1	7
5	в значительной степени	1	6
6	к своему предмету	1	5
7	в большинстве случаев	2	5
8	по отношению к	11	4
9	в зависимости от	3	4
10	то же время	7	4
11	но все же	1	4
12	в то же	7	4
13	в отношении к	1	4
14	в том что	7	4
15	с точки зрения	15	3
16	в этом отношении	5	3
17	но в то	2	3
18	можно прямо сказать	1	3
19	так и в	1	3
20	истории европейского романа	1	2
21	зрения на мир	6	2
22	прямо сказать что	1	2
23	и в сущности	1	2
24	а вовсе не	1	2
25	и наконец в	1	2
26	до сих пор	2	2
27	хотя бы и	2	2
28	зависимости от характера	1	2
29	европейского романа в	1	2
30	но и само	1	2
31	своего и чужого	1	2
32	себя то есть	1	2
33	может быть и	1	2
34	как мы сказали	1	2
35	в основе его	1	2
36	не только в	1	2
37	с авторским словом	1	2
38	и вне его	1	2
39	не могут быть	1	2
40	в его романах	1	2
41	во всяком случае	3	2
42	и в романе	2	2
43	разновидности романного жанра	1	2
44	как мы уже	2	2
45	между материалом и	1	2
46	для того чтобы	2	2
47	он знает что	1	1
48	не стремится к	1	1
49	даже там где	1	1
50	а следовательно и	1	1
51	точка зрения на	2	1
52	хотя и не	1	1
53	конечно и в	1	1
54	не значит конечно	2	1
55	то есть не	2	1
56	значит конечно что	2	1
57	всего подходят к	1	1
58	могут до конца	1	1
59	отношению к себе	1	1
60	в своем собственном	1	1
61	и даже не	1	1
62	роман не только	1	1
63	том что он	4	1
64	здесь конечно не	1	1
65	и не только	1	1
66	и в той	1	1
67	и в то	3	1
68	до известной степени	1	1
69	сами по себе	3	1
70	свой материал и	1	1
71	не можем здесь	1	1
72	лишь одним из	2	1
73	между тем как	4	1
74	дело здесь конечно	1	1
75	предметом изображения в	1	1
76	и не может	2	1
77	перед нами не	1	1
78	у толстого в	1	1
79	могли бы быть	1	1
80	у ивана карамазова	2	1
81	в лучшем случае	2	1
82	она может быть	1	1
83	в процессе этого	1	1
84	может быть только	1	1
85	точки зрения на	1	1
86	по себе а	1	1
87	конечно не в	1	1
88	может быть глубоко	1	1
89	особая точка зрения	1	1
90	в этих романах	1	1
91	для него самого	3	1
92	сознание и его	1	1
93	в истории европейского	1	1
94	по себе еще	2	1
95	не сливается с	1	1
96	со всею ясностью	1	1
97	в один из	1	1
98	в той же	3	1
99	точками зрения и	1	1
100	и не могут	1	1
101	смысл и значение	1	1
102	всяком случае не	1	1
103	образ а не	1	1
104	с ним и	3	1
105	его несмотря на	1	1
106	это не значит	2	1
107	мы уже говорили	1	1
108	только с точки	1	1
109	одним из участников	1	1
110	то перед нами	2	1
111	с другой стороны	2	1
112	в себе все	1	1
113	тем или иным	1	1
114	все то что	3	1
115	именно в том	2	1
116	наконец в плане	1	1
117	лежат в одной	1	1
118	по ту сторону	1	1
119	о том что	2	1
120	того или иного	1	1
121	а в том	1	1
122	во всех этих	1	1
123	ним и с	1	1
124	друг к другу	1	1
125	с ним но	1	1
126	мы не можем	1	1
127	и притом в	1	1
128	в маленьком масштабе	1	1
129	выйти за пределы	1	1
130	не только действительность	1	1
131	мира с его	1	1
132	ивана карамазова и	4	1
133	к нему и	2	1
134	с самого начала	2	1
135	не только не	1	1
136	нужно сказать что	1	1
137	в пределах самого	1	1
138	в его целом	5	1
139	в романах достоевского	6	1
140	роль в романе	1	1
141	и еще не	1	1
142	тех или иных	1	1
143	как бы только	1	1
144	и в нем	1	1
145	развития европейского романа	1	1
146	героя и его	2	1
147	не могут до	1	1
148	не довлеет себе	1	1
149	но именно в	1	1
150	она не может	1	1
151	свое выражение в	1	1
152	чтобы добиться от	1	1
