N	3gram	Bakhtin_Pr_5	Formalny
1	не может быть	3	10
2	с точки зрения	2	7
3	в этом отношении	1	7
4	в самом деле	1	5
5	и в этом	2	5
6	то же время	10	5
7	в то же	10	5
8	во всяком случае	4	5
9	вместе с тем	1	4
10	как мы видели	1	4
11	в высшей степени	3	4
12	на самом деле	9	3
13	как раз и	2	3
14	и не может	2	3
15	и в то	2	3
16	сам по себе	2	3
17	может быть и	1	3
18	в своей статье	1	3
19	в большинстве случаев	2	3
20	в значительной степени	1	3
21	с другой стороны	3	3
22	так и в	2	3
23	для того чтобы	1	3
24	этом отношении очень	1	2
25	прежде всего в	1	2
26	в этом смысле	3	2
27	в отличие от	2	2
28	что в нем	1	2
29	к тому чтобы	2	2
30	в конце концов	3	2
31	не входит в	1	2
32	все без исключения	1	2
33	только на фоне	1	2
34	между этими двумя	1	2
35	ни в чем	1	2
36	с самого начала	8	2
37	но в этом	1	2
38	но все же	2	2
39	и прежде всего	4	2
40	к тому что	1	2
41	в том что	2	2
42	и не в	2	2
43	как мы знаем	2	2
44	может быть с	1	1
45	в этом рассказе	1	1
46	и дело идет	1	1
47	что же касается	1	1
48	сводится к тому	2	1
49	прежде всего как	1	1
50	а вовсе не	1	1
51	отчетливо и резко	1	1
52	как бы не	1	1
53	раз и не	1	1
54	и в особенности	1	1
55	новых точек зрения	1	1
56	но даже и	1	1
57	что он есть	1	1
58	в этом случае	1	1
59	он не может	3	1
60	с обратным знаком	1	1
61	до сих пор	1	1
62	и в других	1	1
63	что он не	1	1
64	должно было быть	1	1
65	степени как и	1	1
66	в первом и	1	1
67	же время не	3	1
68	от встречи с	1	1
69	такой же степени	2	1
70	с самим собою	7	1
71	что каждый из	1	1
72	том или ином	1	1
73	или даже в	1	1
74	только с другими	1	1
75	идет лишь о	2	1
76	по крайней мере	1	1
77	и в этих	1	1
78	в том или	1	1
79	не чем иным	1	1
80	же степени как	1	1
81	в данном случае	1	1
82	в другом направлении	2	1
83	но в то	4	1
84	тем что он	1	1
85	то что уже	1	1
86	смысле этого слова	2	1
87	настолько велико что	1	1
88	в большей или	1	1
89	или меньшей степени	1	1
90	в такой же	2	1
91	понять его нельзя	1	1
92	один из моментов	1	1
93	то что он	1	1
94	все более и	1	1
95	так и для	1	1
96	бы то ни	3	1
97	дело идет лишь	2	1
98	но и с	1	1
99	мы не найдем	1	1
100	оставаясь в пределах	1	1
101	как к своему	1	1
102	что же это	1	1
103	что же такое	1	1
104	и во всяком	1	1
105	может быть что	1	1
106	не в плане	1	1
107	неразрывной связи с	1	1
108	мы бы сказали	1	1
109	чем иным как	1	1
110	раз и навсегда	1	1
111	и пр в	1	1
112	но тем не	1	1
113	всяком случае в	1	1
114	большей или меньшей	1	1
115	его отношение к	4	1
116	в свою очередь	1	1
117	рядом с этим	1	1
118	и понять его	1	1
119	но все эти	1	1
120	более и более	1	1
121	или во всяком	1	1
122	прежде всего поражает	1	1
123	в его целом	2	1
124	в сущности не	2	1
125	одну в высшей	1	1
126	сама по себе	1	1
127	тем не менее	1	1
128	то что они	1	1
129	а не в	1	1
130	как и в	1	1
131	что и в	1	1
132	в чем не	1	1
