N	2gram	Vinokur_St_3	Problemy
1	и в	25	34
2	и не	10	29
3	как бы	6	27
4	что он	19	23
5	в его	12	22
6	в нем	1	19
7	может быть	19	19
8	не может	7	19
9	и все	1	19
10	как и	4	18
11	в этом	24	16
12	но в	5	16
13	и его	3	16
14	все это	8	16
15	он не	5	15
16	и с	4	15
17	что я	3	15
18	прежде всего	10	15
19	то же	5	14
20	к нему	4	14
21	самом деле	2	13
22	для него	3	13
23	и к	4	12
24	в то	7	12
25	же время	3	12
26	потому что	5	12
27	но и	9	12
28	т е	8	12
29	на самом	1	11
30	в сущности	2	11
31	вовсе не	2	11
32	то что	12	11
33	не только	12	10
34	не в	6	9
35	в отношении	2	9
36	а не	5	9
37	и т	8	8
38	с самого	2	8
39	самого начала	2	8
40	никогда не	2	8
41	в речах	5	8
42	с ним	1	8
43	в другом	3	8
44	в самом	2	8
45	себя и	2	8
46	так же	1	8
47	что же	1	8
48	и для	4	8
49	точки зрения	7	8
50	на него	1	7
51	как мы	2	7
52	слова в	1	7
53	что не	2	7
54	с которым	3	7
55	там где	1	7
56	этого слова	2	7
57	все же	4	7
58	отношении к	1	7
59	что в	19	7
60	и на	6	6
61	с его	3	6
62	отношение к	4	6
63	что они	2	6
64	в пределах	1	6
65	что у	2	6
66	в плане	2	6
67	самим собой	1	6
68	от себя	1	6
69	для себя	1	6
70	так и	5	6
71	только в	6	6
72	т п	6	6
73	не знает	1	6
74	которым он	1	6
75	в чем	4	5
76	и наконец	3	5
77	и у	2	5
78	что это	16	5
79	в целом	4	5
80	но все	2	5
81	лишь в	4	5
82	на протяжении	4	5
83	с тем	4	5
84	он и	2	5
85	не мог	2	5
86	в конце	6	5
87	даже в	1	5
88	это слово	3	5
89	таким образом	10	5
90	к тому	2	5
91	и сам	1	5
92	и что	3	5
93	что и	1	5
94	это не	7	5
95	все время	2	5
96	того что	5	5
97	и так	1	5
98	так что	11	5
99	из них	1	5
100	всяком случае	4	5
101	в одном	1	5
102	ни одного	1	5
103	хотя бы	1	5
104	а в	6	5
105	во всяком	4	5
106	из его	7	4
107	еще не	2	4
108	но не	2	4
109	но как	2	4
110	как в	6	4
111	все эти	3	4
112	но на	1	4
113	на его	4	4
114	на этом	3	4
115	что все	3	4
116	его в	1	4
117	этом смысле	4	4
118	ни в	5	4
119	рядом с	1	4
120	с точки	4	4
121	его отношение	2	4
122	но это	4	4
123	друг другу	1	4
124	он с	1	4
125	ничего не	4	4
126	он хочет	2	4
127	как раз	3	4
128	его с	1	4
129	и это	5	4
130	если бы	4	4
131	он говорил	5	4
132	на вопрос	3	4
133	в виде	3	4
134	в начале	4	4
135	в общем	4	4
136	так как	3	4
137	не о	1	4
138	у него	9	4
139	протяжении всего	1	4
140	даже и	1	4
141	с другой	5	4
142	тем что	19	4
143	человека как	1	4
144	вместе с	2	4
145	бы он	1	4
146	отношением к	1	4
147	в такой	2	3
148	и то	1	3
149	стиля в	1	3
150	так чтобы	2	3
151	говорить о	3	3
152	как я	2	3
153	в виду	2	3
154	в ней	4	3
155	что его	2	3
156	нет и	2	3
157	в одной	2	3
158	и как	1	3
159	поэтому он	1	3
160	уже в	3	3
161	как он	1	3
162	не как	2	3
163	в каждом	4	3
164	знает что	1	3
165	это было	8	3
166	звучат в	2	3
167	а что	1	3
168	этого не	1	3
169	мы видели	1	3
170	должно быть	1	3
171	такой же	2	3
172	в своей	4	3
173	в котором	5	3
174	не менее	2	3
175	но он	3	3
176	по крайней	4	3
177	по себе	1	3
178	как можно	2	3
179	том что	15	3
180	которого он	1	3
181	слова с	1	3
182	с ее	2	3
183	в ее	1	3
184	для этого	2	3
185	и во	2	3
186	между тем	6	3
187	крайней мере	4	3
188	но так	1	3
189	в том	20	3
190	а с	2	3
191	в стиле	1	3
192	до конца	3	3
193	в творчестве	3	3
194	эти слова	1	3
195	он уже	1	3
196	но для	1	3
197	если не	1	3
198	лишь о	1	3
199	это как	1	3
200	бы в	1	3
201	конце концов	3	3
202	но зато	1	3
203	только что	2	3
204	его к	2	3
205	другой стороны	5	3
206	жизни и	1	3
207	я и	3	2
208	в обычном	1	2
209	например в	4	2
210	он может	2	2
211	сам и	1	2
212	не хочет	1	2
213	и этот	1	2
214	той же	2	2
215	а как	4	2
216	для его	2	2
217	еще до	1	2
218	совпадает с	1	2
219	на тему	3	2
220	мы и	1	2
221	того же	2	2
222	и он	1	2
223	в которых	2	2
224	во всех	2	2
225	бы не	1	2
226	в сторону	1	2
227	за пределы	1	2
228	в произведениях	2	2
229	с этим	7	2
230	показать что	1	2
231	по которому	1	2
232	в своем	1	2
233	когда он	1	2
234	и внутреннюю	1	2
235	нет здесь	1	2
236	да еще	1	2
237	в которой	4	2
238	раз в	1	2
239	так сказать	2	2
240	т д	2	2
241	а просто	1	2
242	всех этих	3	2
243	он должен	1	2
244	и если	3	2
245	те же	1	2
246	было бы	7	2
247	в жизни	4	2
248	в них	5	2
249	если я	2	2
250	и того	1	2
251	но я	1	2
252	что значит	1	2
253	что такое	7	2
254	что тогда	1	2
255	своего рода	3	2
256	которые в	2	2
257	тем не	2	2
258	в той	1	2
259	тому что	3	2
260	выступает здесь	1	2
261	почти все	1	2
262	если и	2	2
263	во время	3	2
264	слова как	2	2
265	к ней	4	2
266	как она	1	2
267	такая же	1	2
268	как на	6	2
269	же он	1	2
270	обращает на	1	2
271	и со	1	2
272	очень часто	1	2
273	не является	3	2
274	нет ни	1	2
275	к убийству	1	2
276	отличается от	4	2
277	той или	1	2
