N	3gram	Potebnia_M_4	Problemy
1	то же время	3	10
2	в то же	3	10
3	на самом деле	3	9
4	с самого начала	1	8
5	по отношению к	8	6
6	но на самом	1	4
7	во всяком случае	3	4
8	а между тем	4	3
9	как и у	1	3
10	и в самом	1	3
11	слова и мысли	1	3
12	в эту минуту	1	3
13	друг к другу	1	3
14	что у меня	1	3
15	с другой стороны	1	3
16	не может быть	5	3
17	смысле этого слова	1	2
18	то что я	7	2
19	и к тому	1	2
20	с точки зрения	3	2
21	и не может	1	2
22	сам по себе	4	2
23	к тому чтобы	1	2
24	что все это	1	2
25	и не в	1	2
26	к другому и	1	2
27	того что он	1	2
28	и в этом	4	2
29	и та же	1	2
30	одна и та	1	2
31	и все это	1	2
32	и в слове	1	2
33	подобно тому как	2	2
34	в большинстве случаев	2	2
35	на всю жизнь	1	2
36	в том что	7	2
37	можем сказать что	2	2
38	что он в	1	2
39	но уже и	1	1
40	все более и	2	1
41	сплошь да рядом	1	1
42	и сам по	1	1
43	он сам не	1	1
44	потому что в	3	1
45	в одном слове	1	1
46	и что только	1	1
47	то есть не	1	1
48	дело в том	1	1
49	бы ни был	1	1
50	в том и	2	1
51	в том же	2	1
52	в этом случае	5	1
53	что же касается	1	1
54	и по отношению	2	1
55	находится в непосредственной	1	1
56	себе в этом	1	1
57	и мысли но	1	1
58	до сих пор	4	1
59	вместе с тем	3	1
60	мы должны признать	1	1
61	таким образом как	1	1
62	слова то есть	3	1
63	мы могли бы	2	1
64	то что в	2	1
65	что в нем	1	1
66	заключает в себе	8	1
67	но и эта	1	1
68	рано или поздно	2	1
69	заключают в себе	1	1
70	с ними в	1	1
71	он ни был	1	1
72	со всех сторон	1	1
73	по крайней мере	5	1
74	главным образом в	1	1
75	что даже и	1	1
76	и то что	4	1
77	может быть и	1	1
78	к тому что	1	1
79	о том как	1	1
80	что я в	1	1
81	может быть что	1	1
82	в данном случае	2	1
83	что может быть	1	1
84	в которой есть	1	1
85	или в его	1	1
86	его в другом	1	1
87	и как бы	2	1
88	один из моментов	1	1
89	и в отношении	1	1
90	но и не	1	1
91	и в том	2	1
92	если б и	1	1
93	мы видели что	1	1
94	в свое время	1	1
95	мы должны рассмотреть	1	1
96	это потому что	2	1
97	в то время	1	1
98	можно представить в	1	1
99	что в сущности	1	1
100	но тем не	2	1
101	как и в	1	1
102	то есть все	1	1
103	и вместе с	1	1
104	в свою очередь	1	1
105	и того же	1	1
106	о том что	5	1
107	есть своего рода	1	1
108	не только не	3	1
109	более и более	2	1
110	можно сказать что	4	1
111	как бы ни	1	1
112	бы они ни	1	1
113	одного и того	1	1
114	бы он ни	1	1
115	друг от друга	1	1
116	вопрос о том	2	1
117	тем не менее	4	1
118	человек не только	1	1
119	для того чтобы	4	1
120	в них не	1	1
121	представить в виде	1	1
122	лицом к лицу	1	1
123	и было бы	1	1
124	а не в	1	1
125	что и в	2	1
126	мысли но в	1	1
127	то же самое	4	1
128	в этом отношении	1	1
