N	3gram	Vinokur_St_1	Formalny
1	с точки зрения	8	13
2	в настоящее время	1	10
3	то же время	4	8
4	в то же	4	8
5	и т д	21	8
6	на самом деле	6	6
7	до сих пор	7	6
8	не может быть	5	5
9	по отношению к	3	4
10	с одной стороны	2	4
11	во всяком случае	6	4
12	так и в	4	4
13	и т п	9	4
14	в лучшем случае	1	3
15	бы то ни	1	3
16	в своей статье	4	3
17	может быть и	2	3
18	смысле этого слова	1	3
19	как бы ни	1	3
20	а вовсе не	1	2
21	во что бы	1	2
22	и не в	1	2
23	и не может	1	2
24	в зависимости от	1	2
25	сами по себе	1	2
26	убедиться в этом	1	2
27	точки зрения их	2	2
28	что бы то	1	2
29	при таком положении	2	2
30	в применении к	3	2
31	чтобы убедиться в	1	2
32	в том чтобы	1	2
33	но в то	2	2
34	и в этом	3	2
35	то ни стало	1	2
36	в целом ряде	1	2
37	у нас не	1	2
38	того или иного	4	2
39	как и всякая	1	2
40	друг от друга	1	2
41	художественного произведения в	1	2
42	если бы оно	1	2
43	во всей полноте	1	1
44	ничего общего с	3	1
45	не говоря уже	1	1
46	как и во	1	1
47	в этом смысле	1	1
48	не выходя за	1	1
49	в том и	1	1
50	а не по	1	1
51	должно было бы	1	1
52	должен был бы	1	1
53	же как и	1	1
54	не может не	1	1
55	отрицательное отношение к	1	1
56	но ведь на	1	1
57	говоря уже о	1	1
58	хотя бы и	2	1
59	произведений с точки	1	1
60	в том что	17	1
61	но и в	2	1
62	же время не	1	1
63	в этом отношении	7	1
64	для этого прежде	1	1
65	том числе и	2	1
66	в то что	1	1
67	действительно было бы	1	1
68	то что было	1	1
69	в это время	1	1
70	этого прежде всего	1	1
71	т е в	2	1
72	в данном случае	6	1
73	т п на	1	1
74	и в то	1	1
75	а также и	2	1
76	и всякая иная	1	1
77	так или иначе	2	1
78	только с точки	1	1
79	с другой стороны	6	1
80	как в самом	1	1
81	так же как	3	1
82	и в том	2	1
83	именно в том	1	1
84	самом деле оно	1	1
85	как на какой-то	1	1
86	в той же	2	1
87	б м эйхенбаум	1	1
88	смыслового движения речи	1	1
89	и притом в	1	1
90	отношении что они	2	1
91	хотя бы в	1	1
92	нужно сказать что	4	1
93	но все эти	1	1
94	т п в	3	1
95	в том отношении	4	1
96	но все же	3	1
97	том отношении что	2	1
98	здесь нет и	1	1
99	с этой стороны	1	1
100	в этой книге	1	1
101	но даже и	1	1
102	заключается в том	3	1
103	заключается именно в	1	1
104	в том числе	2	1
105	к тому что	1	1
106	тем не менее	2	1
107	ведь на самом	1	1
108	что и в	4	1
109	с этой теорией	1	1
110	что он в	1	1
