N	2gram	Bakhtin_Fr_3	Myslijsy
1	потому что	2	46
2	то есть	18	34
3	в том	8	32
4	и в	40	30
5	может быть	9	28
6	то же	7	23
7	не только	13	21
8	только в	3	21
9	но и	11	19
10	того что	1	18
11	том что	4	18
12	то что	5	18
13	что в	12	17
14	в себе	3	16
15	по себе	1	16
16	и не	13	15
17	не в	1	15
18	а не	5	15
19	таким образом	10	14
20	что и	3	13
21	так как	4	13
22	если бы	3	12
23	вместе с	3	12
24	а в	3	12
25	так и	3	11
26	что оно	1	11
27	этого слова	2	11
28	как в	3	10
29	в этом	15	10
30	как и	11	10
31	в то	6	10
32	и что	1	10
33	мы не	2	9
34	из этих	2	9
35	в нем	5	9
36	было бы	4	9
37	между тем	3	9
38	для него	5	9
39	в ней	4	8
40	в самом	6	8
41	что не	1	8
42	есть не	1	7
43	с одной	1	7
44	но не	2	7
45	с тем	1	7
46	тем самым	1	7
47	тем что	3	7
48	как мы	10	7
49	так что	1	7
50	слова в	2	7
51	в языке	2	7
52	вовсе не	12	7
53	с другой	2	7
54	смысле этого	1	7
55	например в	2	6
56	с этим	2	6
57	с ним	1	6
58	не имеет	1	6
59	те же	5	6
60	там же	1	6
61	что он	2	6
62	из них	4	6
63	и слово	1	6
64	но оно	1	6
65	не может	3	6
66	образ и	2	6
67	что только	1	6
68	но это	3	6
69	художественного произведения	1	5
70	и т	1	5
71	еще не	3	5
72	по отношению	3	5
73	в своем	7	5
74	и как	3	5
75	думать что	2	5
76	к одному	1	5
77	одно и	1	5
78	с другими	1	5
79	и тем	1	5
80	в них	9	5
81	же время	6	5
82	слове и	1	5
83	как на	1	5
84	не могут	1	5
85	не менее	2	5
86	уже в	2	5
87	одно из	3	5
88	тому как	1	5
89	отношению к	2	5
90	должно быть	1	5
91	слова и	2	5
92	сказать что	3	5
93	говоря о	1	4
94	тем же	2	4
95	или же	2	4
96	относится к	1	4
97	не было	5	4
98	что это	1	4
99	он не	9	4
100	не к	2	4
101	одной и	2	4
102	и по	1	4
103	мы видели	3	4
104	в один	2	4
105	и при	1	4
106	себе не	1	4
107	в котором	2	4
108	есть нечто	1	4
109	и его	17	4
110	до того	2	4
111	для того	3	4
112	и это	2	4
113	в его	13	4
114	один из	4	4
115	что даже	1	4
116	образ как	1	4
117	все равно	1	4
118	далеко не	2	4
119	что для	2	4
120	быть только	1	4
121	и потому	4	4
122	для понимания	3	4
123	все это	4	4
124	в смысле	1	4
125	этот образ	7	4
126	и от	3	4
127	слово в	3	4
128	другой стороны	1	4
129	все что	2	4
130	и есть	3	3
131	в первом	1	3
132	с но	1	3
133	и на	8	3
134	в целом	2	3
135	при этом	3	3
136	его в	1	3
137	этого не	1	3
138	как бы	3	3
139	одним и	1	3
140	образом и	1	3
141	тому что	1	3
142	образом в	2	3
143	того чтобы	4	3
144	заметить что	1	3
145	свою очередь	1	3
146	в произведении	1	3
147	образа как	1	3
148	в образе	1	3
149	или в	1	3
150	здесь как	1	3
151	том как	1	3
152	слово и	1	3
153	и вообще	1	3
154	никак не	3	3
155	можно сказать	2	3
156	это было	1	3
157	к нему	2	3
158	и следовательно	3	3
159	же и	3	3
160	только на	4	3
161	в начале	3	3
162	прежде всего	16	3
163	само по	1	3
164	и вместе	1	3
165	до сих	4	3
166	именно в	2	3
167	такое же	1	3
168	там где	3	3
169	связь с	6	3
170	так же	1	3
171	в человеке	1	3
172	в ряду	1	3
173	указанием на	1	3
174	сих пор	4	3
175	все остальные	1	3
176	от нас	1	3
177	и все	9	3
178	здесь только	2	3
179	в свою	1	3
180	не знает	1	3
181	в последнем	2	3
182	в которой	2	3
183	к этому	6	3
184	в таком	1	3
185	самом деле	3	2
186	это и	2	2
187	так у	1	2
188	в приведенном	3	2
189	и до	8	2
190	собственном смысле	1	2
191	в их	4	2
192	с в	2	2
193	мы уже	13	2
194	той же	8	2
195	что уже	1	2
196	мы ее	1	2
197	вопрос об	1	2
198	то он	1	2
199	к слову	1	2
200	отношение к	8	2
201	что они	1	2
202	все же	2	2
203	и той	2	2
204	и каждое	1	2
205	его к	2	2
206	со своей	1	2
207	в этой	3	2
208	и тот	1	2
209	не могла	1	2
210	так сказать	5	2
211	и если	2	2
212	на его	2	2
213	что должно	1	2
214	не как	1	2
