N	3gram	Bakhtin_Fr_2	Vladivir
1	там же с	2	10
2	о том что	3	7
3	в том что	1	7
4	в свое время	3	5
5	в те времена	1	5
6	дело в том	1	4
7	то же время	6	4
8	на то что	1	4
9	в то же	6	4
10	т ii с	1	3
11	в конце концов	1	3
12	с другой стороны	3	3
13	не может быть	4	3
14	как мы уже	3	3
15	один и тот	1	2
16	мы знаем что	1	2
17	но даже и	2	2
18	и в то	2	2
19	свидетельствуют о том	1	2
20	в том чтобы	1	2
21	не только в	5	2
22	и тот же	1	2
23	в году в	2	2
24	в году и	1	2
25	только в году	1	2
26	в связи со	1	2
27	для своего времени	1	2
28	во всяком случае	2	2
29	вовсе не был	2	2
30	мы уже сказали	1	2
31	можно сказать что	2	2
32	для того чтобы	1	2
33	всем известно что	1	1
34	и в меру	1	1
35	что он пишет	1	1
36	потому что в	1	1
37	и той же	1	1
38	и в особенности	1	1
39	в настоящее время	1	1
40	в течение почти	1	1
41	в том же	1	1
42	так и его	1	1
43	самом же деле	1	1
44	и не может	1	1
45	роль в мировоззрении	1	1
46	уже после смерти	1	1
47	на самом же	1	1
48	но все это	1	1
49	только то что	2	1
50	для него только	1	1
51	дальше в этом	1	1
52	в значительной мере	1	1
53	к ней как	1	1
54	кто знает что	1	1
55	содержит в себе	2	1
56	то что для	2	1
57	время это уже	1	1
58	но в то	3	1
59	с одной стороны	3	1
60	человека то есть	1	1
61	что уже в	1	1
62	на первом плане	3	1
63	что касается до	1	1
64	одной и той	1	1
65	в обращении к	1	1
66	в тех же	1	1
67	так и в	1	1
68	даже и в	1	1
69	но он не	1	1
70	здесь мы должны	1	1
71	и теперь в	1	1
72	только во время	1	1
73	он издал в	1	1
74	и все это	1	1
75	и без того	1	1
76	на этом мы	1	1
77	не только не	1	1
78	он чувствует себя	1	1
79	не во всем	2	1
80	он выступает против	1	1
81	во второй половине	1	1
82	в году о	1	1
83	и в литературе	1	1
84	в этом отношении	3	1
85	только с помощью	1	1
86	также и в	1	1
