N	3gram	Tiupa_Lite_2	Hudozhes
1	по отношению к	3	10
2	присутствия в мире	2	7
3	в отличие от	1	7
4	я в мире	1	6
5	то же время	9	6
6	в то же	9	6
7	с другой стороны	4	5
8	той или иной	1	5
9	в том что	5	5
10	состоит в том	4	4
11	с точки зрения	3	3
12	одно и то	2	3
13	по сути своей	1	3
14	и то же	2	3
15	читателя зрителя слушателя	1	3
16	в конечном счете	5	3
17	тем не менее	2	3
18	себя в другом	1	2
19	в данный момент	1	2
20	мы имеем дело	1	2
21	и в то	1	2
22	креативного и рецептивного	1	2
23	в основе своей	1	2
24	с одной стороны	6	2
25	является своего рода	1	2
26	в равной степени	2	2
27	а с другой	1	2
28	приводит к тому	1	2
29	в свою очередь	1	2
30	внутренней и внешней	1	2
31	для того чтобы	1	2
32	в русской литературе	2	2
33	том числе и	1	2
34	в том числе	2	2
35	к тому что	1	2
36	и прежде всего	1	2
37	однако и в	1	1
38	и в сущности	1	1
39	искусство в том	1	1
40	и трагическое есть	1	1
41	в сочетании с	1	1
42	однако в рамках	1	1
43	какое-то утверждение о	1	1
44	в е годы	2	1
45	быть это точка	1	1
46	и рецептивного сознаний	1	1
47	это точка безумия	1	1
48	в хх веке	4	1
49	а не с	1	1
50	прежде всего в	1	1
51	личности с ее	1	1
52	могут служить также	1	1
53	пребывания в мире	1	1
54	трагическое есть рассказ	1	1
55	всеохватывающей своей широте	1	1
56	подобно тому как	2	1
57	в этом случае	2	1
58	может быть это	1	1
59	что он не	1	1
60	своей широте на	1	1
61	жизни по всеохватывающей	1	1
62	бы то ни	1	1
63	только то что	1	1
64	в себе и	1	1
65	в области искусства	2	1
66	из того что	1	1
67	состоит не в	1	1
68	отдельные слова не	1	1
69	я из картины	1	1
70	широте на отдельные	1	1
71	и без остатка	1	1
72	ни одно слово	1	1
73	культуре хх века	1	1
74	во всей своей	1	1
75	в другом стихотворении	1	1
76	с этой точки	1	1
77	по крайней мере	2	1
78	роли ценностного центра	1	1
79	есть рассказ о	1	1
80	едва ли не	4	1
81	в самом начале	1	1
82	по всеохватывающей своей	1	1
83	именовал веком героев	1	1
84	в своего рода	1	1
85	другого в себе	1	1
86	о жизни по	1	1
87	то ни было	1	1
88	с этих позиций	1	1
89	в роли ценностного	1	1
90	рассказ о счастье	1	1
91	числе и трагическое	1	1
92	в себя и	1	1
93	слова не разложимое	1	1
94	не более чем	1	1
95	и в пределах	1	1
96	себе а в	1	1
97	характеристике с.с аверинцева	1	1
98	не могут быть	1	1
99	исходит из того	1	1
100	имеем дело с	1	1
101	художественного мышления и	1	1
102	в сравнении с	2	1
103	не для себя	1	1
104	своей полноте и	1	1
105	объективной стороной жизни	1	1
106	все то что	1	1
107	в свое время	2	1
108	а в том	1	1
109	в частности в	1	1
110	литературное произведение оно	1	1
111	в тексте не	1	1
112	для себя а	1	1
113	объект эстетического отношения	1	1
114	на отдельные слова	1	1
115	оказывается всего лишь	1	1
116	гегель именовал веком	1	1
117	имея в виду	1	1
118	как уже отмечалось	1	1
119	о том что	2	1
120	то есть в	1	1
121	этой точки зрения	1	1
122	никогда не бывает	1	1
123	автора с читателем	1	1
124	речь идет о	3	1
125	о счастье существования	1	1
126	тех или иных	1	1
127	быть не может	1	1
128	в соответствии с	1	1
129	не может быть	7	1
130	о мире и	1	1
131	утверждение о жизни	1	1
132	всей своей полноте	1	1
133	в его лице	2	1
134	мастер и маргарита	1	1
135	при всей своей	2	1
136	себя а для	1	1
