N	2gram	Tiupa_Anal_2	Istorich
1	и в	16	22
2	мы имеем	3	19
3	в этом	18	17
4	и т	1	16
5	т е	2	16
6	что в	2	15
7	не только	16	14
8	но и	12	12
9	и не	12	12
10	попадает в	3	11
11	в этих	2	11
12	может быть	6	11
13	или в	3	11
14	но в	6	10
15	после чего	1	10
16	таким образом	2	10
17	еще не	2	10
18	в нем	1	9
19	что и	3	9
20	в том	12	9
21	вместе с	2	9
22	как мы	3	8
23	мы видим	1	8
24	не знаю	2	8
25	том что	12	8
26	но не	4	7
27	то что	7	7
28	и здесь	1	7
29	мы должны	1	7
30	уже не	4	7
31	из них	3	7
32	так как	1	7
33	с другой	6	7
34	с мотивом	1	7
35	другой стороны	2	7
36	этих случаях	2	7
37	к этому	2	7
38	то же	4	6
39	мы уже	1	6
40	не вполне	1	6
41	не все	1	6
42	это не	1	6
43	в ином	1	6
44	ничего не	9	6
45	связи с	1	6
46	если бы	3	6
47	в них	1	6
48	что здесь	1	6
49	то и	1	6
50	а не	10	6
51	а в	3	6
52	с ней	1	6
53	он не	2	5
54	что она	2	5
55	в этой	9	5
56	тем не	3	5
57	не менее	4	5
58	могут быть	10	5
59	к нему	1	5
60	того что	2	5
61	один из	2	5
62	так что	3	5
63	у меня	1	5
64	в частности	16	5
65	этом случае	4	5
66	что ты	1	4
67	пребывание в	1	4
68	и на	6	4
69	все эти	1	4
70	не в	4	4
71	на этом	4	4
72	у нас	1	4
73	как это	6	4
74	и его	4	4
75	тем что	3	4
76	что на	3	4
77	она не	2	4
78	в пределах	9	4
79	только в	4	4
80	его и	1	4
81	представляют собой	2	4
82	в данном	8	4
83	и там	1	4
84	для нас	1	4
85	в свою	1	4
86	на смену	3	4
87	не может	4	4
88	их и	1	3
89	что иное	1	3
90	я не	1	3
91	и ее	1	3
92	иное как	1	3
93	в чем	1	3
94	со стороны	3	3
95	и как	1	3
96	и к	5	3
97	следующим образом	1	3
98	в целом	8	3
99	представляет собой	8	3
100	из этих	1	3
101	на его	3	3
102	а затем	2	3
103	его в	2	3
104	было бы	3	3
105	все равно	1	3
106	далеко не	1	3
107	как и	14	3
108	состоит в	8	3
109	и эти	1	3
110	никогда не	3	3
111	потому что	1	3
112	а мы	1	3
113	он и	2	3
114	к тому	7	3
115	о том	7	3
116	данном случае	5	3
117	особого рода	2	3
118	от них	1	3
119	в его	2	3
120	с ними	3	3
121	за ним	1	3
122	прежде всего	3	3
123	у него	4	3
124	превращается в	2	3
125	на смерть	1	3
126	в связи	1	3
127	вступает в	2	3
128	о себе	2	3
129	так же	2	3
130	стороны и	1	3
131	но это	1	3
132	между прочим	1	3
133	его не	1	3
134	и все	3	3
135	он видит	1	3
136	сказать что	2	3
137	не что	1	3
138	ее в	1	3
139	все что	2	3
140	и то	3	2
141	говорилось выше	1	2
142	здесь и	1	2
143	в котором	2	2
144	и пошел	1	2
145	той же	2	2
146	на себя	5	2
147	из того	1	2
148	частный случай	1	2
149	и он	2	2
150	он ничего	1	2
151	как правило	4	2
152	в сторону	5	2
153	по отношению	4	2
154	в качестве	11	2
155	себе и	1	2
156	независимо от	1	2
157	как в	4	2
158	в своем	4	2
159	хотя и	4	2
160	тому же	4	2
161	если он	1	2
162	в наших	1	2
163	при этом	10	2
164	всех этих	1	2
165	никому не	1	2
166	так и	15	2
167	же не	2	2
168	смерть и	1	2
169	ни в	1	2
