N	2gram	Trubetskoy_1	FransuaR
1	и в	23	65
2	то есть	2	45
3	как бы	10	22
4	и не	8	22
5	вовсе не	2	18
6	в сущности	2	16
7	в том	30	16
8	в этом	12	15
9	но в	4	14
10	в нем	3	13
11	мы уже	4	12
12	и на	6	11
13	прежде всего	3	11
14	все эти	19	10
15	не только	7	10
16	и его	1	10
17	так и	10	10
18	но и	9	10
19	и потому	3	10
20	том числе	1	10
21	во всех	10	9
22	в его	5	9
23	все это	11	9
24	всех этих	4	8
25	в своем	10	8
26	в основе	2	8
27	культуры и	9	8
28	в дальнейшем	2	8
29	и даже	1	8
30	по своему	5	8
31	и другие	1	8
32	его в	5	7
33	точки зрения	13	7
34	уже говорили	1	7
35	в области	4	7
36	только в	6	7
37	числе и	1	7
38	жизни и	2	7
39	на самом	7	6
40	в ней	3	6
41	еще не	5	6
42	все же	13	6
43	и у	4	6
44	главным образом	1	6
45	при этом	9	6
46	том что	19	6
47	в отношении	1	6
48	никогда не	4	6
49	как мы	2	6
50	в значительной	1	6
51	одно из	3	6
52	так как	7	6
53	может быть	16	6
54	не знает	2	6
55	сказать что	1	6
56	с его	1	5
57	отличие от	3	5
58	как в	1	5
59	в них	2	5
60	рядом с	1	5
61	как и	9	5
62	есть в	2	5
63	в своей	1	5
64	между людьми	2	5
65	потому что	9	5
66	между тем	12	5
67	для него	2	5
68	или иной	1	5
69	еще и	1	5
70	и пр	1	5
71	в частности	2	5
72	и все	7	5
73	еще более	1	5
74	в большей	1	5
75	в своих	2	5
76	жизни в	1	5
77	и до	3	4
78	начала в	1	4
79	в общем	6	4
80	и к	5	4
81	поэтому и	1	4
82	в самом	8	4
83	в этой	6	4
84	этой культуры	3	4
85	и еще	1	4
86	в узком	1	4
87	на всю	1	4
88	входит в	1	4
89	в их	4	4
90	мысли и	1	4
91	не в	8	4
92	до сих	8	4
93	можно только	1	4
94	связи с	4	4
95	в жизни	3	4
96	из них	5	4
97	отношение к	4	4
98	сих пор	8	4
99	для нас	3	4
100	между ними	2	4
101	культуры в	10	4
102	совершенно не	3	4
103	самом деле	12	3
104	между всеми	1	3
105	по его	2	3
106	мы и	2	3
107	мы будем	3	3
108	в себя	2	3
109	уже не	1	3
110	но все	5	3
111	то что	18	3
112	в себе	5	3
113	но на	2	3
114	перестает быть	1	3
115	европейской культуры	6	3
116	и с	5	3
117	на этой	2	3
118	и других	2	3
119	это не	3	3
120	далеко не	5	3
121	он и	1	3
122	с точки	8	3
123	уже сказали	1	3
