N	2gram	Tiupa_Hudo_1	Myshleni
1	то что	8	26
2	в этом	11	25
3	что он	9	25
4	потому что	5	21
5	точки зрения	5	18
6	в том	12	18
7	не может	7	18
8	того чтобы	3	17
9	не только	12	16
10	и в	14	16
11	того что	4	16
12	так как	1	16
13	что в	6	16
14	том что	16	15
15	понятий и	1	15
16	в сущности	1	13
17	сказать что	1	13
18	вопрос о	2	12
19	по отношению	8	12
20	в ходе	3	12
21	и что	2	12
22	и не	2	12
23	отношению к	8	12
24	отношение к	1	11
25	в его	8	11
26	но не	3	10
27	в силу	1	10
28	было бы	6	10
29	как мы	3	10
30	только в	5	10
31	а не	12	10
32	с точки	3	9
33	в отношении	1	9
34	может быть	5	9
35	то же	9	8
36	должно быть	2	8
37	как и	9	8
38	если бы	3	8
39	тем самым	1	8
40	в основе	1	8
41	о том	12	8
42	он не	4	8
43	как это	1	8
44	мы должны	1	8
45	же как	2	7
46	в нем	3	7
47	но он	3	7
48	по себе	2	7
49	приводит к	3	7
50	так и	13	7
51	с другом	1	7
52	друг с	1	7
53	к объекту	1	7
54	и на	3	6
55	но в	5	6
56	в этой	8	6
57	как он	2	6
58	состоит в	2	6
59	в другом	2	6
60	не в	7	6
61	что оно	1	6
62	что все	1	6
63	у него	9	6
64	но и	5	6
65	в какой	1	6
66	к тому	7	6
67	в сфере	1	5
68	в такой	2	5
69	что они	1	5
70	как в	8	5
71	в своем	4	5
72	в которой	1	5
73	он должен	1	5
74	из нее	1	5
75	тому что	4	5
76	мысли и	1	5
77	с ним	4	5
78	самого начала	1	5
79	в то	8	5
80	никогда не	6	5
81	ничего не	8	5
82	этом отношении	3	5
83	с самого	1	5
84	можно было	5	5
85	же мере	2	5
86	на вопрос	2	5
87	но мы	1	5
88	можно сказать	4	5
89	тот же	1	5
90	хотя бы	1	5
91	для него	10	5
92	тем что	3	5
93	как бы	7	5
94	только что	4	5
95	не знает	2	5
96	как известно	1	4
97	и то	1	4
98	той же	2	4
99	на пороге	1	4
100	ответить на	1	4
101	а только	4	4
102	друг от	1	4
103	в самом	4	4
104	все эти	3	4
105	вообще не	1	4
106	при этом	12	4
107	и по	3	4
