1	и не	16	31
2	и в	23	29
3	может быть	15	24
4	в его	5	24
5	в этом	18	22
6	а не	10	22
7	т е	22	21
8	как бы	4	19
9	в нем	4	19
10	точки зрения	14	19
11	для него	1	18
12	у достоевского	1	16
13	то что	9	15
14	не только	20	15
15	и его	3	14
16	то же	6	14
17	не как	2	14
18	но и	7	14
19	рядом с	2	14
20	с точки	8	13
21	уже не	8	13
22	в пределах	4	13
23	как и	2	12
24	не может	9	12
25	таким образом	5	12
26	в одном	1	10
27	только в	5	10
28	в самом	12	10
29	этом смысле	5	10
30	там где	5	10
31	в то	4	10
32	все эти	12	9
33	же время	3	9
34	с его	1	9
35	но не	6	9
36	все же	7	9
37	если бы	12	9
38	это не	6	9
39	как не	3	8
40	что в	10	8
41	что он	5	8
42	в своей	2	8
43	по себе	10	8
44	потому что	25	8
45	до конца	3	8
46	в том	19	8
47	в каждом	1	8
48	по отношению	1	8
49	в своем	2	8
50	а как	1	7
51	том что	11	7
52	но в	11	7
53	она не	2	7
54	достоевского и	2	7
55	вовсе не	9	7
56	в форме	3	7
57	лишь как	1	7
58	и на	6	7
59	а в	3	7
60	в себе	1	7
61	не в	8	7
62	прежде всего	8	7
63	и как	1	7
64	так и	4	7
65	несмотря на	5	6
66	выражение в	3	6
67	не могут	5	6
68	могут быть	4	6
69	что она	3	6
70	все это	5	6
71	и потому	2	6
72	в конце	4	6
73	как в	3	6
74	к нему	2	6
75	как раз	3	6
76	так же	4	6
77	в самой	2	6
78	самом деле	9	6
79	был бы	2	6
80	в целом	1	6
81	точку зрения	1	6
82	так как	15	6
83	зависимости от	5	5
84	он и	2	5
85	было бы	15	5
86	же что	1	5
87	в сущности	9	5
88	перед нами	4	5
89	во всяком	5	5
90	конце концов	3	5
91	и о	4	5
92	он не	3	5
93	и др	1	5
94	не становится	1	5
95	в зависимости	4	5
96	ничего не	4	5
97	и это	3	5
98	должна быть	5	5
99	сознания и	2	5
100	более того	1	5
101	именно в	3	5
102	той же	2	5
103	еще не	5	5
104	но все	4	5
105	на самом	2	5
106	у него	3	5
107	между тем	6	5
108	это и	3	5
109	в свете	1	4
110	в этой	6	4
111	основную особенность	1	4
112	от того	4	4
113	идет о	1	4
114	перестает быть	1	4
115	они не	1	4
116	и для	2	4
117	превращается в	2	4
118	их в	1	4
119	не значит	1	4
120	должно быть	4	4
121	даже в	1	4
122	как мы	3	4
123	тем что	3	4
124	стиля и	1	4
125	бы и	4	4
126	и с	7	4
127	что и	3	4
128	и следовательно	2	4
129	и т	39	4
130	что же	5	4
131	не было	4	4
132	не на	2	4
133	но это	3	4
134	в процессе	3	4
135	в результате	4	4
136	в плоскости	2	4
137	если же	1	3
138	само по	5	3
139	в своих	2	3
