N	2gram	Tiupa_Disk_1	Istorich
1	в сказке	3	50
2	и в	16	22
3	мы имеем	2	19
4	в этом	15	17
5	что в	4	15
6	не только	28	14
7	мы видели	1	13
8	но и	14	12
9	и не	11	12
10	в этих	1	11
11	может быть	17	11
12	или в	2	11
13	но в	8	10
14	таким образом	3	10
15	еще не	14	10
16	в нем	9	9
17	в сказках	2	9
18	что и	3	9
19	в том	23	9
20	что он	4	9
21	вместе с	1	9
22	как мы	2	8
23	что они	1	8
24	с этим	3	8
25	том что	19	8
26	но не	11	7
27	то что	5	7
28	мы должны	1	7
29	уже не	4	7
30	из них	3	7
31	с другой	10	7
32	другой стороны	3	7
33	к этому	2	7
34	то же	7	6
35	не вполне	1	6
36	не все	1	6
37	это не	3	6
38	во время	1	6
39	связи с	4	6
40	все еще	1	6
41	если бы	1	6
42	в них	4	6
43	что здесь	1	6
44	то и	1	6
45	друг друга	1	6
46	мы можем	1	6
47	а не	22	6
48	а в	5	6
49	с ней	1	6
50	все же	3	5
51	он не	1	5
52	что она	1	5
53	в этой	2	5
54	тем не	1	5
55	не менее	2	5
56	могут быть	4	5
57	живет в	1	5
58	к нему	1	5
59	того что	3	5
60	один из	3	5
61	что сказка	1	5
62	до сих	1	5
63	в частности	9	5
64	этом случае	1	5
65	сих пор	1	5
66	одним из	2	4
67	и на	5	4
68	отношение к	4	4
69	не в	7	4
70	на этом	2	4
71	не всегда	2	4
72	как это	1	4
73	и его	2	4
74	тем что	3	4
75	что на	1	4
76	в пределах	2	4
77	только в	7	4
78	сказки в	1	4
79	его и	1	4
80	представляют собой	1	4
81	а именно	1	4
82	связано с	1	4
83	они не	2	4
84	в данном	5	4
85	в свою	3	4
86	на смену	3	4
87	не может	9	4
88	и другие	1	4
89	имеет свою	3	3
90	я не	1	3
91	представление о	1	3
92	и ее	2	3
93	в чем	1	3
94	со стороны	7	3
95	в одной	3	3
96	целый ряд	2	3
97	и как	6	3
98	и к	4	3
99	следующим образом	1	3
100	в целом	4	3
101	представляет собой	17	3
102	из этих	1	3
103	на его	4	3
104	могло быть	1	3
105	было бы	1	3
106	приходит в	1	3
107	для них	1	3
108	далеко не	10	3
109	как и	16	3
110	состоит в	9	3
111	должны были	1	3
112	и эти	1	3
113	в русской	1	3
114	никогда не	2	3
115	потому что	4	3
116	однако это	2	3
117	к тому	5	3
118	они и	3	3
119	о том	8	3
120	но по	1	3
121	здесь не	1	3
122	данном случае	2	3
123	на том	2	3
124	особого рода	2	3
125	в его	7	3
126	с ними	1	3
127	никого не	2	3
128	стоит на	1	3
129	при помощи	1	3
130	за ним	1	3
131	прежде всего	11	3
132	уходит в	1	3
133	в связи	1	3
134	стороны и	2	3
135	быть и	1	3
136	но это	1	3
137	и от	1	3
138	и все	2	3
139	сказать что	3	3
140	например в	2	2
141	и то	1	2
142	на самом	1	2
143	и есть	2	2
144	приходит на	1	2
145	в котором	5	2
146	не имеют	1	2
147	той же	1	2
148	вопрос о	1	2
149	но она	1	2
150	на себя	2	2
151	из того	1	2
152	и он	2	2
153	он ничего	1	2
154	как правило	4	2
155	в сторону	4	2
156	по отношению	9	2
157	в качестве	34	2
158	себе и	1	2
159	вследствие чего	1	2
160	независимо от	1	2
161	его на	1	2
162	как в	10	2
163	в своем	6	2
164	хотя и	2	2
165	и сказка	3	2
166	образом и	1	2
167	тому же	5	2
168	при этом	13	2
169	они в	1	2
170	всех этих	1	2
171	в виде	1	2
172	так и	8	2
173	но все	1	2
174	в работе	1	2
175	на все	1	2
176	большинстве случаев	1	2
177	с тем	1	2
178	со своими	1	2
179	и было	2	2
180	как таковой	1	2
181	не мог	1	2
182	точки зрения	3	2
183	это делает	1	2
184	в которых	4	2
185	стоит в	1	2
186	что было	1	2
187	но они	2	2
188	и более	1	2
189	и герой	2	2
190	в то	3	2
191	не имеет	1	2
192	имеются и	1	2
193	как будто	1	2
194	здесь они	1	2
195	встречается в	1	2
196	во все	1	2
197	что отец	1	2
198	время они	1	2
199	и это	1	2
200	и о	4	2
201	говорит и	2	2
202	роль в	7	2
203	в другом	2	2
204	не с	3	2
205	одного из	2	2
206	образом в	1	2
207	о ней	1	2
208	и что	2	2
209	в силу	5	2
210	а также	8	2
211	там же	1	2
212	должно было	1	2
213	между тем	4	2
214	герой в	1	2
215	тот свет	1	2
216	дело с	2	2
217	и действительно	1	2
218	с одной	9	2
219	сказке но	1	2
220	в жизни	1	2
221	что не	4	2
222	за счет	1	2
223	всяком случае	1	2
224	в одном	2	2
225	и один	1	2
226	только на	1	2
227	в особенности	4	2
228	и даже	3	2
229	даже не	1	2
230	сюда же	1	2
231	и др	2	2
232	к более	1	2
233	не было	7	2
234	одной стороны	9	2
235	представления о	2	2
236	так на	1	2
237	сказка не	1	2
238	сказки о	3	2
239	и потому	3	2
240	с миром	1	2
241	в тех	2	2
242	да и	1	2
243	можно сказать	5	2
244	в особом	2	2
245	указать на	1	2
246	лицо и	1	2
247	или не	1	2
248	героя не	1	2
249	более поздних	2	2
250	отношению к	9	2
251	во всяком	2	2
252	также и	3	1
253	таком случае	1	1
254	самом деле	1	1
255	не хочет	1	1
256	сказки об	1	1
257	и до	1	1
258	три разные	1	1
259	со своей	1	1
260	во-первых в	1	1
261	и за	1	1
262	как способ	2	1
263	мы не	1	1
264	и лицо	1	1
265	персонажей здесь	1	1
266	и последующей	1	1
267	наличие в	1	1
268	принадлежит к	1	1
269	то она	2	1
270	к общему	1	1
271	на них	1	1
272	между собой	2	1
273	быть в	1	1
274	столь же	3	1
275	пока они	1	1
276	что его	1	1
277	в различных	2	1
278	которые однако	1	1
279	только текстов	1	1
280	из сторон	1	1
281	но как	2	1
282	не то	1	1
283	со всеми	1	1
284	сказки и	2	1
285	к ним	3	1
286	в новом	2	1
287	иногда и	1	1
288	в буквальном	1	1
289	тут же	1	1
290	нет и	1	1
291	каждый в	2	1
292	отнюдь не	8	1
293	наличию в	1	1
294	как говорит	1	1
295	более чем	2	1
296	из возможных	1	1
297	перед нами	3	1
298	бы я	1	1
299	его к	1	1
300	что это	1	1
301	типа эти	1	1
302	он в	1	1
303	сказка но	1	1
304	что так	1	1
305	право на	1	1
306	говорит не	1	1
307	и те	1	1
308	на то	1	1
309	человек не	1	1
310	этот процесс	1	1
311	не следует	2	1
312	ей в	2	1
313	в определенном	1	1
314	видеть в	1	1
315	в первую	1	1
316	не как	4	1
317	том чтобы	2	1
318	подобно тому	2	1
319	и по	2	1
320	так например	2	1
321	впоследствии на	1	1
322	человека в	2	1
323	положения что	1	1
324	по своему	3	1
325	могла бы	2	1
326	не будет	1	1
327	более позднюю	1	1
328	в мире	1	1
329	об этом	2	1
330	в жены	1	1
331	бы быть	3	1
332	а как	1	1
333	заключается в	3	1
334	с другими	1	1
335	в и	1	1
336	и тем	2	1
337	не соответствует	1	1
338	одной из	4	1
339	от отца	1	1
340	но уже	1	1
341	частности из	1	1
342	он из	1	1
343	соответствии с	2	1
344	которой он	1	1
345	и вне	1	1
346	задач в	1	1
347	оно имеет	1	1
348	не единственная	1	1
349	ведет к	3	1
350	побудить его	1	1
351	в своей	5	1
352	что такое	1	1
353	художественного творчества	1	1
354	с точки	1	1
355	что вся	1	1
356	представляла собой	1	1
357	любопытный случай	1	1
358	не исчерпывается	1	1
359	своего рода	8	1
360	это вызывает	1	1
361	которые в	1	1
362	не могли	1	1
363	как можно	1	1
364	по себе	3	1
365	природой в	1	1
366	вплоть до	1	1
367	сказки с	1	1
368	самого начала	1	1
369	о них	1	1
370	на которых	1	1
371	для всего	1	1
372	то чего	1	1
373	имеем дело	2	1
374	стал он	1	1
375	впрочем в	1	1
376	можно усмотреть	2	1
377	во всем	1	1
378	мы и	1	1
379	в каком	1	1
380	перед ним	1	1
381	не создает	1	1
382	на небесах	2	1
383	друга так	1	1
384	к прежнему	1	1
385	и другой	1	1
386	лежит в	1	1
387	отличается от	2	1
388	об одном	1	1
389	и другим	1	1
390	здесь пока	1	1
391	указывает на	2	1
392	не есть	2	1
393	если же	1	1
394	состоят в	1	1
395	обычно в	1	1
396	чтобы вернуть	1	1
397	с ее	2	1
398	как не	3	1
399	свою очередь	3	1
400	на нем	1	1
401	но далеко	1	1
402	в ее	3	1
403	здесь также	1	1
404	вместе со	1	1
405	что всякая	1	1
406	только то	1	1
407	в себя	5	1
408	с самого	1	1
409	и сам	1	1
410	только через	1	1
411	чтобы быть	1	1
412	в исторической	1	1
413	во второй	1	1
414	он сам	1	1
415	по мере	2	1
416	но такая	1	1
417	но здесь	1	1
418	и должно	1	1
419	но имеют	1	1
420	к одной	1	1
421	при котором	1	1
422	чего она	1	1
423	с другим	1	1
424	что каждый	1	1
425	времени в	2	1
426	по их	1	1
427	восходит к	1	1
428	связаны с	1	1
429	обнаруживается в	1	1
430	здесь в	2	1
431	вернуться к	1	1
432	позднейшее явление	1	1
433	они хотят	1	1
434	которых она	1	1
435	о двух	1	1
436	пришел к	1	1
437	особенно если	1	1
438	хотя бы	3	1
439	как нечто	1	1
440	его живой	1	1
441	живет еще	1	1
442	динамики не	1	1
443	эту связь	1	1
444	указывающие на	1	1
445	уже в	2	1
446	в большинстве	1	1
447	в нашей	1	1
448	в начале	2	1
449	герой здесь	1	1
450	или даже	2	1
451	рассказывает что	2	1
452	к своим	1	1
453	он имеет	1	1
454	что происходило	1	1
455	и их	1	1
456	он весь	1	1
457	сами по	2	1
458	заметить что	2	1
459	мы назвали	1	1
460	тогда как	19	1
461	явно не	1	1
462	от того	1	1
463	бы это	2	1
464	это лишь	1	1
465	нас в	1	1
466	что человек	1	1
467	стороны он	1	1
468	в каких	1	1
469	а впоследствии	1	1
470	здесь это	1	1
471	и прежде	1	1
472	или о	1	1
473	себя и	1	1
474	i это	1	1
475	говорит о	1	1
476	обратить внимание	2	1
477	однако в	3	1
478	в соответствии	2	1
479	ничем не	1	1
480	о чем	2	1
481	его собственной	1	1
482	объединены в	1	1
483	от мира	1	1
484	здесь имеет	1	1
485	человека как	1	1
486	с двумя	1	1
487	мог быть	3	1
488	к себе	2	1
489	всем что	1	1
490	и будут	1	1
491	в область	1	1
492	тому как	3	1
493	как бы	5	1
494	в отдельности	1	1
495	кто из	1	1
496	исходя из	2	1
497	слово со	1	1
498	что же	2	1
499	этого слова	1	1
500	с этой	1	1
501	и тому	1	1
502	в основном	1	1
503	оба они	1	1
504	о его	1	1
505	но для	1	1
506	что якобы	1	1
507	ранних стадиях	1	1
508	в книге	1	1
509	это уже	1	1
510	тех случаях	1	1
511	он видел	1	1
512	случаях когда	1	1
513	при таком	1	1
514	не существует	1	1
515	войти в	1	1
516	которая в	1	1
517	или нет	1	1
518	они имеют	1	1
519	собой исторически	1	1
520	сын и	1	1
521	на более	1	1
522	по ходу	1	1
523	могли быть	1	1
524	был вынужден	1	1
525	героя и	2	1
526	не знает	1	1
