N	2gram	Tiupa_Disk_2	Problema
1	и не	15	28
2	то есть	12	27
3	не только	10	24
4	только в	3	23
5	вовсе не	1	21
6	и в	16	20
7	в том	8	20
8	ни в	7	17
9	не просто	1	16
10	все эти	3	16
11	то что	5	15
12	потому что	4	15
13	точки зрения	4	14
14	той или	3	14
15	но и	11	14
16	также и	3	13
17	перед нами	3	13
18	не в	3	13
19	или иной	3	13
20	в нашем	1	12
21	в себе	19	12
22	том что	10	12
23	не есть	1	12
24	с точки	2	11
25	прежде всего	7	11
26	подобного рода	1	11
27	как будто	3	11
28	отнюдь не	6	10
29	тем не	1	10
30	и его	3	10
31	не менее	7	10
32	так и	9	10
33	в качестве	16	10
34	не является	4	10
35	в этом	16	9
36	может быть	16	9
37	и даже	1	9
38	все это	2	9
39	бесконечного ряда	1	8
40	но в	11	8
41	содержит в	2	8
42	таким образом	1	8
43	что он	2	8
44	в той	2	8
45	в результате	2	8
46	и все	3	8
47	во всяком	1	8
48	то же	6	7
49	мы не	1	7
50	в ней	2	7
51	еще не	6	7
52	и с	2	7
53	это не	3	7
54	здесь не	2	7
55	есть в	2	7
56	с другой	5	7
57	именно в	2	7
58	сказать что	1	7
59	а не	14	7
60	такого рода	9	7
61	есть не	1	6
62	мы имеем	2	6
63	при этом	17	6
64	об этом	1	6
65	как и	16	6
66	в данном	7	6
67	но если	1	6
68	по крайней	1	6
69	а также	8	6
70	крайней мере	1	6
71	так что	1	6
72	в одно	1	6
73	по своему	1	6
74	но это	3	6
75	и от	1	6
76	другой стороны	2	6
77	но не	7	5
78	как в	8	5
79	хотя и	1	5
80	в нем	7	5
81	да и	1	5
82	в них	3	5
83	в этих	3	5
84	в ее	1	5
85	данном случае	6	5
86	о том	4	5
87	можно сказать	3	5
88	жизни и	3	5
89	уже не	3	5
90	случае не	1	5
91	известного рода	4	5
92	здесь в	3	5
93	человеческой жизни	2	5
94	не может	9	5
95	вместе с	2	5
96	и ни	1	5
97	это и	1	4
98	но даже	1	4
99	человеческих отношений	1	4
100	и есть	1	4
101	и наконец	3	4
102	в этой	4	4
103	времени и	2	4
104	несмотря на	1	4
105	в своей	6	4
106	всяком случае	1	4
107	в одном	4	4
108	тем самым	6	4
109	отличается от	1	4
110	в разных	1	4
111	ни о	1	4
112	указывает на	1	4
113	и образ	1	4
114	здесь как	1	4
115	с ним	1	4
116	никак не	1	4
117	и во	1	4
118	во всех	1	4
119	и только	1	4
120	одной из	1	4
121	и ее	3	4
122	как бы	4	4
123	однако не	1	4
124	и для	2	4
125	солнца и	1	4
126	же в	1	4
127	а в	2	4
128	в то	5	4
129	в какой	1	4
130	самом деле	1	3
131	он как	1	3
132	но она	3	3
133	и на	5	3
134	он был	1	3
135	тут же	2	3
136	в истории	1	3
137	же и	1	3
138	в своем	5	3
