N	3gram	Potebnia_M_2	Analitik
1	о том что	1	6
2	в том что	7	6
3	состоит в том	1	4
4	с одной стороны	3	4
5	и в этом	1	4
6	в этом случае	1	4
7	подобно тому как	4	3
8	по крайней мере	5	3
9	тем не менее	5	3
10	как и в	1	3
11	в этом смысле	2	2
12	в таком случае	2	2
13	в то же	2	2
14	то есть в	1	2
15	тогда как в	2	2
16	в отличие от	1	2
17	не знаю что	1	2
18	с другой стороны	2	2
19	то же время	2	2
20	и тем самым	1	2
21	и в самом	1	2
22	на то что	3	2
23	если бы он	1	1
24	до такой степени	1	1
25	не в состоянии	4	1
26	а между тем	4	1
27	а не с	2	1
28	хотя как кажется	1	1
29	более или менее	8	1
30	к другому в	1	1
31	которые могут быть	1	1
32	и во всех	2	1
33	сами по себе	7	1
34	между тем как	2	1
35	во всех этих	1	1
36	его как бы	1	1
37	со всех сторон	1	1
38	с этой точки	1	1
39	то и другое	4	1
40	бы и в	1	1
41	и тогда когда	2	1
42	в применении к	1	1
43	в таких случаях	1	1
44	не о том	1	1
45	и тот же	1	1
46	и то же	2	1
47	это не так	1	1
48	не имеет места	1	1
49	в эту минуту	3	1
50	в свою очередь	6	1
51	в связи с	1	1
52	одно и то	2	1
53	из них не	1	1
54	как более или	1	1
55	а в том	1	1
56	имеет место в	1	1
57	не может быть	2	1
58	том смысле что	1	1
59	не только на	1	1
60	из виду что	1	1
61	не менее в	1	1
62	в том смысле	4	1
63	сама по себе	2	1
64	и за пределы	1	1
65	что одно и	1	1
66	почти то же	1	1
67	в целом как	1	1
68	обратим внимание на	1	1
