N	2gram	Ircho_Kome_3	Marksizm
1	может быть	6	28
2	и в	22	19
3	как бы	3	19
4	и не	21	19
5	не может	3	18
6	точки зрения	4	17
7	то же	7	16
8	и его	6	16
9	как мы	2	15
10	в этом	8	15
11	в сущности	2	14
12	таким образом	12	14
13	не только	5	13
14	с точки	3	13
15	связи с	5	13
16	в нем	3	11
17	если бы	8	11
18	вовсе не	4	11
19	не в	4	10
20	так и	4	10
21	но и	4	10
22	в пределах	2	10
23	том что	13	10
24	самом деле	6	9
25	при этом	7	9
26	как и	3	9
27	в основе	2	9
28	а не	4	9
29	с его	3	8
30	по отношению	5	8
31	высказывание в	1	8
32	в то	6	8
33	же время	5	8
34	только в	1	8
35	отнюдь не	4	8
36	не является	4	8
37	отношению к	3	8
38	его в	8	7
39	никогда не	3	7
40	в том	12	7
41	прежде всего	5	7
42	в связи	4	7
43	и для	4	7
44	но в	5	7
45	в таком	2	7
46	во всех	2	6
47	и как	1	6
48	в самом	9	6
49	если мы	2	6
50	ни в	10	6
51	в смысле	1	6
52	того чтобы	6	6
53	к тому	6	6
54	для того	6	6
55	же самое	3	6
56	между тем	2	6
57	мы можем	3	6
58	с помощью	4	6
59	и все	2	6
60	хотя бы	4	6
61	ни было	2	6
62	в свою	7	6
63	того же	6	5
64	к другому	1	5
65	и на	2	5
66	все же	4	5
67	выражение в	1	5
68	является не	1	5
69	то ни	3	5
70	в их	2	5
71	самого начала	4	5
72	свою очередь	6	5
73	с самого	4	5
74	и здесь	4	5
75	к нему	5	5
76	в его	8	5
77	в большинстве	1	5
78	отношении к	1	5
79	тем более	4	5
80	совершенно не	2	5
81	к этому	6	5
82	так же	4	5
83	тем же	3	4
84	а как	2	4
85	и ее	2	4
86	бы то	2	4
87	переживания и	1	4
88	конечно не	3	4
89	только на	1	4
90	в себе	4	4
91	на то	3	4
92	значение в	1	4
93	это не	2	4
94	было бы	3	4
95	и тем	1	4
96	в слове	1	4
97	этой связи	2	4
98	тому что	2	4
99	в отношении	4	4
100	ничего не	3	4
101	следует что	3	4
102	из одного	1	4
103	что он	8	4
104	в душе	1	4
105	и их	1	4
106	как раз	6	4
107	в основном	1	4
108	бы в	4	4
109	то что	4	4
110	сказать что	1	4
111	в котором	2	3
112	и до	1	3
113	в ней	4	3
114	еще не	6	3
