N	2gram	Tiupa_Lite_1	StatiiOP
1	борисе годунове	1	40
2	в борисе	1	39
3	и в	8	25
4	в этом	12	24
5	у пушкина	1	22
6	пушкина в	2	21
7	в том	16	20
8	что он	5	19
9	может быть	13	19
10	тем что	2	19
11	что в	3	19
12	том что	14	15
13	в этой	4	14
14	не только	24	12
15	в г	1	12
16	в его	7	12
17	то что	10	12
18	в этих	1	11
19	таким образом	3	10
20	прежде всего	11	10
21	и не	12	10
22	у него	3	9
23	но и	17	9
24	самого пушкина	3	8
25	о том	2	8
26	как например	1	8
27	это было	1	8
28	в своих	4	8
29	из его	2	7
30	это не	4	7
31	было бы	2	7
32	в то	5	7
33	не может	5	7
34	точки зрения	6	7
35	что такое	2	7
36	и на	1	6
37	как в	5	6
38	из этих	2	6
39	не в	8	6
40	в русской	10	6
41	между тем	2	6
42	пушкиным в	1	6
43	только в	8	6
44	в конце	4	6
45	в области	3	6
46	в россии	2	6
47	как бы	7	6
48	а в	3	6
49	отношения между	2	5
50	в году	13	5
51	то же	5	5
52	ответ на	1	5
53	но в	3	5
54	на то	1	5
55	он не	1	5
56	говорил что	1	5
57	на почве	2	5
58	мы имеем	1	5
59	в котором	1	5
60	и сальери	1	5
61	потому что	3	5
62	так и	4	5
63	он говорил	1	5
64	в них	1	5
65	с другой	3	5
66	маленьких трагедий	1	5
67	а не	16	5
68	такого рода	10	5
69	того что	6	5
70	другой стороны	1	5
71	например в	3	4
72	в которой	1	4
73	из которых	1	4
74	в чем	1	4
75	в общем	1	4
76	относится к	2	4
77	в центре	1	4
78	все же	4	4
79	не было	3	4
80	то в	1	4
81	в целом	8	4
82	состоит в	11	4
83	в каждом	1	4
84	лишь в	4	4
85	для россии	1	4
86	и тем	4	4
87	в жизни	6	4
88	с тем	1	4
89	как и	6	4
90	в эту	1	4
91	а как	2	4
92	по крайней	1	4
93	с точки	2	4
94	этом отношении	2	4
95	в каком	1	4
96	отличается от	1	4
97	и с	1	4
98	если бы	1	4
99	можно сказать	1	4
100	а также	5	4
101	к нему	1	4
102	всего в	3	4
103	в качестве	17	4
104	и др	3	4
105	в начале	1	4
106	всяком случае	2	4
107	отношение к	1	4
108	крайней мере	1	4
109	в особенности	1	4
110	xix века	6	4
111	он говорит	1	4
112	в отдельных	1	4
113	сказать что	1	4
114	была бы	1	4
115	в своей	4	4
116	из этого	1	4
117	можно назвать	1	4
118	во всяком	3	4
119	я и	7	3
120	говорить о	1	3
121	он был	1	3
122	с его	5	3
123	своего рода	11	3
124	в творчестве	1	3
125	все эти	2	3
126	и если	1	3
127	на этом	2	3
128	в другом	2	3
129	несмотря на	3	3
130	начале xix	1	3
131	в их	3	3
132	что я	2	3
133	и более	1	3
134	во время	1	3
135	же время	5	3
136	связи с	6	3
137	и здесь	1	3
138	в словах	1	3
139	со стороны	4	3
140	на вопрос	1	3
141	и что	1	3
142	по этому	2	3
143	нельзя сказать	1	3
144	у которого	1	3
145	и его	4	3
146	уже не	7	3
147	уже в	5	3
148	не так	1	3
149	для него	2	3
150	так как	1	3
151	в некоторых	1	3
152	как раз	4	3
153	не является	2	3
154	что для	2	3
155	одной стороны	2	3
156	до конца	1	3
157	в рассказе	1	3
158	в связи	4	3
159	быть это	3	3
160	с этой	5	3
161	между прочим	1	3
162	этого рода	2	3
163	в стихотворении	4	3
164	тем более	2	3
165	обращается к	2	3
166	находит свое	1	3
167	все они	2	3
168	к этому	1	3
169	в виде	1	3
170	в какой	1	3
171	самом деле	2	2
172	к своей	2	2
173	и за	1	2
174	той же	3	2
175	в сущности	2	2
176	как я	1	2
177	того же	2	2
178	разумеется не	1	2
179	не был	1	2
180	во всех	1	2
181	тем как	1	2
182	то он	2	2
183	но как	1	2
184	нет не	2	2
185	не просто	1	2
186	что они	1	2
187	более и	1	2
188	в самом	3	2
189	во многих	2	2
190	время чумы	1	2
191	за рамки	1	2
192	так сказать	1	2
193	в статье	1	2
194	не как	4	2
195	чтобы в	1	2
196	в плане	1	2
197	и по	1	2
198	моцарта сальери	1	2
199	но все	1	2
200	а по	1	2
201	то есть	6	2
202	русской поэзии	5	2
203	а с	1	2
204	он и	3	2
205	между собою	1	2
206	жизни но	1	2
207	мы не	1	2
208	такой же	1	2
209	не мог	3	2
210	стихах и	1	2
211	не столько	5	2
212	в которых	1	2
213	тем не	2	2
214	для этого	4	2
215	не была	1	2
216	произведения и	1	2
217	если и	1	2
218	в отношении	1	2
219	случае в	1	2
220	не менее	7	2
221	самого начала	1	2
222	как о	1	2
223	дело не	2	2
224	на котором	1	2
225	тогда когда	1	2
226	одна из	3	2
227	было у	2	2
228	не имеет	1	2
229	никогда не	4	2
230	бы между	1	2
231	классицизма в	1	2
232	и всегда	1	2
233	более что	1	2
234	х годов	2	2
235	могут быть	2	2
236	к тому	2	2
237	на это	2	2
238	должен быть	2	2
239	как мы	1	2
240	с ее	1	2
241	в виду	3	2
242	на основе	1	2
243	с самого	1	2
244	моцарта и	1	2
245	на нее	1	2
246	или в	1	2
247	два стиха	1	2
248	по тому	1	2
249	произведения как	1	2
250	одного из	3	2
251	с одной	2	2
252	что его	3	2
253	и во	1	2
254	от них	1	2
255	этому поводу	1	2
256	борьба с	1	2
257	а потому	2	2
258	и только	2	2
259	и других	1	2
260	еще не	4	2
261	отказ от	7	2
262	и у	1	2
263	то и	2	2
264	в поэзии	1	2
265	во втором	2	2
266	одно из	3	2
267	а то	1	2
268	это место	1	2
269	вовсе не	1	2
270	маленькими трагедиями	1	2
271	при всей	3	2
272	или иной	2	2
273	до сих	1	2
274	себя и	1	2
275	что не	2	2
276	не на	2	2
277	ни на	1	2
278	вместе с	1	2
279	в одной	1	2
280	в рамках	6	2
281	но не	4	2
282	и марина	1	2
283	своего времени	2	2
284	быть не	1	2
285	в это	1	2
286	сих пор	1	2
287	один из	3	2
288	которые были	1	2
289	только что	1	2
290	все более	2	2
291	в стихах	1	2
292	одной из	1	2
293	в свою	1	2
294	быть назван	1	2
295	к этой	1	2
296	гораздо более	1	2
297	говорит это	1	1
298	как известно	1	1
299	ту же	2	1
300	за пределы	2	1
301	одним из	5	1
302	также и	3	1
303	до него	1	1
304	и то	2	1
305	на самом	1	1
306	е годы	2	1
307	идет о	1	1
308	перед лицом	1	1
309	тем же	3	1
310	по преимуществу	4	1
311	свое место	1	1
312	должна быть	2	1
313	есть не	1	1
314	для своего	2	1
315	сальери не	1	1
316	многих случаях	1	1
317	вопрос о	1	1
318	нам в	1	1
319	этом не	1	1
320	культуры из	1	1
321	на себя	2	1
322	эпохи в	1	1
