N	3gram	Vygotskiy__1	slovoVRo
1	не может быть	5	15
2	в отличие от	1	12
3	в значительной степени	2	6
4	с одной стороны	8	5
5	той или иной	1	5
6	по отношению к	7	4
7	в зависимости от	2	4
8	то же время	2	4
9	но все же	1	4
10	в то же	2	4
11	в том что	15	4
12	с точки зрения	18	3
13	сама по себе	1	3
14	в этом отношении	4	3
15	в собственном смысле	5	3
16	между словом и	1	3
17	одной стороны и	1	3
18	в свою очередь	3	2
19	до сих пор	4	2
20	на каждом шагу	1	2
21	не только в	1	2
22	тот факт что	1	2
23	во всяком случае	3	2
24	мышления и речи	31	2
25	как уже сказано	6	2
26	один из важнейших	1	2
27	как мы уже	1	2
28	для того чтобы	15	2
29	и т д	1	2
30	человеческой речи является	1	1
31	а следовательно и	1	1
32	хотя и не	1	1
33	время от времени	1	1
34	в какой мере	2	1
35	в чем же	1	1
36	между тем именно	1	1
37	том что в	2	1
38	для всех его	1	1
39	для правильной оценки	1	1
40	и все остальные	1	1
41	в том числе	1	1
42	том что он	2	1
43	и до конца	1	1
44	которых мы говорили	1	1
45	по самому своему	1	1
46	в его понимании	1	1
47	на первый план	2	1
48	и в то	1	1
49	и речи в	3	1
50	но и в	1	1
51	и др то	1	1
52	и представить себе	1	1
53	том числе и	1	1
54	и не может	1	1
55	жизни и в	1	1
56	на то что	3	1
57	основным и наиболее	1	1
58	которого может быть	1	1
59	как и вся	1	1
60	не с помощью	1	1
61	в ту же	1	1
62	одним из главных	1	1
63	к сожалению не	1	1
64	однако и здесь	1	1
65	что он не	1	1
66	и те теоретические	1	1
67	в себе как	1	1
68	не только как	1	1
69	все более и	2	1
70	бы и не	1	1
71	и даже по	1	1
72	есть не только	1	1
73	лежащую в основе	1	1
74	в целом ряде	1	1
75	с другой стороны	9	1
76	все то что	1	1
77	мы видели что	1	1
78	тем не менее	1	1
79	той же идеи	1	1
80	о том что	6	1
81	друг к другу	1	1
82	между этими двумя	2	1
83	мы не можем	1	1
84	большей или меньшей	1	1
85	как и в	1	1
86	относящихся сюда явлений	1	1
87	с самого начала	8	1
88	не только не	1	1
89	тем и другим	2	1
90	более и более	2	1
91	речь идет о	2	1
92	о которых мы	1	1
93	речь как бы	1	1
94	во всем его	1	1
95	она не может	1	1
96	свое выражение в	1	1
97	и с другой	1	1
98	влечет за собой	2	1
99	может не только	1	1
