N	2gram	Losev_Prob_3	Hudozhes
1	том что	12	16
2	и в	44	14
3	у чехова	3	13
4	так и	10	13
5	не только	14	12
6	при этом	4	12
7	о том	6	12
8	в том	21	12
9	а не	18	12
10	и т	13	11
11	в себе	8	11
12	в этом	17	11
13	прежде всего	3	11
14	в своей	5	10
15	для него	3	10
16	то же	13	9
17	как и	10	9
18	что он	9	9
19	в качестве	3	9
20	у него	1	9
21	в этой	3	8
22	как в	5	8
23	то что	23	8
24	ничего не	3	8
25	в его	9	8
26	в то	9	8
27	еще не	5	7
28	это не	9	7
29	своего рода	1	7
30	не в	13	7
31	казалось бы	1	7
32	к тому	3	7
33	быть может	1	7
34	уже не	7	7
35	именно в	2	7
36	не может	7	7
37	как бы	9	7
38	а в	5	7
39	в первой	1	6
40	было бы	8	6
41	никогда не	6	6
42	что в	8	6
43	самом деле	3	5
44	перед нами	8	5
45	но в	12	5
46	об этом	3	5
47	ни в	8	5
48	точки зрения	5	5
49	не менее	10	5
50	и его	5	5
51	потому что	25	5
52	и он	1	5
53	можно было	4	5
54	только в	19	5
55	по мнению	2	5
56	друг друга	2	5
57	может быть	28	5
58	но и	10	5
59	в частности	2	5
60	в этих	2	5
61	одновременно и	1	5
62	жизни и	6	5
63	мы уже	4	4
64	он уже	1	4
65	и о	5	4
66	в ней	5	4
67	а только	5	4
68	в своем	5	4
69	и к	6	4
70	то в	3	4
71	в самом	3	4
72	на то	3	4
73	что она	1	4
74	он не	8	4
75	и читателя	1	4
76	и с	9	4
77	несмотря на	1	4
78	первой главы	1	4
79	тем не	10	4
80	тому что	4	4
81	с ним	7	4
82	она не	3	4
83	связи с	8	4
84	как будто	3	4
85	и это	9	4
86	можно сказать	6	4
87	того что	8	4
88	себя в	2	4
89	из них	2	4
90	в конце	5	4
91	как раз	8	4
92	не было	5	4
93	и все	3	4
94	человеческой жизни	2	4
95	только что	2	4
96	и от	9	4
97	речь идет	1	3
98	с точки	2	3
99	не имеют	4	3
100	едва ли	5	3
101	говорить о	3	3
102	и на	1	3
103	в ее	4	3
104	отнюдь не	10	3
105	идет о	1	3
