N	2gram	Tiupa_Anal_3	Tvorches
1	и в	18	20
2	в году	3	16
3	в романе	2	15
4	не только	22	13
5	никогда не	5	11
6	как бы	10	11
7	таким образом	4	10
8	в то	3	10
9	в его	7	10
10	и его	13	9
11	и не	12	9
12	при этом	11	8
13	в том	9	8
14	может быть	9	8
15	в этом	14	8
16	прежде всего	5	8
17	но и	13	8
18	то же	3	7
19	это не	2	7
20	же время	3	7
21	потому что	1	7
22	не может	2	7
23	что в	9	7
24	в целом	3	6
25	как и	14	6
26	в своей	1	6
27	что он	4	6
28	так и	14	6
29	в конце	5	6
30	у него	1	6
31	именно в	3	6
32	а не	9	6
33	романе достоевского	1	6
34	все это	3	6
35	например в	2	5
36	еще не	6	5
37	и на	4	5
38	но не	7	5
39	все же	4	5
40	в этой	6	5
41	и сам	4	5
42	в мире	5	5
43	то есть	10	5
44	о том	6	5
45	и даже	8	5
46	но это	1	5
47	мы не	3	4
48	все эти	2	4
49	что они	3	4
50	отнюдь не	4	4
51	как в	3	4
52	хотя и	2	4
53	когда он	2	4
54	но в	2	4
55	не в	6	4
56	в дальнейшем	2	4
57	на его	2	4
58	что она	2	4
59	первой части	1	4
60	в принципе	2	4
61	что у	1	4
62	об этом	2	4
63	года и	1	4
64	если бы	1	4
65	тем самым	4	4
66	а а	5	4
67	ничего не	3	4
68	по нашему	1	4
69	а в	10	4
70	в соответствии	2	4
71	и потому	2	4
72	и от	2	4
73	героя в	1	4
74	том что	12	4
75	и отчасти	1	3
76	человека и	1	3
77	он сам	1	3
78	а с	1	3
79	по отношению	7	3
80	тогда как	20	3
81	по сути	2	3
82	отношению к	7	3
83	в себе	2	3
84	в нем	2	3
85	он не	6	3
86	в записках	1	3
87	евгения онегина	1	3
88	у пушкина	3	3
89	человека в	1	3
90	а затем	1	3
91	его в	3	3
92	в самом	5	3
93	в их	6	3
94	место в	1	3
95	однако этот	1	3
96	своего рода	8	3
97	тем что	2	3
98	одна из	2	3
99	казалось бы	1	3
100	с ним	1	3
101	до сих	1	3
102	любви к	2	3
103	князя с	1	3
104	между тем	5	3
105	этот вопрос	1	3
106	уже не	5	3
107	в начале	6	3
108	для него	6	3
109	в современном	1	3
110	то что	2	3
111	как у	1	3
112	к роману	1	3
113	и др	1	3
114	что не	3	3
115	превращается в	1	3
116	вместе с	2	3
117	сути дела	1	3
118	в область	1	3
119	главного героя	1	3
120	с этой	1	3
121	сих пор	1	3
122	один из	2	3
123	не является	5	3
124	своих героев	1	3
125	жизни в	1	3
126	одной из	1	3
127	в своих	1	3
128	к этому	3	3
129	в таком	1	3
130	как известно	1	2
131	неотделима от	1	2
132	таком случае	1	2
133	начинается с	1	2
134	самом деле	2	2
135	и есть	1	2
136	по преимуществу	2	2
137	говорить о	3	2
138	я не	1	2
139	и он	2	2
140	роман и	1	2
141	как правило	5	2
142	в ее	3	2
143	так что	1	2
144	в истории	1	2
145	имеет в	1	2
146	для которого	1	2
147	бы не	1	2
148	тому же	3	2
149	во многих	1	2
150	так сказать	2	2
151	наш взгляд	2	2
152	в статье	1	2
153	же году	1	2
154	при виде	1	2
155	едва ли	3	2
156	характер в	1	2
157	на наш	2	2
158	и по	2	2
159	особенно в	1	2
160	к миру	1	2
161	он же	1	2
162	которой он	1	2
163	и еще	1	2
164	не выдерживает	1	2
165	не столько	3	2
166	в отличие	2	2
167	одном из	1	2
168	как достоевский	1	2
169	в устах	1	2
170	теперь я	1	2
171	не менее	4	2
172	как о	1	2
173	на него	1	2
174	в русской	7	2
175	другой стороны	5	2
176	что на	1	2
177	у нас	1	2
178	и далее	1	2
179	личности в	3	2
180	могут быть	2	2
181	ли не	4	2
182	у ног	1	2
183	так в	3	2
184	приводит к	4	2
185	роль в	3	2
186	сводится к	2	2
187	восходит к	3	2
188	и только	1	2
189	крайней мере	4	2
190	всяком случае	2	2
191	о своих	2	2
192	в литературе	1	2
193	к которому	1	2
194	не случайно	8	2
195	д и	1	2
196	всякого рода	1	2
197	с ними	1	2
198	только в	2	2
199	в стороне	1	2
200	и ее	2	2
201	себя в	4	2
202	человеческой личности	1	2
203	и у	1	2
204	уже в	3	2
205	или даже	1	2
206	то у	1	2
207	его и	1	2
208	в одном	4	2
209	вовсе не	1	2
210	отличие от	2	2
211	рядом с	1	2
212	с другой	7	2
213	не было	3	2
214	на этот	1	2
215	зависит от	1	2
216	по крайней	4	2
217	в частности	12	2
218	к жизни	3	2
219	это его	1	2
220	в первой	8	2
221	х гг	1	2
222	и тогда	1	2
223	это уже	1	2
224	для автора	1	2
225	в основе	1	2
226	с другими	1	2
227	это все	1	2
228	к самому	1	2
229	связь с	2	2
230	но если	1	2
231	героя и	4	2
232	было показано	1	2
233	и без	3	2
234	из этого	1	2
235	в искусстве	2	2
236	по причине	1	2
237	во всяком	2	2
238	с новыми	3	1
239	речь идет	1	1
240	кто бы	1	1
241	сердце его	1	1
242	связана с	1	1
243	а между	1	1
244	и должно	1	1
245	это и	2	1
246	ты и	1	1
247	перед лицом	1	1
248	в первом	2	1
249	из его	1	1
250	видеть в	2	1
251	в доме	1	1
252	мы уже	1	1
253	той же	5	1
254	в литературу	2	1
255	еще нет	1	1
256	со всех	1	1
257	незадолго до	1	1
258	у гоголя	1	1
259	что если	1	1
260	части мы	1	1
261	что уже	1	1
262	жизненной позиции	2	1
263	на себя	2	1
264	как я	1	1
265	мы и	1	1
266	предстает как	1	1
267	всех сторон	1	1
268	свою очередь	4	1
269	он был	1	1
270	между собой	1	1
271	с его	8	1
272	претендующего на	1	1
273	нередко встречается	1	1
274	во всех	2	1
275	в сюжете	1	1
276	иного рода	1	1
277	суда над	1	1
278	этого героя	1	1
279	и читателей	1	1
280	о смерти	3	1
281	но как	3	1
282	в противовес	2	1
283	не все	1	1
284	если в	3	1
285	присущей ему	1	1
286	ответ на	3	1
287	в жизни	2	1
288	отношение к	1	1
289	и первый	1	1
290	в гости	1	1
291	оказывается не	1	1
292	в рамках	3	1
293	рассказанная в	1	1
294	автора в	1	1
295	примеры можно	1	1
296	с этим	3	1
297	опыта к	1	1
298	этой стороны	1	1
299	исключительную роль	1	1
300	перед нами	4	1
301	кто из	1	1
302	как уже	2	1
303	и как	4	1
304	говорит что	1	1
305	из письма	1	1
306	и к	4	1
307	в противоположность	2	1
308	сливается с	1	1
309	живет в	1	1
310	в известном	1	1
311	представляет собой	5	1
312	из этих	3	1
313	на могиле	1	1
314	частности с	1	1
315	с их	3	1
316	и до	1	1
317	на стадии	1	1
318	после чего	2	1
319	на то	1	1
320	в случае	5	1
321	у а	1	1
322	с малым	1	1
323	например как	2	1
324	мысли и	1	1
325	не говорит	1	1
326	о которой	2	1
327	поскольку он	3	1
328	как пишет	2	1
329	переходит от	1	1
330	в силу	1	1
331	и вот	2	1
332	уже говорилось	2	1
333	на жизнь	1	1
334	я с	2	1
335	в большой	1	1
336	мое положение	1	1
337	русской классической	1	1
338	слова не	1	1
339	в каждом	3	1
340	свободой и	1	1
341	совпадают с	1	1
342	по бахтину	1	1
343	в глубине	2	1
344	а по	1	1
345	это весьма	1	1
346	мыслится как	1	1
347	себя не	1	1
348	художественный образ	1	1
349	входит в	2	1
350	того или	1	1
351	заключается в	1	1
352	в глазах	2	1
353	было бы	3	1
354	напротив в	1	1
355	по себе	4	1
356	отказа от	1	1
357	мог бы	1	1
358	из нее	1	1
359	в них	2	1
360	нет в	1	1
361	романом в	1	1
362	но лишь	1	1
363	несмотря на	2	1
364	жизни но	1	1
365	мы знаем	1	1
366	ведет к	1	1
367	должно быть	1	1
368	потому и	1	1
369	в один	1	1
370	остается в	1	1
371	не мог	2	1
372	в эту	1	1
373	в г	1	1
374	отчасти в	1	1
375	в ходе	1	1
376	от своего	1	1
377	таким же	1	1
378	наконец даже	1	1
379	это делает	1	1
380	молодого человека	1	1
381	говорил о	1	1
382	и о	1	1
383	должны были	1	1
384	ему представляется	1	1
385	однако сам	1	1
386	оно никогда	1	1
387	имеем не	1	1
388	в диалоге	1	1
389	произведения в	1	1
390	однако в	5	1
391	как видим	1	1
392	даже в	2	1
393	нас к	1	1
394	автора и	1	1
395	одновременно в	1	1
396	вплоть до	2	1
397	спор с	1	1
398	которой не	1	1
399	классической русской	1	1
400	дело в	2	1
401	на себе	1	1
402	героев и	1	1
403	себе самом	1	1
404	вечере на	1	1
405	через него	1	1
406	и приводит	1	1
407	полного раскрытия	1	1
408	у шекспира	1	1
409	и является	1	1
410	житейской ситуации	1	1
411	со своим	1	1
412	должны иметь	1	1
413	не столь	1	1
414	соотносится с	1	1
415	как будто	1	1
416	именно потому	1	1
417	в подобном	1	1
418	перед ним	1	1
419	сюжета в	1	1
420	представляется нам	2	1
421	в момент	2	1
422	к себе	1	1
423	героев а	1	1
424	о поцелуе	1	1
425	не могут	1	1
426	встречается в	1	1
427	истории не	2	1
428	похож на	1	1
429	невозможно не	1	1
430	заметил что	1	1
431	к печати	1	1
432	к тому	6	1
433	бы он	1	1
434	той или	3	1
435	в поле	1	1
436	указывает на	3	1
437	не противоречит	1	1
438	ролью в	2	1
439	является все	1	1
440	говоря словами	2	1
441	дальнейшем мы	1	1
442	в применении	1	1
443	для себя	1	1
444	и кому	1	1
445	анекдот в	1	1
446	как мы	1	1
447	персонаж не	1	1
