N	2gram	Bakhtin_fo_2	Istorich
1	и в	46	25
2	вместе с	9	22
3	что он	3	22
4	и т	14	20
5	т д	3	18
6	может быть	7	17
7	представление о	2	17
8	мы имеем	2	14
9	не только	11	13
10	но и	9	13
11	в его	8	12
12	так как	6	11
13	уже не	3	11
14	и не	9	11
15	в этом	22	10
16	тем что	3	10
17	все же	6	10
18	и его	12	9
19	его в	6	9
20	в виде	1	9
21	с другой	2	9
22	таким образом	3	9
23	еще не	6	8
24	и на	7	8
25	все эти	5	8
26	в воду	1	8
27	что в	5	8
28	на него	1	8
29	связи с	8	8
30	и что	1	8
31	мы видим	2	8
32	с тем	2	8
33	другой стороны	1	8
34	этих случаях	1	8
35	том что	4	8
36	в нем	5	7
37	а затем	3	7
38	как и	8	7
39	мы видели	2	7
40	во время	10	7
41	представлений о	2	7
42	потому что	8	7
43	о том	4	7
44	и здесь	1	7
45	то что	7	7
46	только в	11	7
47	с одной	2	7
48	в качестве	3	7
49	одной стороны	1	7
50	этом случае	2	7
51	но это	2	7
52	в иной	2	7
53	в частности	5	7
54	как в	4	6
55	в мифах	1	6
56	иной мир	1	6
57	это не	2	6
58	не может	2	6
59	в этих	3	6
60	не в	9	6
61	в бочке	1	6
62	и он	4	6
63	что и	3	6
64	там где	2	6
65	себя в	1	6
66	прежде всего	14	6
67	могут быть	2	6
68	в том	10	6
69	например в	1	5
70	и действительно	1	5
71	мы не	1	5
72	в ней	1	5
73	но не	5	5
74	с этим	5	5
75	но все	1	5
76	здесь мы	3	5
77	как мы	6	5
78	в образе	4	5
79	мы увидим	1	5
80	него и	2	5
81	в море	3	5
82	так же	2	5
83	в него	1	5
84	и это	2	4
85	то же	8	4
86	мы уже	9	4
87	мы здесь	1	4
88	в ее	1	4
89	от этого	2	4
90	в истории	4	4
91	его на	1	4
92	в которой	1	4
93	он не	5	4
94	за тридевять	1	4
95	не как	1	4
96	что все	2	4
97	на этой	1	4
98	и тем	1	4
99	в преисподнюю	1	4
100	после боя	1	4
101	в некоторых	2	4
102	в пределах	5	4
103	в дальнейшем	5	4
104	наряду с	2	4
105	с ним	4	4
106	когда герой	1	4
107	если не	2	4
108	герой в	1	4
109	в основном	8	4
110	все это	6	4
111	же представление	1	4
112	в связи	8	4
113	из себя	1	4
114	в которых	3	3
115	тридевять земель	1	3
116	представлением о	1	3
117	ему в	3	3
118	это же	1	3
119	если в	2	3
120	герой не	1	3
121	и как	3	3
122	его к	1	3
123	в этой	2	3
124	только один	2	3
125	в брюхе	1	3
126	их в	4	3
127	на этом	2	3
128	человека в	6	3
129	имеется и	1	3
130	в таких	1	3
131	в то	5	3
132	но эти	3	3
