N	2gram	Voloshinov_1	FransuaR
1	и в	15	41
2	то есть	1	24
3	и т.п	2	19
4	мы уже	5	18
5	во всех	8	17
6	таким образом	21	17
7	в нем	4	16
8	и с	7	16
9	тела и	1	15
10	тела в	1	13
11	и его	15	13
12	но и	4	13
13	в этом	13	12
14	телом и	1	12
15	как мы	10	12
16	все эти	9	11
17	все это	5	11
18	в самом	6	10
19	не только	5	10
20	так как	9	10
21	и др	8	10
22	прежде всего	11	10
23	то что	10	10
24	и на	3	9
25	во время	5	9
26	о том	1	9
27	здесь в	1	9
28	и все	4	9
29	но в	9	8
30	в этой	5	8
31	никогда не	7	8
32	и до	3	7
33	как и	6	7
34	том что	5	7
35	в его	9	7
36	вовсе не	2	7
37	у него	3	7
38	в особенности	1	7
39	как бы	11	7
40	что в	6	7
41	также и	1	6
42	например в	1	6
43	следующей главе	3	6
44	части тела	1	6
45	в эпоху	3	6
46	в то	6	6
47	один из	4	6
48	мы видим	1	6
49	с помощью	9	6
50	вместе с	4	6
51	в следующей	5	6
52	или в	1	6
53	сказать что	6	6
54	что он	8	6
55	с его	8	5
56	в ее	4	5
57	в своем	2	5
58	что это	3	5
59	в себе	4	5
60	то же	7	5
61	той же	2	5
62	рядом с	2	5
63	еще в	1	5
64	тем что	1	5
65	все то	2	5
66	половые органы	2	5
67	так и	10	5
68	и что	3	5
69	а также	1	5
70	же время	5	5
71	из них	1	5
72	в одном	3	5
73	большинстве случаев	5	5
74	между собою	1	5
75	так же	1	5
76	рот и	2	5
77	одним из	3	4
78	того же	1	4
79	самом деле	7	4
80	конечно и	3	4
81	в ней	5	4
82	он был	3	4
83	как в	3	4
84	и как	1	4
85	и наконец	10	4
86	та же	1	4
87	а затем	1	4
88	в другом	1	4
89	не в	4	4
90	даже в	1	4
91	в основе	3	4
92	того чтобы	2	4
93	все же	5	4
94	у нас	3	4
95	роль в	6	4
96	и вообще	1	4
97	с ним	12	4
98	борьба с	3	4
99	все время	4	4
100	тот же	5	4
101	всех его	1	4
102	с одной	1	4
103	именно на	1	4
104	уже в	1	4
105	в большинстве	4	4
106	в котором	1	4
107	и даже	2	4
108	с другой	1	4
109	именно в	3	4
110	одной стороны	1	4
111	более того	2	4
112	и от	1	4
113	а в	6	4
114	не может	13	4
115	из этого	2	4
116	все что	9	4
117	не остается	3	3
118	он сам	4	3
119	людей в	1	3
120	в чем	4	3
121	мы будем	1	3
122	в одной	2	3
123	с этим	6	3
124	перед нами	1	3
125	в первом	2	3
126	при этом	7	3
127	образов в	1	3
128	людей и	1	3
129	связанных с	4	3
130	на все	2	3
131	с другими	5	3
132	было бы	6	3
133	на первый	1	3
134	к этим	2	3
135	потому что	4	3
136	этом отношении	2	3
137	есть только	1	3
138	говорили что	1	3
139	те же	4	3
140	до сих	3	3
141	к нему	7	3
142	во втором	3	3
143	человеческого рода	1	3
144	в него	2	3
145	того что	2	3
146	одной из	1	3
147	мы увидим	4	3
148	только в	6	3
149	конечно не	3	3
150	в начале	1	3
151	выходит за	1	3
152	связано с	1	3
153	и самый	1	3
154	но оно	1	3
155	и особенно	1	3
156	в данном	3	3
157	в первой	1	3
158	и смерти	2	3
159	и не	16	3
160	сих пор	3	3
161	но это	2	3
162	истории но	1	3
163	в книге	1	3
164	и для	2	3
165	на языке	1	3
166	в знаменитом	1	3
167	между ними	2	3
168	жизни и	5	3
169	в искусстве	3	3
170	они не	2	3
171	в ослабленной	2	2
172	связана с	1	2
173	и то	2	2
174	тех же	1	2
