N	2gram	Bakhtin_Fr_7	Marksizm
1	может быть	4	28
2	и в	41	19
3	как бы	7	19
4	и не	7	19
5	в процессе	2	18
6	не может	3	18
7	точки зрения	5	17
8	то же	13	16
9	и его	9	16
10	как мы	11	15
11	в этом	15	15
12	в сущности	4	14
13	так сказать	3	14
14	таким образом	19	14
15	не только	5	13
16	с точки	3	13
17	связи с	1	13
18	в нем	7	11
19	вовсе не	7	11
20	не в	9	10
21	речи в	1	10
22	так и	10	10
23	и т.п	9	10
24	но и	9	10
25	том что	4	10
26	самом деле	1	9
27	при этом	3	9
28	как и	14	9
29	как целое	1	9
30	для него	6	9
31	в основе	1	9
32	а не	2	9
33	с его	2	8
34	по отношению	2	8
35	в то	10	8
36	же время	9	8
37	только в	6	8
38	слова в	1	8
39	отношению к	2	8
40	на самом	2	7
41	его в	3	7
42	одна из	4	7
43	никогда не	2	7
44	в том	11	7
45	прежде всего	11	7
46	в связи	2	7
47	и для	5	7
48	но в	8	7
49	в таком	1	7
50	мы уже	12	6
51	во всех	3	6
52	и как	2	6
53	в самом	1	6
54	если мы	1	6
55	слова и	1	6
56	ни в	6	6
57	к тому	2	6
58	же самое	1	6
59	между тем	1	6
60	более того	1	6
61	с помощью	6	6
62	и все	14	6
63	ни было	2	6
64	в свою	3	6
65	того же	3	5
66	к другому	1	5
67	и на	4	5
68	все же	1	5
69	выражение в	3	5
70	на этой	4	5
71	в данном	2	5
72	в их	3	5
73	самого начала	1	5
74	свою очередь	3	5
75	с самого	2	5
76	и здесь	4	5
77	к нему	5	5
78	в его	12	5
79	в форме	3	5
80	в большинстве	2	5
81	большинстве случаев	2	5
82	в той	3	5
83	в контексте	1	5
84	тем более	1	5
85	к этому	5	5
86	так же	5	5
87	все те	2	4
88	должна быть	1	4
89	а как	1	4
90	и ее	2	4
91	к целому	1	4
92	только на	2	4
93	в себе	11	4
94	это не	6	4
95	было бы	4	4
96	и тем	1	4
97	в слове	1	4
98	мы видели	5	4
99	в отношении	3	4
100	ничего не	4	4
101	и т.д	2	4
102	из одного	4	4
103	того что	2	4
104	в формах	3	4
105	с ними	3	4
106	что он	3	4
107	и их	3	4
108	влияние на	4	4
109	связь с	1	4
110	в основном	1	4
111	бы в	2	4
112	то что	8	4
113	сказать что	1	4
114	и то	2	3
115	в котором	1	3
116	и до	6	3
117	ни взяли	1	3
118	в ней	5	3
119	еще не	2	3
120	в ее	1	3
121	для других	1	3
122	менее всего	1	3
123	иногда и	1	3
124	отличие от	1	3
125	за пределы	1	3
126	чем же	1	3
127	в истории	1	3
128	с этим	2	3
129	перед нами	2	3
130	все эти	13	3
131	учение о	2	3
132	в этой	13	3
133	нами в	1	3
134	он не	4	3
135	не как	1	3
136	в корне	1	3
137	одно и	2	3
138	не будет	1	3
139	в другом	1	3
140	той же	3	3
141	от одного	1	3
142	форму и	1	3
143	по себе	1	3
144	в этих	2	3
145	в своей	3	3
146	мысли и	1	3
147	а иногда	1	3
148	не имеет	3	3
149	для всего	1	3
150	каждый раз	1	3
151	в каком	1	3
152	у нас	1	3
153	не есть	2	3
154	и это	5	3
155	значения и	1	3
156	о том	6	3
157	что и	5	3
158	исторического становления	1	3
159	слов и	4	3
160	в двух	1	3
161	одной из	2	3
162	в качестве	9	3
163	его и	1	3
164	характерно что	2	3
165	так как	3	3
166	же деле	1	3
167	к которым	1	3
168	связано с	2	3
169	не было	3	3
170	должно быть	4	3
171	мы сказали	1	3
172	и формы	1	3
173	самом же	1	3
174	и от	8	3
175	в различных	1	3
176	а в	5	3
177	во всяком	2	3
178	отношения к	1	2
179	одним из	1	2
180	от своего	1	2
181	конечно и	1	2
182	мы здесь	2	2
183	и самого	2	2
184	он был	3	2
185	именно эти	1	2
186	иное как	1	2
187	то мы	1	2
188	значение и	1	2
189	что они	1	2
190	в одной	2	2
191	в своем	9	2
192	его к	3	2
193	более или	2	2
194	от этого	3	2
195	что это	4	2
196	в нашем	1	2
197	речи на	1	2
198	в тех	1	2
199	тому же	1	2
200	силой и	1	2
201	значительной степени	2	2
202	различие между	1	2
203	и с	4	2
204	на все	1	2
205	то есть	20	2
206	это было	2	2
207	может стать	2	2
208	уже знаем	1	2
209	в жизни	1	2
210	рядом с	4	2
211	далеко не	2	2
212	и потому	3	2
213	он и	1	2
214	мы не	2	2
215	или менее	2	2
216	как процесс	1	2
217	нас не	2	2
218	является для	1	2
219	место в	4	2
220	но они	1	2
221	на языке	1	2
222	как от	1	2
223	существует для	1	2
224	как о	3	2
225	нашли свое	1	2
226	или как	1	2
227	должен быть	2	2
228	и о	1	2
229	но по	2	2
230	определяется его	1	2
231	не с	1	2
232	здесь как	2	2
233	все то	3	2
234	и реальное	2	2
235	поэтому в	1	2
236	и даже	1	2
237	но к	1	2
238	другими словами	2	2
239	все его	3	2
240	в значительной	2	2
241	одного поколения	1	2
242	лишь как	1	2
243	всех основных	1	2
244	всяком случае	1	2
245	все время	2	2
246	в самый	2	2
247	каждого человека	1	2
248	но не	1	2
249	мы увидим	1	2
250	которой мы	1	2
251	эти моменты	1	2
252	себя в	1	2
253	и у	5	2
254	уже в	5	2
255	в виде	1	2
256	свидетельствует о	2	2
257	не так	1	2
258	ведь это	1	2
259	у него	6	2
260	тем что	3	2
261	даже и	1	2
262	поколения к	1	2
263	в особенности	2	2
264	характерен для	1	2
265	именно в	2	2
266	здесь в	1	2
267	ведь все	3	2
268	и прежде	1	2
269	они не	1	2
270	до конца	2	2
271	не на	3	2
272	однако и	1	2
273	и непосредственно	1	2
274	о чем	1	2
275	оно ни	2	2
276	в речи	1	2
277	вместе с	5	2
278	и особенно	1	2
279	границы между	1	2
280	к его	1	2
281	направление в	2	2
282	xix века	1	2
283	в начале	1	2
284	в более	4	2
285	в следующей	1	2
286	на что-то	1	2
287	или в	2	2
288	имеет дело	2	2
289	от него	1	2
290	следовательно и	2	2
291	еще более	2	2
292	в системе	1	2
293	между ними	1	2
294	неотделим от	1	2
295	не знает	3	2
296	жизни и	3	2
297	что в	9	2
298	именно здесь	1	2
299	все основные	1	2
300	и эта	3	2
301	как на	1	2
302	но более	1	1
303	также и	2	1
304	например в	3	1
305	для построения	1	1
306	xvii века	2	1
307	человека и	1	1
308	а поэтому	1	1
309	сам по	1	1
310	века во	1	1
311	и ценностей	1	1
312	между двумя	1	1
313	из другого	1	1
314	проникает в	3	1
315	уже указывали	1	1
316	с темой	1	1
317	его не	1	1
318	в единой	2	1
319	не приходится	1	1
320	именно к	1	1
321	не была	1	1
322	почти все	1	1
323	что иное	1	1
324	эпохи в	1	1
325	и становление	1	1
326	и со	2	1
327	подчеркнуть что	1	1
328	состоят из	1	1
329	значении и	1	1
330	время в	2	1
331	всего этого	2	1
332	что его	1	1
333	и человеческой	2	1
334	там и	1	1
335	нему и	1	1
336	а следовательно	2	1
337	совсем не	3	1
338	а только	2	1
339	точка зрения	2	1
340	характер они	2	1
341	к которой	1	1
342	друг от	1	1
343	эта роль	1	1
344	в центре	1	1
345	его на	1	1
346	как в	5	1
347	что именно	1	1
348	так называемая	1	1
349	и нет	1	1
350	кроме того	3	1
351	и где	1	1
352	характер носит	2	1
353	и наконец	4	1
354	не являются	1	1
355	в реальный	1	1
356	в каком-то	1	1
357	мир и	1	1
358	увидим что	1	1
359	что слово	1	1
360	где все	2	1
361	истины и	1	1
362	в которой	2	1
363	как это	1	1
364	время это	1	1
365	но без	2	1
366	с их	1	1
367	различные моменты	1	1
368	ее как	1	1
369	как он	2	1
370	не могла	1	1
371	его превращения	1	1
372	и обеспечивает	1	1
373	эпохи возрождения	1	1
374	но именно	3	1
375	целого они	1	1
376	о которой	1	1
377	и самый	1	1
378	они в	2	1
379	момента в	1	1
380	в силу	1	1
381	и вот	2	1
382	и связанные	1	1
383	так например	1	1
384	в нее	3	1
385	верх и	2	1
386	в основу	1	1
387	но все	4	1
388	человека в	2	1
389	в каждом	1	1
390	связанные с	3	1
391	в совершенно	1	1
392	или ниже	1	1
393	со всеми	2	1
394	связанных с	3	1
395	и второй	1	1
396	его употребления	1	1
397	не нашел	1	1
398	с целью	1	1
399	древности и	1	1
400	и иных	1	1
401	указанных нами	1	1
402	он есть	1	1
403	движется вперед	1	1
404	к миру	1	1
405	здесь это	1	1
406	но уже	1	1
407	может определять	1	1
408	в них	7	1
409	и совершается	2	1
410	с тем	1	1
411	которой он	2	1
412	несмотря на	3	1
413	такою же	2	1
414	все это	10	1
415	места в	2	1
416	отрыве от	2	1
417	никаких оснований	1	1
418	это ощущение	1	1
419	лежат в	1	1
420	только для	1	1
421	почти не	1	1
422	в глубь	2	1
423	слов об	1	1
424	языке но	1	1
425	большей степени	1	1
426	в авторском	1	1
427	его целом	2	1
428	но он	4	1
429	с такою	1	1
430	что было	1	1
431	уже сказали	1	1
432	времени а	1	1
433	т.е на	1	1
434	указывали что	1	1
435	же мы	1	1
436	и вся	3	1
437	он как	1	1
438	при всех	1	1
439	сущности почти	1	1
440	человека есть	1	1
441	иной раз	1	1
442	есть прежде	1	1
443	мысли в	1	1
444	в становящемся	1	1
445	одной плоскости	1	1
446	во время	3	1
447	и сама	2	1
448	было не	1	1
449	но она	1	1
450	для кого	1	1
451	эти формы	1	1
452	особый характер	2	1
453	но только	1	1
454	принадлежит к	1	1
455	находится в	2	1
456	нам предстоит	1	1
457	этого явления	1	1
458	и всегда	2	1
459	в разных	2	1
460	и верх	1	1
461	этом процессе	1	1
462	с самым	1	1
463	связанное с	2	1
464	уже говорили	4	1
465	это слово	1	1
466	прямо в	2	1
467	не принадлежит	1	1
468	так называемый	2	1
469	этом отношении	2	1
470	и делает	1	1
471	не совсем	2	1
472	выше или	1	1
473	все событие	1	1
474	нет даже	1	1
475	но там	1	1
476	места для	1	1
477	не могут	1	1
478	есть только	1	1
479	что все	2	1
480	т.е с	1	1
481	возрождения и	1	1
482	все особенности	1	1
483	и развития	1	1
484	числе и	2	1
485	они и	2	1
486	и свое	1	1
487	оно не	2	1
488	время они	1	1
489	от той	1	1
490	от друга	1	1
491	того времени	1	1
492	связи со	1	1
493	здесь не	1	1
494	учении о	1	1
495	в буквальном	1	1
496	в себя	2	1
497	говорили что	1	1
498	так в	1	1
499	роль в	2	1
500	на том	2	1
501	и когда	1	1
502	отсюда и	2	1
503	здесь нет	2	1
504	нет места	1	1
505	все остальные	1	1
506	имеет значения	1	1
507	с ним	2	1
508	до нас	5	1
509	мысль о	1	1
510	образом в	1	1
511	только и	1	1
512	и что	1	1
513	его жизни	1	1
514	притом в	1	1
515	которое он	2	1
516	выбор и	1	1
517	один момент	1	1
518	в отрыве	2	1
519	жизни для	1	1
520	с одним	1	1
521	переходит в	1	1
522	находит свое	2	1
523	его становится	1	1
524	во всей	2	1
525	существенную роль	1	1
526	этот последний	1	1
527	из разновидностей	1	1
528	в другой	1	1
529	его так	1	1
530	все стадии	1	1
531	на развитие	1	1
532	в него	1	1
533	в лице	2	1
534	в каждую	1	1
535	процессе борьбы	1	1
536	этом моменте	1	1
537	землю и	1	1
538	оно и	2	1
539	мы видим	6	1
540	тот же	2	1
541	которым мы	1	1
542	еще тем	1	1
543	дело с	1	1
544	в свой	1	1
545	как вещи	1	1
546	явления по	1	1
547	целого и	1	1
548	и так	2	1
549	в литературу	1	1
550	играет роль	1	1
551	с которыми	1	1
552	так что	1	1
553	есть в	6	1
554	и др	2	1
555	уже не	2	1
556	мы принуждены	1	1
557	еще одно	1	1
558	идущих в	1	1
559	чем они	1	1
560	оно в	1	1
561	же в	2	1
562	здесь же	1	1
563	или даже	1	1
564	автора в	1	1
565	и других	2	1
566	дает ему	2	1
567	из них	3	1
568	превращаются в	2	1
569	одно из	1	1
570	себе в	1	1
571	характер но	1	1
572	оно аналогично	1	1
573	в одном	3	1
574	гораздо большей	1	1
575	роль эта	1	1
576	к ним	1	1
577	никакого отношения	1	1
578	свое выражение	1	1
579	в других	1	1
580	остается подвести	1	1
581	вне ее	1	1
582	не касается	1	1
583	и из	1	1
584	связаны с	2	1
585	эпоху возрождения	1	1
586	ему не	1	1
587	к которому	1	1
588	уходит в	1	1
589	в ряде	3	1
590	характерно для	2	1
591	еще и	1	1
592	на которые	1	1
593	она лишена	1	1
594	старой и	1	1
595	слиты в	2	1
596	говорит о	1	1
597	превращается в	1	1
598	в стиле	1	1
599	это говорит	1	1
600	а на	2	1
601	этой части	1	1
602	этого не	1	1
603	самое слово	1	1
604	его как	2	1
605	влияние и	1	1
606	дело в	2	1
607	для человека	1	1
608	срослось с	1	1
609	речи характерно	1	1
610	бы оно	2	1
611	на фоне	1	1
612	но оно	1	1
613	нет ничего	1	1
614	него в	1	1
615	выражением основной	1	1
616	подлежит конечно	1	1
617	мы говорим	1	1
618	к себе	1	1
619	только его	1	1
620	к самому	2	1
621	две тенденции	1	1
622	он говорит	1	1
623	к жизни	4	1
624	нужно прибавить	1	1
625	те кто	2	1
626	лицом к	1	1
627	в течение	2	1
628	когда же	1	1
629	и всей	1	1
630	из этой	1	1
631	с индивидуальным	1	1
632	в состоянии	2	1
633	и низ	4	1
634	и оценка	1	1
635	в это	3	1
636	это обратное	1	1
637	несколько слов	1	1
638	в гораздо	1	1
639	на которой	2	1
640	но это	3	1
641	его произнесения	1	1
642	однако не	1	1
643	это та	1	1
644	слова из	1	1
645	где и	1	1
646	не подлежит	3	1
647	как каждый	1	1
648	стать и	2	1
649	о котором	2	1
650	очень далека	1	1
651	хотя и	4	1
652	у них	2	1
653	интерес к	2	1
654	на нем	1	1
655	потому что	5	1
656	все они	6	1
657	в новых	2	1
658	тоне и	1	1
659	мы в	2	1
660	к ее	1	1
661	и сила	1	1
662	границу между	1	1
663	их нового	1	1
664	героя и	1	1
665	является и	3	1
666	в последнем	1	1
667	и ругательства	1	1
668	не что	1	1
669	это и	1	1
670	из этого	1	1
671	были и	1	1
672	в заключение	2	1
673	речи как	1	1
674	сказать следующее	1	1
675	в речь	1	1
676	ее в	1	1
677	как таковое	1	1
678	и другие	3	1
679	также не	1	1
680	готовой и	1	1
681	для эпохи	1	1
682	том числе	4	1
