N	2gram	Losev_Dial_1	KFilosof
1	может быть	17	43
2	в его	3	39
3	в нем	16	31
4	не может	12	27
5	и не	30	26
6	и в	18	22
7	в себе	11	21
8	в котором	4	21
9	для меня	4	20
10	не есть	40	19
11	и его	1	17
12	в ее	1	17
13	а не	14	17
14	только в	3	16
15	в этом	12	13
16	точки зрения	17	13
17	и это	2	12
18	но не	4	12
19	ни в	15	12
20	для него	2	12
21	все эти	2	11
22	в своей	2	11
23	не в	6	11
24	к нему	8	11
25	во всех	1	10
26	в своем	5	10
27	это не	9	10
28	с точки	12	10
29	от себя	1	10
30	все это	11	10
31	и есть	16	9
32	в их	3	9
33	для нее	2	9
34	но и	7	9
35	как бы	11	9
36	и для	2	9
37	и все	3	9
38	было бы	12	8
39	мир в	1	8
40	если бы	12	8
41	со стороны	2	8
42	не было	6	8
43	жизни и	3	8
44	я должен	1	7
45	то что	13	7
46	во всем	2	7
47	должен быть	1	7
48	что и	3	7
49	себя в	1	7
50	конечно не	3	7
51	вовсе не	7	7
52	быть только	1	7
53	я не	5	6
54	менее всего	1	6
55	отношение к	5	6
56	отнюдь не	9	6
57	и я	1	6
58	он не	3	6
59	не значит	3	6
60	но лишь	4	6
61	смысл и	4	6
62	в мире	2	6
63	и только	1	6
64	совершенно не	8	6
65	уже не	2	6
66	и их	2	6
67	но это	8	6
68	в том	9	6
69	мы имеем	2	5
70	но как	2	5
71	все же	5	5
72	но в	6	5
73	не только	13	5
74	то же	10	5
75	но все	3	5
76	его в	1	5
77	как и	2	5
78	должно быть	3	5
79	что я	3	5
80	но эта	3	5
81	не имеет	15	5
82	никогда не	9	5
83	и единственный	1	5
84	с ним	6	5
85	именно в	2	5
86	его как	1	5
87	есть лишь	1	5
88	там где	1	5
89	в основе	3	5
90	хотя бы	6	5
91	жизни в	1	5
92	не знает	2	5
93	ко всему	2	5
94	я могу	2	5
95	проникает в	1	4
96	себя а	1	4
97	быть в	2	4
98	в чем	6	4
99	при этом	1	4
100	не как	2	4
101	здесь мы	1	4
102	место в	1	4
103	тем самым	1	4
104	к ним	2	4
105	чем не	1	4
