N	3gram	Medvedev_F_1	Vladivir
1	в том что	1	10
2	тем не менее	1	9
3	с точки зрения	13	6
4	вместе с тем	1	6
5	а также и	1	6
6	не может быть	5	6
7	это значит что	1	6
8	более или менее	6	5
9	как раз и	1	5
10	и в этом	2	5
11	в настоящее время	10	3
12	в этом смысле	1	3
13	хотя бы и	1	3
14	бы то ни	3	3
15	на первом плане	1	3
16	во всяком случае	4	3
17	с одной стороны	4	3
18	в то же	8	3
19	в отличие от	1	3
20	как мы видели	2	3
21	что и в	1	3
22	сводится к тому	2	2
23	то ни стало	2	2
24	но даже и	1	2
25	одной стороны и	4	2
26	во что бы	2	2
27	оно должно быть	1	2
28	на самом же	1	2
29	в этом отношении	1	2
30	и в то	1	2
31	в это время	1	2
32	в своих ранних	1	2
33	что бы то	2	2
34	так же как	1	2
35	в данном случае	1	2
36	так или иначе	1	2
37	в связи с	2	2
38	с другой стороны	1	2
39	и в том	1	2
40	самом же деле	1	2
41	как мы знаем	1	2
42	то же время	8	2
43	вовсе не есть	1	2
44	ничего общего с	1	2
45	к нему и	1	2
46	к тому что	1	2
47	не может не	1	1
48	уже знаем что	1	1
49	не теряя своей	1	1
50	в сторону и	1	1
51	это то что	1	1
52	не с точки	1	1
53	между прочим и	1	1
54	что перед нами	1	1
55	не только с	1	1
56	и ни на	1	1
57	он не дает	1	1
58	в том и	1	1
59	может и не	1	1
60	же как и	1	1
61	до сих пор	6	1
62	основных понятий теоретической	1	1
63	сама по себе	2	1
64	что каждый элемент	1	1
65	должен был бы	1	1
66	в строгом смысле	2	1
67	ни в его	1	1
68	и заключается что	1	1
69	именно в нем	2	1
70	изданию своего труда	1	1
71	так и с	1	1
72	если оно не	1	1
73	с этой точки	1	1
74	и не в	2	1
75	отнюдь не является	1	1
76	в своей статье	3	1
77	она должна быть	1	1
78	может быть и	3	1
79	не могло быть	1	1
80	и если в	1	1
81	то ни было	1	1
82	и для любого	1	1
83	не говоря уже	1	1
84	и в нашем	1	1
85	и потому не	1	1
86	она начинается с	1	1
87	в последнее время	1	1
88	в противном случае	1	1
89	но вместе с	1	1
90	только с точки	1	1
91	том и заключается	1	1
92	место в системе	1	1
93	в связи со	2	1
94	в новое время	1	1
95	все то что	1	1
96	этой точки зрения	1	1
97	по себе конечно	1	1
98	но не с	1	1
99	должны занять свое	1	1
100	раз и навсегда	1	1
101	мы не можем	2	1
102	и притом в	1	1
103	во всем историческом	1	1
104	с самого начала	1	1
105	не только не	2	1
106	большую путаницу в	1	1
107	но все эти	1	1
108	выходит за пределы	1	1
109	он один и	1	1
110	резко отличается от	1	1
111	не выходит за	1	1
112	связи со всей	1	1
113	его аудиторией но	1	1
114	заключается в том	1	1
115	не только на	1	1
116	в том числе	1	1
117	мы видим что	1	1
118	мы уже знаем	1	1
119	быть и не	2	1
