N	4gram	Vygotskiy__1	Myshleni
1	в то время как	5	4
2	с этой точки зрения	4	4
3	заключается в том что	3	4
4	в той мере в	1	3
5	одного и того же	1	3
6	один и тот же	1	3
7	в такой же мере	1	3
8	состоит в том что	1	3
9	к одному и тому	1	2
10	одному и тому же	1	2
11	по самой своей природе	1	2
12	на вопрос о том	1	2
13	той мере в какой	1	2
14	совершенно так же как	1	1
15	с одной стороны и	1	1
16	равно что сказать что	1	1
17	эта точка зрения была	1	1
18	у него могут быть	2	1
19	в том числе и	1	1
20	все равно что сказать	1	1
21	том чтобы понять что	1	1
22	по самой психологической природе	1	1
23	не что иное как	1	1
24	в сущности говоря это	1	1
25	в том чтобы понять	1	1
26	в собственном смысле слова	2	1
27	необходимо включает в себя	1	1
28	надо сказать что в	2	1
29	вопрос о том что	1	1
30	то время как для	1	1
31	но вместе с тем	1	1
32	есть в сущности говоря	1	1
33	прибавим к этому что	1	1
34	таким образом мы видим	1	1
35	одно и то же	1	1
36	для того чтобы выяснить	1	1
37	так же как и	1	1
38	образом мы видим что	1	1
39	одной и той же	3	1
40	одни и те же	1	1
41	в результате этого исследования	1	1
42	сама по себе мысль	1	1
43	и в известном смысле	1	1
44	заключается в том чтобы	3	1
45	о чем идет речь	1	1
