N	4gram	Vygotskiy__5	Marksizm
1	одного и того же	3	5
2	одни и те же	1	5
3	один и тот же	3	3
4	в том числе и	1	2
5	является одной из важнейших	1	2
6	в самом деле если	1	2
7	так же как и	1	2
8	одной и той же	1	2
9	и в первом случае	1	1
10	имеют ничего общего с	1	1
11	не имеют ничего общего	1	1
12	по отношению к каждому	1	1
13	в том что он	2	1
14	двумя сторонами одного и	1	1
15	с этой точки зрения	4	1
16	связаны между собой и	1	1
17	выходит далеко за пределы	3	1
18	все более и более	1	1
19	сторонами одного и того	1	1
20	но при этом она	1	1
