N	3gram	Potebnia_M_1	Problemy
1	с точки зрения	3	9
2	до сих пор	1	8
3	не может быть	9	8
4	по отношению к	13	5
5	то же время	3	5
6	в то же	3	5
7	более или менее	1	3
8	сам по себе	1	3
9	с другой стороны	5	3
10	как и в	2	3
11	а следовательно и	1	2
12	по себе еще	1	2
13	дело в том	2	2
14	в этом смысле	4	2
15	сами по себе	1	2
16	но и в	4	2
17	можно было бы	1	2
18	на этот вопрос	2	2
19	в том что	13	2
20	как если бы	1	2
21	ни в одном	1	2
22	друг на друга	1	2
23	о том что	1	2
24	и в самой	1	2
25	то есть если	2	2
26	в одном из	1	2
27	сама по себе	3	2
28	в себе самом	1	2
29	мы увидим что	3	2
30	себе еще не	1	2
31	бы ни были	1	1
32	каждая из этих	1	1
33	то это должно	1	1
34	и в жизни	1	1
35	следовать друг за	1	1
36	и совершенно не	1	1
37	в сущности есть	1	1
38	том что все	1	1
39	понимают друг друга	1	1
40	по мере того	3	1
41	а между тем	3	1
42	одной стороны и	1	1
43	есть язык в	1	1
44	то что делает	1	1
45	не могли быть	1	1
46	бы ни было	1	1
47	между тем как	1	1
48	и в этих	1	1
49	при этом не	1	1
50	мысли и слова	1	1
51	что мы имеем	1	1
52	но дело в	2	1
53	словом но в	1	1
54	не совпадает с	1	1
55	там где есть	1	1
56	так же как	1	1
57	есть если мы	1	1
58	с одной стороны	3	1
59	но при этом	1	1
60	то что мы	1	1
61	их к одному	1	1
62	в слове может	1	1
63	в связи с	1	1
64	потому что она	1	1
65	не только к	1	1
66	во всяком случае	1	1
67	не в одном	1	1
68	и в тех	1	1
69	между этими двумя	1	1
70	то есть из	1	1
71	так и в	3	1
72	мере того как	3	1
73	в собственном смысле	1	1
74	бы в самом	1	1
75	другой стороны и	1	1
76	с самого начала	3	1
77	каждом из этих	1	1
78	что в нем	1	1
79	не только в	3	1
80	между ними нет	1	1
81	но все же	1	1
82	а не на	1	1
83	как мы видим	1	1
84	точки зрения он	1	1
85	друг от друга	2	1
86	если бы не	2	1
87	времени и пространства	1	1
88	после того как	1	1
89	к тому что	2	1
90	в каждом из	1	1
91	друг за другом	1	1
92	лицом к лицу	1	1
93	друг друга и	1	1
94	друг в друга	1	1
95	и не могло	1	1
96	и для всякого	1	1
