N	3gram	Trubetskoy_1	formyVre
1	то же время	2	9
2	в то же	2	6
3	и того же	3	5
4	одного и того	3	5
5	в связи с	3	5
6	для того чтобы	7	5
7	в том числе	1	4
8	по отношению к	9	3
9	до сих пор	8	3
10	в частной жизни	1	3
11	одно и то	1	3
12	мы уже говорили	1	3
13	в нем не	1	3
14	не может быть	3	3
15	между этими двумя	2	3
16	в то время	2	3
17	и то же	1	3
18	но все же	2	2
19	дело в том	1	2
20	мы уже сказали	1	2
21	с точки зрения	8	2
22	друг на друга	1	2
23	том числе и	1	2
24	но по существу	1	2
25	вместе с тем	2	2
26	что в таком	1	2
27	то время как	1	2
28	так же как	3	2
29	с одной стороны	2	2
30	может быть и	4	2
31	по сравнению с	5	2
32	друг к другу	2	2
33	все то что	1	2
34	в широком смысле	1	2
35	но для того	1	2
36	с самого начала	1	2
37	в том что	15	2
38	как и в	2	2
39	к тому же	5	2
40	к тому времени	1	1
41	и может быть	2	1
42	теперь мы должны	1	1
43	а следовательно и	1	1
44	в данный момент	1	1
45	по этому вопросу	1	1
46	конечно не без	1	1
47	том что все	2	1
48	и до сих	1	1
49	в самом деле	5	1
50	во всем мире	1	1
51	из этих положений	1	1
52	в том же	3	1
53	которых мы говорили	3	1
54	тех случаях когда	1	1
55	они не могут	1	1
56	в других областях	1	1
57	о которой мы	2	1
58	мы находим в	1	1
59	мы говорили в	1	1
60	в зависимости от	1	1
61	все упомянутые до	1	1
62	надо сказать что	1	1
63	именно в тех	1	1
64	в себе и	1	1
65	совершенно ясно что	1	1
66	и для того	1	1
67	совершенно так же	4	1
68	и культур не	2	1
69	вместе с ними	1	1
70	от так называемого	1	1
71	далее в виду	1	1
72	в тех случаях	1	1
73	что во всех	1	1
74	в ту же	1	1
75	в данном случае	3	1
76	таким образом и	1	1
77	представляет из себя	5	1
78	ту же рубрику	1	1
79	в течение которого	1	1
80	тот факт что	4	1
81	смысле этого слова	1	1
82	до конца не	1	1
83	в нашем случае	2	1
84	но вместе с	1	1
85	упомянутые до сих	1	1
86	во всяком случае	2	1
87	в этом и	1	1
88	по существу он	1	1
89	что касается до	6	1
90	нет в самом	1	1
91	и в том	2	1
92	во всех этих	2	1
93	уже одно это	1	1
94	сих пор не	2	1
95	роль во всех	1	1
96	встречаются друг с	1	1
97	лишь то что	1	1
98	из того же	2	1
99	то увидим что	1	1
100	таким образом все	1	1
101	все эти элементы	1	1
102	в свою очередь	2	1
103	та или иная	1	1
104	в этом случае	4	1
105	о том что	4	1
106	то есть в	1	1
107	есть одно из	1	1
108	так же мало	1	1
109	тогда когда оно	1	1
110	и все прочие	1	1
111	которые могут быть	1	1
112	которой мы говорили	2	1
113	другом все эти	1	1
114	как и греческий	1	1
115	о которых мы	3	1
116	таким образом первое	1	1
117	друг с другом	9	1
118	мы уже знаем	1	1
119	этот вопрос в	1	1
120	в высшей степени	1	1
121	того чтобы быть	2	1
122	и у нас	1	1
