N	3gram	Bakhtin_Pr_2	Problema
1	по отношению к	5	19
2	и т п	9	13
3	не может быть	4	11
4	в художественном творчестве	2	9
5	с точки зрения	8	6
6	в отличие от	4	5
7	между тем как	1	5
8	в большинстве случаев	8	5
9	не входит в	1	4
10	с другой стороны	3	4
11	во всех его	1	4
12	на самом деле	1	3
13	в самом деле	4	3
14	в этом смысле	2	3
15	бы то ни	1	3
16	можно было бы	3	3
17	с одной стороны	1	3
18	как мы увидим	3	3
19	то же время	5	3
20	в том что	1	3
21	в то же	5	3
22	тем не менее	2	3
23	и в нем	1	3
24	можно сказать что	1	2
25	то же самое	1	2
26	в том же	1	2
27	всех его разновидностях	1	2
28	но и в	1	2
29	и во всех	1	2
30	и не может	4	2
31	то ни было	1	2
32	за их пределы	1	2
33	никогда не может	2	2
34	мы здесь не	1	2
35	так и в	1	2
36	мы можем сказать	1	2
37	той или иной	3	2
38	в известной степени	1	2
39	в этом его	1	1
40	одна из важнейших	1	1
41	а между тем	1	1
42	но в большинстве	1	1
43	хотя и не	2	1
44	к себе самому	3	1
45	иметь в виду	1	1
46	для историка литературы	1	1
47	а вовсе не	1	1
48	в виду что	1	1
49	в этом последнем	1	1
50	слово он получает	1	1
51	в настоящее время	2	1
52	также и в	1	1
53	в том и	1	1
54	о том как	1	1
55	одной стороны и	1	1
56	самим собою и	1	1
57	это в корне	1	1
58	а следовательно и	1	1
59	до сих пор	7	1
60	и в других	1	1
61	хотя бы и	1	1
62	сами по себе	1	1
63	ней в ее	1	1
64	бы ни было	1	1
65	для понимания же	1	1
66	резко отличается от	1	1
67	с самим собою	5	1
68	на то что	2	1
69	может быть и	2	1
70	и не в	1	1
71	действительно может иметь	1	1
72	конечно не в	1	1
73	в значительной степени	1	1
74	со всеми его	1	1
75	то время как	2	1
76	его как целое	1	1
77	может служить и	1	1
78	не в его	1	1
79	как бы уже	1	1
80	себе и не	1	1
81	но в то	3	1
82	человека из подполья	1	1
83	не о том	1	1
84	таким образом и	1	1
85	им и не	1	1
86	смысле этого слова	1	1
87	отношению к нему	1	1
88	как мы это	1	1
89	в равной степени	1	1
90	и его значение	1	1
91	и в их	1	1
92	в связи с	1	1
93	к своему предмету	1	1
94	то есть не	1	1
95	становится как бы	1	1
96	в нем не	1	1
97	конечно совершенно невозможно	1	1
98	в следующей главе	1	1
99	со словом в	1	1
100	в творчестве достоевского	2	1
101	нее она не	1	1
102	не должна быть	1	1
103	и со всею	1	1
104	о которых мы	1	1
105	и в том	1	1
106	в этом глубокое	1	1
107	еще нет здесь	1	1
108	в узком смысле	2	1
109	смысле слова и	1	1
110	в него как	2	1
111	в то время	2	1
112	человека и его	2	1
113	как бы вбирает	1	1
114	мы будем рассматривать	1	1
115	том и в	1	1
116	и т д	4	1
117	то что не	1	1
118	дело идет о	1	1
119	каково бы ни	1	1
120	можем сказать что	1	1
121	не может стать	1	1
122	то есть я	2	1
123	может быть лишь	1	1
124	в другом случае	1	1
125	как мы уже	1	1
126	если бы не	1	1
127	возникнет вопрос о	1	1
128	бы не было	1	1
129	дело конечно не	1	1
130	как и в	3	1
131	художественном творчестве не	1	1
132	на этот вопрос	2	1
133	дело в том	1	1
134	и в другом	1	1
135	вовсе не как	1	1
