N	2gram	Vygotskiy__4	Sovremen
1	не может	6	17
2	может быть	12	12
3	точки зрения	24	12
4	таким образом	25	11
5	мы не	1	9
6	в каждом	2	8
7	в этом	24	7
8	и в	20	7
9	мы можем	5	6
10	ничего не	1	6
11	как и	9	6
12	и не	8	6
13	в результате	8	6
14	все эти	5	5
15	прежде всего	2	5
16	с точки	11	5
17	в условиях	3	5
18	в дальнейшем	1	4
19	в зависимости	1	4
20	вопрос о	1	4
21	зависимости от	2	4
22	мы должны	11	4
23	в том	42	4
24	в целом	11	4
25	если мы	10	4
26	из них	4	4
27	так как	10	4
28	мы видели	6	4
29	не только	15	4
30	в развитии	25	4
31	с помощью	31	4
32	как бы	7	4
33	вместе с	8	4
34	это не	5	4
35	точку зрения	1	4
36	их в	2	4
37	а в	2	4
38	можем назвать	1	3
39	ли мы	2	3
40	он может	1	3
41	с самого	1	3
42	на две	1	3
43	развития целого	1	3
44	то же	16	3
45	ясно что	2	3
46	и т.д	2	3
47	но мы	1	3
48	между собой	5	3
49	может не	2	3
50	видели что	2	3
51	его развития	1	3
52	отнюдь не	3	3
53	все же	5	3
54	еще не	2	3
55	но в	3	3
56	в этой	3	3
57	в себе	10	3
58	уже в	6	3
59	как он	4	3
60	в наших	2	3
61	что она	1	3
62	в одном	1	3
63	в конце	1	3
64	в нем	2	3
65	при этом	12	3
66	из двух	1	3
67	на этой	1	3
68	было бы	8	3
69	а не	7	3
70	и потому	1	3
71	мы называем	2	3
72	не в	4	3
73	все это	1	3
74	самого начала	1	3
75	не подлежит	3	3
76	а все	1	3
77	для нас	4	3
78	у нас	1	3
79	поэтому мы	1	3
80	и к	5	3
81	когда мы	2	3
82	отличается от	2	3
83	следующим образом	3	3
84	к действию	1	3
85	в области	4	3
86	как известно	3	2
87	как мы	13	2
88	свою очередь	2	2
89	и есть	1	2
90	тем же	4	2
91	приводит к	3	2
92	роль в	4	2
93	той же	6	2
94	на этом	3	2
95	и даже	1	2
96	говорить о	1	2
97	говорим о	1	2
98	настоящее время	2	2
99	и что	8	2
100	и во	3	2
101	подлежит сомнению	1	2
102	самом деле	7	2
103	в его	11	2
104	может иметь	1	2
105	с этим	5	2
106	дает нам	1	2
107	развития но	1	2
108	только один	1	2
109	в самом	6	2
110	по мнению	2	2
111	в которой	3	2
112	что это	2	2
113	в нашем	4	2
114	из этих	2	2
115	с одной	9	2
116	со всеми	3	2
117	и они	1	2
118	уже не	1	2
119	то и	1	2
120	так сказать	1	2
121	с другом	7	2
122	в виде	3	2
123	на его	3	2
124	тем не	1	2
125	мы знаем	1	2
126	всяком случае	3	2
127	этой стадии	1	2
128	у него	2	2
129	и по	1	2
130	отличие от	2	2
131	но все	1	2
132	то ни	1	2
133	что все	3	2
134	развития в	6	2
135	результаты своих	1	2
136	в живом	1	2
137	на этот	3	2
138	которой он	1	2
139	такой же	2	2
140	в один	3	2
141	что такое	5	2
142	он должен	1	2
143	из которых	1	2
144	в отличие	2	2
145	знаем что	1	2
146	такого рода	6	2
147	друг с	7	2
148	не менее	3	2
149	о значении	1	2
150	на котором	2	2
151	и именно	1	2
152	в настоящее	2	2
153	этих двух	1	2
154	еще более	1	2
155	мы видим	10	2
156	тот же	9	2
157	в свою	2	2
158	такие же	1	2
159	совершенно не	3	2
160	не могут	3	2
161	могут быть	7	2
162	что при	2	2
163	для развития	2	2
164	же самое	7	2
165	что в	19	2
166	от явлений	1	2
167	помощью которых	1	2
168	в таком	2	2
169	во всяком	4	2
170	и наиболее	1	1
171	должен быть	1	1
172	и это	2	1
173	оно может	3	1
174	значении в	1	1
175	своего развития	10	1
176	речи мы	1	1
177	совпадают с	1	1
178	человека и	1	1
179	функции в	1	1
180	переносятся на	1	1
181	на самом	1	1
182	шаг за	1	1
183	мы имели	5	1
184	между двумя	2	1
185	отношению к	1	1
186	так в	1	1
187	нас на	1	1
188	бы к	1	1
189	не имеют	3	1
190	между ним	1	1
191	можно было	6	1
192	мы уже	5	1
193	те же	6	1
194	из всех	1	1
195	раз он	1	1
196	мы имеем	2	1
197	готовом виде	5	1
198	нуждаются в	1	1
199	же как	6	1
200	мы в	2	1
201	что уже	2	1
202	же мере	1	1
203	поэтому в	1	1
204	если бы	5	1
205	не опирается	1	1
206	во внутреннем	1	1
207	оно вообще	1	1
208	что иное	1	1
209	и действительно	1	1
210	того же	9	1
211	о том	5	1
212	процесс развития	13	1
213	в ней	2	1
214	и та	1	1
215	развития с	3	1
216	не соответствует	2	1
217	одного из	1	1
218	которую можно	2	1
219	и ставит	1	1
220	об объяснении	1	1
221	все его	1	1
222	иное как	1	1
223	быть в	1	1
224	наших экспериментах	1	1
225	бы то	1	1
226	его в	6	1
227	во всех	1	1
228	раз и	1	1
229	данном случае	2	1
230	совсем не	1	1
231	но не	3	1
232	образом все	1	1
233	к этому	4	1
234	развитие будет	1	1
235	мы будем	2	1
236	но как	2	1
237	точка зрения	1	1
238	друг на	5	1
239	при исследовании	1	1
240	если в	1	1
241	по отношению	1	1
242	ним и	1	1
243	во всей	4	1
244	вообще и	1	1
245	один и	7	1
246	может стать	2	1
247	этой группы	1	1
248	которая и	1	1
249	все время	4	1
250	идет о	3	1
251	развития нашего	1	1
252	независимо от	1	1
253	опирается на	2	1
254	стороны и	2	1
255	к которому	3	1
256	значит что	2	1
257	к нему	2	1
258	более и	2	1
259	один из	3	1
260	есть такой	1	1
261	процессе развития	2	1
262	течение нескольких	1	1
263	отдельных конкретных	2	1
264	с понятием	1	1
265	перечисленные нами	1	1
266	сомнению что	1	1
267	одной из	3	1
268	в одинаковой	2	1
269	в действительности	5	1
270	увидим что	5	1
271	только в	10	1
272	положение в	1	1
273	в этот	1	1
274	почти совершенно	1	1
275	то он	1	1
276	та же	1	1
277	три различных	2	1
278	целого на	1	1
279	одни и	3	1
280	в известном	2	1
281	остановиться на	2	1
282	нами в	4	1
283	и тот	7	1
284	конечно не	1	1
285	и у	2	1
286	и те	4	1
287	только на	2	1
288	в начале	2	1
289	этот процесс	6	1
290	научного знания	1	1
291	в первых	1	1
292	эксперимента и	1	1
293	в данной	2	1
294	он не	1	1
295	отдельных элементов	3	1
296	этот раз	1	1
297	и их	1	1
298	эти три	1	1
299	к одному	6	1
300	по существу	3	1
301	хода развития	5	1
302	для них	1	1
303	из одной	3	1
304	как его	1	1
305	но что	3	1
306	случае не	2	1
307	одной и	5	1
308	бы все	1	1
309	одному и	4	1
310	заключает в	1	1
311	т.е от	1	1
312	в основу	2	1
313	помощью которой	1	1
314	в экспериментах	3	1
315	это значит	2	1
316	не из	1	1
317	и только	4	1
318	а затем	2	1
319	факт что	2	1
320	можем противопоставить	1	1
321	и может	1	1
322	в совершенно	3	1
323	том случае	1	1
324	одной стороны	9	1
325	и речи	2	1
326	чем в	3	1
327	мы это	1	1
328	подлежит никакому	2	1
329	и т.п	2	1
330	до сих	1	1
331	с другой	12	1
332	как у	1	1
333	обоих случаях	3	1
334	на ее	1	1
335	именно в	3	1
336	здесь в	1	1
337	по своим	1	1
338	исходным пунктом	1	1
339	этом смысле	8	1
340	происходит у	1	1
341	мы постараемся	2	1
342	должен был	1	1
343	это своеобразное	1	1
344	на которые	1	1
345	его с	1	1
346	виде и	3	1
347	в ином	2	1
348	только к	3	1
349	элементов и	1	1
350	ни в	3	1
351	окружающих его	1	1
352	остается еще	1	1
353	все равно	1	1
354	и составляет	1	1
355	на которых	1	1
356	и вся	1	1
357	на друга	5	1
358	на понятии	1	1
359	одна и	1	1
360	развиваются в	1	1
361	при которых	1	1
362	оно имеет	2	1
363	должно быть	3	1
364	обратимся к	4	1
365	и следовательно	1	1
366	понятия и	9	1
367	в связи	3	1
368	связей и	3	1
369	путем и	1	1
370	и становится	1	1
371	том что	35	1
372	между различными	3	1
373	другом как	1	1
374	нет никаких	1	1
375	этих процессов	1	1
376	все более	2	1
377	этом случае	3	1
378	но если	1	1
379	том как	1	1
380	и при	4	1
381	таким же	2	1
382	так же	11	1
383	в такой	1	1
384	мы конечно	1	1
385	почти не	1	1
386	мы говорим	1	1
387	тот факт	1	1
388	что вся	1	1
389	никакому сомнению	2	1
390	представление о	1	1
391	должны мы	2	1
392	от его	1	1
393	в область	1	1
394	в данном	2	1
395	для объяснения	2	1
396	в течение	1	1
397	мы проследим	3	1
398	и той	4	1
399	но эта	1	1
400	которые в	4	1
401	а потом	2	1
402	развития таким	1	1
403	совершенно невозможно	1	1
404	на различные	1	1
405	образом на	1	1
406	и более	7	1
407	важную роль	3	1
408	общего и	1	1
409	по себе	1	1
410	в своем	4	1
411	является исключением	1	1
412	можем сказать	1	1
413	общей проблемы	1	1
414	благодаря этому	1	1
415	за шагом	1	1
416	сих пор	1	1
417	невозможным и	1	1
418	но они	2	1
419	с ним	1	1
420	они относятся	1	1
421	и развития	6	1
422	что эта	3	1
423	развития нашей	1	1
424	что с	4	1
425	и тогда	2	1
426	но для	2	1
427	в обоих	3	1
428	свое время	2	1
429	не имеет	2	1
430	в процессе	27	1
431	мы вправе	1	1
432	не является	5	1
433	с и	1	1
434	указать на	1	1
435	другом мы	1	1
436	уже на	1	1
437	и от	3	1
438	только не	5	1
439	вытекает из	1	1
440	этого явления	3	1
441	никогда не	5	1
442	или в	1	1
443	и всегда	1	1
444	на язык	1	1
445	хотя и	1	1
446	значение т.е	1	1
447	это то	1	1
448	с двух	2	1
449	может вызывать	1	1
450	базируется на	1	1
451	видим что	2	1
452	его значения	1	1
453	и его	5	1
454	что следовательно	2	1
455	связи с	3	1
456	ничто не	1	1
457	ни было	1	1
458	же в	1	1
459	но это	1	1
460	этой области	2	1
461	на которой	1	1
462	и научного	1	1
463	объяснить нам	1	1
464	между ними	4	1
465	от общего	1	1
466	формы или	1	1
467	это делает	1	1
468	не знает	2	1
469	сказать что	6	1
470	не быть	1	1
471	и для	4	1
472	первом же	1	1
473	очень часто	2	1
474	равно как	1	1
475	стадии своего	2	1
476	развития и	3	1
477	не что	1	1
478	в то	1	1
479	в свое	2	1
480	возможностей в	1	1
481	них это	1	1
482	в какой	3	1
483	может объяснить	1	1
484	в своих	1	1
485	к логическому	1	1
486	что необходимо	1	1
487	два основных	1	1
488	которая не	1	1
489	они не	2	1
490	на второй	1	1
491	ничего общего	3	1
