N	2gram	Propp_Isto_2	Marksizm
1	может быть	17	28
2	и пр	7	25
3	и в	15	19
4	как бы	6	19
5	и не	11	19
6	в процессе	1	18
7	не может	5	18
8	то же	10	16
9	и его	3	16
10	как мы	1	15
11	в этом	11	15
12	в сущности	2	14
13	так сказать	2	14
14	таким образом	7	14
15	не только	18	13
16	связи с	8	13
17	в нем	7	11
18	вовсе не	1	11
19	не в	7	10
20	так и	5	10
21	но и	14	10
22	в пределах	1	10
23	том что	7	10
24	самом деле	2	9
25	при этом	4	9
26	как и	2	9
27	а не	5	9
28	с его	1	8
29	по отношению	3	8
30	в то	1	8
31	только в	6	8
32	слова в	2	8
33	отнюдь не	1	8
34	отношению к	3	8
35	на самом	2	7
36	его в	10	7
37	и более	2	7
38	одна из	2	7
39	никогда не	15	7
40	в том	6	7
41	прежде всего	5	7
42	в связи	5	7
43	и для	2	7
44	но в	6	7
45	в таком	1	7
46	мы уже	6	6
47	во всех	2	6
48	и как	1	6
49	в самом	1	6
50	если мы	1	6
51	ни в	2	6
52	того чтобы	2	6
53	к тому	5	6
54	и следовательно	1	6
55	быть и	1	6
56	мы можем	8	6
57	хотя бы	2	6
58	в свою	1	6
59	и на	4	5
60	все же	9	5
61	является не	2	5
62	на этой	2	5
63	в их	3	5
64	самого начала	2	5
65	с самого	2	5
66	и здесь	9	5
67	к нему	5	5
68	в его	6	5
69	в той	1	5
70	этого слова	1	5
71	к этому	1	5
72	так же	13	5
73	а как	1	4
74	и ее	2	4
75	только на	1	4
76	в себе	4	4
77	на то	3	4
78	это не	2	4
79	было бы	5	4
80	мы видели	2	4
81	этой связи	1	4
82	ничего не	7	4
83	в точном	1	4
84	по мере	3	4
85	в русском	2	4
86	того что	3	4
87	с ними	2	4
88	что он	24	4
89	и их	2	4
90	связь с	4	4
91	смысле этого	2	4
92	в основном	2	4
93	то что	12	4
94	сказать что	2	4
95	и то	2	3
96	в котором	5	3
97	не имеют	1	3
98	высшей степени	1	3
99	в ней	4	3
100	еще не	9	3
101	отличие от	1	3
102	в истории	1	3
103	с этим	5	3
104	перед нами	2	3
105	все эти	4	3
106	в этой	4	3
107	он не	8	3
108	здесь мы	3	3
109	не будет	1	3
110	в другом	9	3
111	той же	2	3
112	с другими	2	3
113	по себе	1	3
114	в этих	11	3
115	в своей	1	3
116	в отличие	1	3
117	а иногда	1	3
118	в каком	1	3
119	у нас	1	3
120	могут быть	2	3
121	бы он	1	3
122	и это	3	3
