N	3gram	Losev_Dial_3	FransuaR
1	о том что	5	5
2	то же время	1	5
3	в то же	1	5
4	в самом деле	5	4
5	с одной стороны	3	4
6	мы уже сказали	1	3
7	на первый план	4	3
8	в этом отношении	1	3
9	до сих пор	1	3
10	и в особенности	1	2
11	одной стороны и	1	2
12	с точки зрения	14	2
13	в данном случае	1	2
14	жизни и смерти	1	2
15	каждый из них	1	2
16	с другой стороны	2	2
17	в том что	3	2
18	и прежде всего	3	2
19	а потому что	1	1
20	и говорить о	1	1
21	том что в	1	1
22	ровно ничего не	3	1
23	как раз на	1	1
24	более или менее	1	1
25	все это есть	1	1
26	и не только	3	1
27	и все это	1	1
28	это есть в	1	1
29	как и все	2	1
30	в лучшем случае	1	1
31	а в особенности	1	1
32	античный и средневековый	1	1
33	лишь тогда когда	1	1
34	а так как	1	1
35	из того что	2	1
36	и даже в	1	1
37	на первом плане	1	1
38	сам по себе	5	1
39	бы в лучшем	1	1
40	и как бы	1	1
41	с этим есть	1	1
42	в связи с	1	1
43	так и от	1	1
44	это конечно не	1	1
45	не может быть	6	1
46	в зависимости от	2	1
47	в то время	4	1
48	из самых существенных	1	1
49	в одном из	1	1
50	не забудем что	1	1
51	той или иной	2	1
52	о себе самом	1	1
53	и что он	1	1
54	тем более не	2	1
55	не существует но	1	1
56	что и в	1	1
57	это и дает	1	1
58	выдвигает на первый	1	1
