N	2gram	Losev_Vesc_1	Myshleni
1	в том	8	42
2	том что	8	35
3	таким образом	8	25
4	в этом	4	24
5	точки зрения	5	24
6	в качестве	1	21
7	и в	21	20
8	что в	9	19
9	заключается в	1	18
10	в основе	3	17
11	то же	6	16
12	не только	36	15
13	то что	27	15
14	что они	6	14
15	мышления и	1	14
16	как мы	4	13
17	при этом	1	12
18	может быть	16	12
19	с другой	6	12
20	потому что	16	12
21	с точки	3	11
22	в его	2	11
23	так же	1	11
24	мы должны	2	11
25	и то	10	10
26	на основе	1	10
27	в истории	1	10
28	в себе	14	10
29	в отношении	4	10
30	того что	8	10
31	мы видим	2	10
32	только в	14	10
33	если мы	8	10
34	так как	7	10
35	того же	5	9
36	и другие	1	9
37	могли бы	1	9
38	и как	8	9
39	понятий и	2	9
40	как и	8	9
41	что и	3	9
42	тот же	3	9
43	с одной	3	9
44	слова в	2	9
45	одной стороны	3	9
46	как это	2	9
47	другой стороны	2	9
48	но и	18	9
49	понятие в	1	8
50	и тем	3	8
51	было бы	14	8
52	тогда когда	5	8
53	и что	15	8
54	вместе с	1	8
55	и не	29	8
56	в результате	3	8
57	самом деле	4	7
58	собственном смысле	3	7
59	в своей	5	7
60	и более	1	7
61	тем самым	1	7
62	с другом	1	7
63	могут быть	1	7
64	же самое	1	7
65	того чтобы	3	7
66	в собственном	2	7
67	тем что	2	7
68	этом отношении	1	7
69	а не	19	7
70	что мы	14	7
71	как бы	12	7
72	друг с	1	7
73	же как	1	6
74	в самом	9	6
75	той же	2	6
76	тому же	1	6
77	одно и	5	6
78	с тем	5	6
79	мы видели	1	6
80	одного и	1	6
81	к одному	3	6
82	по своей	2	6
83	к тому	3	6
84	можно было	2	6
85	в силу	3	6
86	его в	2	6
87	что он	1	6
88	уже в	1	6
89	не может	17	6
90	слово в	2	6
91	сказать что	17	6
92	мы имели	1	5
93	мы уже	3	5
94	между собой	1	5
95	с этим	3	5
96	все же	4	5
97	перед нами	2	5
98	и к	1	5
99	в действительности	7	5
100	все эти	3	5
101	на то	4	5
102	это не	5	5
103	и того	2	5
104	и тому	1	5
105	в уме	3	5
106	только не	2	5
107	и его	2	5
108	не является	1	5
109	никогда не	2	5
110	так и	3	5
111	если бы	5	5
112	о том	6	5
113	мы можем	4	5
114	для того	2	5
115	в частности	1	5
116	слова и	5	5
117	что такое	12	5
118	этот предмет	1	4
119	в сущности	4	4
120	видим таким	1	4
121	в своем	6	4
122	и с	8	4
123	с этой	4	4
124	по сравнению	7	4
125	не в	5	4
126	тому что	2	4
127	из основных	1	4
128	одному и	1	4
129	сходство с	1	4
130	что оно	8	4
131	и только	3	4
132	все время	1	4
133	только что	2	4
134	является не	1	4
135	из них	4	4
136	во всей	1	4
137	образом что	1	4
138	интересующей нас	1	4
139	новые и	1	4
140	в смысле	12	4
141	и для	9	4
142	для нас	2	4
143	мышлением и	1	4
144	между ними	3	4
145	к этому	1	4
146	во всяком	3	4
147	этой точки	1	4
148	с таким	1	3
149	в виду	2	3
150	бы сказать	2	3
151	в чем	6	3
152	а только	3	3
153	себе и	1	3
154	в настоящем	2	3
155	отнюдь не	5	3
156	когда он	1	3
157	говорит что	1	3
158	неизмеримо более	1	3
159	но в	5	3
160	в которой	1	3
161	в этой	3	3
162	на этом	2	3
163	мышление не	1	3
164	что все	2	3
165	различие между	2	3
166	со всеми	1	3
167	по смыслу	5	3
168	знает что	2	3
169	ни в	1	3
170	в один	1	3
171	в этих	1	3
172	и мышления	1	3
173	мы говорили	2	3
174	нас к	1	3
175	не менее	3	3
176	что эта	1	3
177	же самую	1	3
178	во всем	1	3
179	ничего общего	1	3
180	оно может	2	3
181	приводит к	1	3
182	и когда	4	3
183	должно быть	6	3
184	внимание на	1	3
185	является в	2	3
186	и во	3	3
187	один из	3	3
188	но не	5	3
189	говорили выше	1	3
190	всяком случае	2	3
191	себя в	10	3
192	так что	5	3
193	но что	2	3
194	от того	3	3
195	со стороны	5	3
196	нас в	3	3
197	на этот	1	3
198	именно в	1	3
199	к которому	1	3
200	только к	2	3
201	сравнению с	6	3
202	наряду с	1	3
203	по существу	2	3
204	выше что	1	3
205	к пониманию	3	3
206	формы и	1	3
207	и от	3	3
208	бы в	5	3
209	совершенно не	5	3
210	в виде	1	3
211	ли мы	2	2
212	также и	6	2
213	связана с	1	2
214	переход от	1	2
215	же по	1	2
216	относятся к	1	2
217	между двумя	1	2
218	ту же	2	2
219	что эти	1	2
220	выражается в	1	2
221	должна быть	4	2
222	когда это	1	2
223	едва ли	1	2
224	мы имеем	7	2
225	что если	1	2
226	мы и	1	2
227	зависимости от	1	2
228	в ней	12	2
229	видели что	1	2
230	мы будем	1	2
231	отличие от	1	2
232	не просто	19	2
233	стороны и	2	2
234	в мысли	3	2
235	из этих	1	2
236	и отношения	1	2
237	остановиться на	1	2
238	не есть	49	2
239	вообще не	2	2
240	теории и	1	2
241	как оно	3	2
242	в нем	2	2
243	именно то	1	2
244	том чтобы	1	2
245	слово или	1	2
246	раз в	1	2
247	то как	2	2
248	содержит в	4	2
249	свое время	2	2
250	из него	1	2
251	подобно тому	4	2
252	в основу	1	2
253	здесь мы	1	2
254	мы его	1	2
255	а затем	2	2
256	факт что	1	2
257	же не	1	2
258	может стать	1	2
259	действительности в	2	2
260	далеко не	1	2
261	в слове	2	2
262	и тогда	1	2
263	нисколько не	4	2
264	со всей	2	2
265	момента в	1	2
266	таким же	1	2
267	в отличие	1	2
268	мысли и	3	2
269	их в	3	2
270	в той	3	2
271	же самого	1	2
272	и отдельных	1	2
273	проблема в	1	2
274	это мы	1	2
275	слово и	4	2
276	находятся в	1	2
277	из истории	2	2
278	уже и	1	2
279	что на	2	2
280	мы встречаем	1	2
281	когда мы	6	2
282	ли не	1	2
283	отличается от	7	2
284	и он	1	2
285	существует только	1	2
286	и это	14	2
287	и которая	1	2
288	и усвоения	1	2
289	свою очередь	4	2
290	на нем	1	2
291	данном случае	2	2
292	никак не	3	2
293	ясно что	8	2
294	еще не	8	2
295	мы в	1	2
296	смысле и	1	2
297	и здесь	4	2
298	другими словами	5	2
299	как наиболее	1	2
300	а также	1	2
301	может не	2	2
302	к нему	1	2
303	в языке	1	2
304	в него	1	2
305	видим что	1	2
306	значит что	24	2
307	в современной	1	2
308	как из	1	2
309	но так	1	2
310	в вопросе	1	2
311	и у	3	2
312	вопроса о	1	2
313	в нашей	1	2
314	по законам	2	2
315	от других	1	2
316	в данной	1	2
317	к мысли	1	2
318	для него	4	2
319	представить себе	1	2
320	тогда как	1	2
321	признаков и	1	2
322	у него	2	2
323	случае не	1	2
324	мы возьмем	2	2
325	только на	3	2
326	а с	3	2
327	одинаковой мере	1	2
328	прежде всего	9	2
329	основных и	1	2
330	с которым	1	2
331	если не	3	2
332	все основные	1	2
333	в данном	5	2
334	что это	13	2
335	тому как	4	2
336	самого себя	1	2
337	а потом	2	2
338	это значит	24	2
339	том смысле	1	2
340	как только	4	2
341	но для	2	2
342	от той	1	2
343	которая в	1	2
344	в одинаковой	1	2
345	а в	4	2
346	нам не	2	2
347	в свою	4	2
348	существует в	1	2
349	в свое	2	2
350	от слова	1	2
351	это в	1	2
352	равным образом	3	1
353	о действительности	1	1
354	в сфере	4	1
355	человека и	1	1
356	на самом	1	1
357	что дает	1	1
358	и есть	26	1
359	ii и	1	1
360	и больше	9	1
361	в зависимости	1	1
362	из всех	1	1
363	в последние	2	1
364	предмета в	1	1
365	мы не	6	1
366	что между	2	1
367	которую мы	1	1
368	та же	1	1
369	вопрос о	1	1
370	и новые	1	1
371	среды и	1	1
372	понятие но	1	1
373	оба эти	3	1
374	в возможности	1	1
375	так чтобы	2	1
376	время как	1	1
377	говорить о	6	1
378	оно вообще	1	1
379	что иное	7	1
380	действительности однако	1	1
381	оно есть	9	1
382	я не	4	1
383	но даже	3	1
384	ему в	1	1
385	и этого	2	1
386	достаточно но	1	1
387	проявляет себя	1	1
388	иное как	7	1
389	быть в	1	1
390	бы то	4	1
391	которое он	1	1
392	сравнению со	1	1
393	во всех	2	1
394	то мы	2	1
395	итак мы	1	1
396	то он	1	1
397	точка зрения	1	1
398	не то	4	1
399	смысле мы	1	1
400	одном и	1	1
401	только тогда	3	1
402	не все	1	1
403	если в	1	1
404	общение со	1	1
405	бы самостоятельный	1	1
406	форме и	1	1
407	относится к	5	1
408	и я	1	1
409	пониманию и	1	1
410	если она	1	1
411	независимо от	5	1
412	что именно	1	1
413	внутри себя	3	1
414	это понятие	1	1
415	же название	2	1
416	словом в	1	1
417	однако не	2	1
418	кто не	3	1
419	в интересующей	1	1
420	силе и	1	1
421	то в	4	1
422	как понятие	3	1
423	меньшей мере	1	1
424	а во-вторых	1	1
425	нужно как	1	1
426	к самому	1	1
427	степени и	2	1
428	только один	2	1
429	но на	2	1
430	именем для	1	1
431	другое свойство	1	1
432	в первой	2	1
433	одно целое	1	1
434	себе не	3	1
435	действительности и	5	1
436	этой стадии	1	1
437	в понятии	4	1
438	только те	1	1
439	смысле как	1	1
440	и по	1	1
441	или иных	1	1
442	что она	15	1
443	не из	2	1
444	что почти	1	1
445	то ни	4	1
446	часть его	1	1
447	главным образом	1	1
448	и может	2	1
449	они должны	1	1
450	образом два	1	1
451	момент и	1	1
452	на этой	1	1
453	входя в	1	1
454	с другими	8	1
455	и свойств	1	1
456	понятие не	3	1
457	эти авторы	1	1
458	вещь может	2	1
459	должен был	1	1
460	и целиком	1	1
461	факт если	1	1
462	даже что	1	1
463	о которых	1	1
464	сущность ее	1	1
465	оно существует	1	1
466	и уразумению	1	1
467	которые с	1	1
468	на что	1	1
469	во внимание	1	1
470	заслуживает того	1	1
471	не больше	1	1
472	по той	1	1
473	нужно чтобы	1	1
474	обыденной жизни	1	1
475	нас не	1	1
476	почти не	1	1
477	бы к	1	1
478	не столько	1	1
479	представление о	1	1
480	на известный	1	1
481	бы мы	1	1
482	от его	2	1
483	признать что	1	1
484	вообще но	5	1
485	нельзя было	4	1
486	в одном	2	1
487	образом и	1	1
488	исключительно на	1	1
489	но он	2	1
490	тем не	3	1
491	есть еще	3	1
492	имеет свою	1	1
493	о значении	1	1
494	для нее	2	1
495	отличии от	2	1
496	по себе	13	1
497	раз и	1	1
498	что есть	5	1
