N	3gram	Bakhtin_fo_2	Istorich
1	и т д	3	16
2	с другой стороны	1	8
3	во всех этих	3	6
4	всех этих случаях	1	6
5	не только в	5	5
6	о том что	1	5
7	за тридевять земель	1	5
8	с одной стороны	1	4
9	на первый взгляд	1	4
10	мы имеем в	2	4
11	в том что	3	4
12	этой точки зрения	1	3
13	то что в	1	3
14	с этой точки	1	3
15	не может быть	1	3
16	в данном случае	1	3
17	даже там где	1	2
18	то время как	1	2
19	но и в	3	2
20	до сих пор	2	2
21	так как он	1	2
22	к себе и	1	2
23	лежит в основе	2	2
24	в то время	1	2
25	на свое место	1	2
26	у него есть	2	2
27	но все же	1	2
28	как и в	1	2
29	что и в	1	2
30	о том как	3	1
31	в народном сознании	1	1
32	с точки зрения	8	1
33	и др все	1	1
34	он не мог	1	1
35	по вопросу о	1	1
36	и в особенности	3	1
37	мы можем коснуться	1	1
38	с тех пор	1	1
39	в этом случае	2	1
40	то же самое	2	1
41	и как он	1	1
42	в преисподнюю в	1	1
43	только в том	1	1
44	они должны быть	1	1
45	в преисподней в	1	1
46	в другом месте	2	1
47	этого мира и	1	1
48	что он не	1	1
49	имеет отношение к	1	1
50	как мы увидим	1	1
51	и та же	2	1
52	а так как	1	1
53	герой убивает своего	1	1
54	но он не	1	1
55	и т п	11	1
56	в большинстве случаев	3	1
57	как мы уже	4	1
58	в этом городе	1	1
59	как можно больше	1	1
60	вместе с тем	1	1
61	и у других	1	1
62	здесь мы видим	1	1
63	мы увидим дальше	1	1
64	кроме того здесь	1	1
65	о загробном мире	2	1
66	и драгоценными камнями	1	1
67	в царстве мертвых	2	1
68	друг на друга	2	1
69	в связи с	7	1
70	все же еще	1	1
71	но в данном	1	1
72	в наши задачи	1	1
73	в связи со	1	1
74	одна и та	2	1
75	у него и	1	1
76	его но это	1	1
77	из этих форм	1	1
78	герой почти всегда	1	1
79	похожи друг на	2	1
80	следующим образом когда	1	1
81	только во время	1	1
82	это значит что	2	1
83	и все они	1	1
84	сюда же относится	1	1
85	таким образом и	1	1
86	конечно не в	1	1
87	связь его с	1	1
88	к тому что	1	1
89	тем более не	1	1
90	еще один аналогичный	1	1
91	в иной мир	1	1
92	как мы видели	1	1
