N	3gram	Losev_Prob_2	OGranits
1	не может быть	3	4
2	до тех пор	4	4
3	есть прежде всего	4	3
4	что иное как	3	2
5	представим себе что	2	2
6	в самом деле	2	2
7	в зависимости от	1	2
8	языка как системы	1	2
9	не чем иным	1	2
10	в данном случае	5	2
11	с одной стороны	5	2
12	и то же	1	2
13	с другой стороны	5	2
14	того или иного	5	2
15	ничего общего с	2	2
16	есть не что	3	2
17	чем иным как	1	2
18	с самого начала	2	2
19	не что иное	3	2
20	в том что	4	2
21	том что в	2	1
22	один и тот	2	1
23	связаны между собою	1	1
24	что ведь и	1	1
25	тот же самый	1	1
26	что в этом	1	1
27	идти только о	1	1
28	только потому что	1	1
29	иметь в виду	1	1
30	а вовсе не	1	1
31	более или менее	4	1
32	на самом деле	2	1
33	подобно тому как	2	1
34	то же самое	5	1
35	нам кажется что	1	1
36	случае и в	1	1
37	но далеко не	1	1
38	и не может	1	1
39	не вошедшие в	1	1
40	можно говорить о	2	1
41	будет существовать если	1	1
42	между тем как	1	1
43	только то что	3	1
44	в этом отношении	1	1
45	то что в	1	1
46	в собственном смысле	1	1
47	может идти только	1	1
48	можно было бы	2	1
49	ни одно слово	1	1
50	может быть и	2	1
51	в значительной мере	3	1
52	является не чем	1	1
53	то или иное	2	1
54	ту или иную	1	1
55	в последнее время	1	1
56	в узком смысле	1	1
57	для того чтобы	2	1
58	и сводится к	1	1
59	так же как	1	1
60	едва ли кто-нибудь	2	1
61	мы все же	3	1
62	и в его	1	1
63	все равно не	1	1
64	и тот же	2	1
65	речь может идти	1	1
66	тем не менее	12	1
67	слов и в	1	1
68	в одном случае	1	1
69	в связи с	5	1
70	само по себе	2	1
71	потому что они	1	1
72	до такой степени	1	1
73	что же такое	4	1
74	ли кто-нибудь станет	1	1
75	мы утверждаем что	1	1
76	только в связи	2	1
77	узком смысле слова	1	1
78	то не только	1	1
79	но тем не	1	1
80	мы не можем	1	1
81	та или иная	2	1
82	хотя бы в	1	1
83	те или иные	3	1
84	одно слово не	1	1
85	не только на	1	1
86	и один из	1	1
87	возможно только в	1	1
88	на то что	4	1
89	в то же	4	1
90	в истории мышления	1	1
